# Receiving,Rushing,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,Att,Yds,Y/A,Lng,TD,Fum,FumL
NWETE005,MIA,2001,8,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
CLETE013,CLE,2001,8,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
STLTE012,OAK,2001,8,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
CHITE006,DEN,2001,8,7,N/A,74,10.6,14,1,0,0,N/A,N/A,0,0,0
DETTE008,KAN,2001,8,1,N/A,40,40.0,40,0,0,0,N/A,N/A,0,0,0
MINTE002,NWE,2001,8,1,N/A,16,16.0,16,0,0,0,N/A,N/A,0,0,0
NORTE004,SFO,2001,8,4,N/A,35,8.8,23,1,0,0,N/A,N/A,0,0,0
DALTE007,DAL,2001,8,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2001,8,2,N/A,14,7.0,7,0,0,0,N/A,N/A,0,0,0
BUFTE016,GNB,2001,8,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
TENTE005,TEN,2001,8,2,N/A,27,13.5,18,0,0,0,N/A,N/A,0,0,0
ARITE017,ARI,2001,8,3,N/A,14,4.7,16,1,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2001,8,2,N/A,7,3.5,5,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2001,8,2,N/A,20,10.0,13,0,0,0,N/A,N/A,0,0,0
DENTE009,DEN,2001,8,2,N/A,20,10.0,13,0,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2001,8,4,N/A,57,14.3,33,0,0,0,N/A,N/A,0,0,0
CHITE004,CHI,2001,8,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2001,8,6,N/A,43,7.2,11,0,0,0,N/A,N/A,0,0,0
NORTE015,WAS,2001,8,2,N/A,22,11.0,15,1,0,0,N/A,N/A,0,0,0
PHITE001,PHI,2001,8,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
BUFTE017,TAM,2001,8,1,N/A,11,11.0,11,1,0,0,N/A,N/A,0,0,0
DALTE010,DAL,2001,8,2,N/A,49,24.5,28,0,0,0,N/A,N/A,0,0,0
DENTE010,BAL,2001,8,3,N/A,56,18.7,26,1,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2001,8,2,N/A,15,7.5,12,1,0,0,N/A,N/A,0,0,0
HOUTE002,PIT,2001,8,1,N/A,18,18.0,18,0,0,0,N/A,N/A,0,0,0
ARITE005,SDG,2001,8,3,N/A,36,12.0,20,1,0,0,N/A,N/A,0,0,0
OAKTE009,CLE,2001,8,2,N/A,26,13.0,19,0,0,0,N/A,N/A,0,0,0
CARTE005,CAR,2001,8,1,N/A,3,3.0,3,0,0,0,N/A,N/A,0,0,0
PITTE005,BUF,2001,8,5,N/A,46,9.2,27,1,0,0,N/A,N/A,0,0,0
MINTE005,MIA,2001,8,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
CARTE006,SEA,2001,8,2,N/A,25,12.5,14,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2001,8,4,N/A,40,10.0,21,1,0,0,N/A,N/A,0,0,0
GNBTE009,CAR,2001,8,3,N/A,23,7.7,17,0,0,0,N/A,N/A,0,0,0
CLETE010,SDG,2001,9,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
DETTE009,NYG,2001,9,1,N/A,11,11.0,11,0,0,0,N/A,N/A,0,0,0
CHITE006,DEN,2001,9,5,N/A,47,9.4,18,1,0,0,N/A,N/A,0,0,0
MINTE007,MIN,2001,9,2,N/A,16,8.0,11,0,4,12,3.0,5,0,1,1
CINTE008,ATL,2001,9,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
CARTE005,CAR,2001,9,1,N/A,4,4.0,4,1,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2001,9,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
STLTE012,OAK,2001,9,1,N/A,5,5.0,5,1,0,0,N/A,N/A,0,0,0
NYJTE011,NYJ,2001,9,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
DALTE001,DAL,2001,9,1,N/A,-2,-2.0,-2,0,0,0,N/A,N/A,0,0,0
NORTE004,SFO,2001,9,3,N/A,35,11.7,19,1,0,0,N/A,N/A,0,0,0
DALTE007,DAL,2001,9,2,N/A,17,8.5,10,0,0,0,N/A,N/A,0,0,0
TENTE003,TEN,2001,9,1,N/A,27,27.0,27,0,0,0,N/A,N/A,0,0,0
BUFTE016,GNB,2001,9,3,N/A,18,6.0,9,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2001,9,1,N/A,9,9.0,9,1,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2001,9,2,N/A,17,8.5,10,0,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2001,9,2,N/A,22,11.0,14,0,0,0,N/A,N/A,0,0,0
MINTE002,NWE,2001,9,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
OAKTE009,CLE,2001,9,2,N/A,14,7.0,12,1,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2001,9,5,N/A,43,8.6,13,1,0,0,N/A,N/A,0,0,0
DALTE009,STL,2001,9,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
CHITE004,CHI,2001,9,2,N/A,15,7.5,12,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2001,9,2,N/A,18,9.0,11,0,0,0,N/A,N/A,0,0,0
DALTE003,CIN,2001,9,1,N/A,14,14.0,14,0,0,0,N/A,N/A,0,0,0
BUFTE017,TAM,2001,9,2,N/A,14,7.0,8,0,0,0,N/A,N/A,0,0,0
NYGTE001,NYG,2001,9,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
DALTE010,DAL,2001,9,2,N/A,8,4.0,5,1,0,0,N/A,N/A,0,0,0
DENTE010,BAL,2001,9,2,N/A,18,9.0,15,0,0,0,N/A,N/A,0,0,0
PHITE003,PHI,2001,9,1,N/A,4,4.0,4,1,0,0,N/A,N/A,0,0,0
WASTE013,ATL,2001,9,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
NORTE008,STL,2001,9,1,N/A,5,5.0,5,0,1,13,13.0,13,0,0,0
WASTE005,CIN,2001,9,4,N/A,33,8.3,9,0,0,0,N/A,N/A,0,0,0
PITTE005,BUF,2001,9,1,N/A,36,36.0,36,0,0,0,N/A,N/A,0,0,0
WASTE010,MIN,2001,9,2,N/A,23,11.5,20,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2001,9,3,N/A,29,9.7,11,0,0,0,N/A,N/A,0,0,0
HOUTE002,PIT,2001,9,1,N/A,3,3.0,3,0,0,0,N/A,N/A,0,0,0
CHITE001,CHI,2001,9,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
NORTE009,DET,2001,9,1,N/A,-2,-2.0,-2,0,0,0,N/A,N/A,0,0,0
GNBTE009,CAR,2001,9,2,N/A,11,5.5,6,0,0,0,N/A,N/A,0,0,0
CLETE010,SDG,2001,10,1,N/A,3,3.0,3,0,0,0,N/A,N/A,0,0,0
DETTE009,NYG,2001,10,2,N/A,29,14.5,25,0,0,0,N/A,N/A,0,0,0
ARITE012,PIT,2001,10,1,N/A,12,12.0,12,0,0,0,N/A,N/A,0,0,0
CHITE006,DEN,2001,10,3,N/A,17,5.7,7,0,0,0,N/A,N/A,0,1,1
MINTE007,MIN,2001,10,1,N/A,6,6.0,6,0,4,6,1.5,5,0,0,0
SEATE011,SEA,2001,10,1,N/A,16,16.0,16,0,0,0,N/A,N/A,0,0,0
NWETE003,NWE,2001,10,2,N/A,16,8.0,9,0,0,0,N/A,N/A,0,0,0
STLTE012,OAK,2001,10,1,N/A,23,23.0,23,0,0,0,N/A,N/A,0,0,0
OAKTE001,OAK,2001,10,1,N/A,0,0.0,0,0,0,0,N/A,N/A,0,0,0
NWETE005,MIA,2001,10,1,N/A,13,13.0,13,0,0,0,N/A,N/A,0,0,0
DALTE001,DAL,2001,10,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
NORTE004,SFO,2001,10,3,N/A,34,11.3,21,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2001,10,3,N/A,12,4.0,12,2,0,0,N/A,N/A,0,0,0
TENTE003,TEN,2001,10,1,N/A,15,15.0,15,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2001,10,2,N/A,10,5.0,6,0,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2001,10,1,N/A,24,24.0,24,1,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2001,10,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
CLETE013,CLE,2001,10,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2001,10,2,N/A,18,9.0,15,1,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2001,10,3,N/A,18,6.0,8,1,0,0,N/A,N/A,0,0,0
OAKTE009,CLE,2001,10,2,N/A,9,4.5,5,0,0,0,N/A,N/A,0,0,0
CHITE004,CHI,2001,10,2,N/A,13,6.5,10,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2001,10,3,N/A,23,7.7,11,0,0,0,N/A,N/A,0,0,0
WASTE013,ATL,2001,10,3,N/A,58,19.3,27,0,0,0,N/A,N/A,0,0,0
DALTE009,STL,2001,10,2,N/A,27,13.5,22,0,0,0,N/A,N/A,0,0,0
DALTE003,CIN,2001,10,4,N/A,31,7.8,11,0,0,0,N/A,N/A,0,0,0
DALTE010,DAL,2001,10,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
DENTE010,BAL,2001,10,7,N/A,78,11.1,29,0,0,0,N/A,N/A,0,0,0
BUFTE017,TAM,2001,10,5,N/A,36,7.2,10,0,0,0,N/A,N/A,0,0,0
TAMTE007,IND,2001,10,2,N/A,15,7.5,11,0,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2001,10,2,N/A,17,8.5,10,0,0,0,N/A,N/A,0,0,0
NORTE008,STL,2001,10,1,N/A,12,12.0,12,0,1,-1,-1.0,-1,0,0,0
MINTE005,MIA,2001,10,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
PITTE005,BUF,2001,10,2,N/A,16,8.0,10,1,0,0,N/A,N/A,0,0,0
WASTE010,MIN,2001,10,4,N/A,41,10.3,13,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2001,10,3,N/A,126,42.0,86,1,0,0,N/A,N/A,0,0,0
HOUTE002,PIT,2001,10,2,N/A,14,7.0,9,0,0,0,N/A,N/A,0,0,0
CARTE006,SEA,2001,10,2,N/A,13,6.5,7,0,0,0,N/A,N/A,0,0,0
NORTE009,DET,2001,10,2,N/A,3,1.5,2,2,0,0,N/A,N/A,0,0,0
GNBTE009,CAR,2001,10,2,N/A,30,15.0,24,1,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2001,11,2,N/A,45,22.5,31,0,0,0,N/A,N/A,0,0,0
CLETE013,CLE,2001,11,3,N/A,21,7.0,9,0,0,0,N/A,N/A,0,0,0
MINTE002,NWE,2001,11,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
BUFTE010,BUF,2001,11,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
DALTE001,DAL,2001,11,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
CHITE006,DEN,2001,11,2,N/A,39,19.5,28,0,0,0,N/A,N/A,0,0,0
NWETE005,MIA,2001,11,2,N/A,25,12.5,17,1,0,0,N/A,N/A,0,0,0
ARITE017,ARI,2001,11,3,N/A,39,13.0,20,0,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2001,11,2,N/A,33,16.5,23,0,0,0,N/A,N/A,0,0,0
NORTE004,SFO,2001,11,3,N/A,27,9.0,14,0,0,0,N/A,N/A,0,0,0
DALTE007,DAL,2001,11,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2001,11,2,N/A,44,22.0,26,0,0,0,N/A,N/A,0,0,0
BUFTE016,GNB,2001,11,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
CHITE008,STL,2001,11,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2001,11,3,N/A,39,13.0,20,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2001,11,2,N/A,9,4.5,6,0,0,0,N/A,N/A,0,0,0
ARITE012,PIT,2001,11,1,N/A,2,2.0,2,0,0,0,N/A,N/A,0,0,0
DETTE009,NYG,2001,11,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2001,11,8,N/A,79,9.9,27,1,0,0,N/A,N/A,0,0,0
MINTE006,MIN,2001,11,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
TAMTE007,IND,2001,11,3,N/A,28,9.3,10,0,0,0,N/A,N/A,0,0,0
DALTE003,CIN,2001,11,2,N/A,15,7.5,13,0,0,0,N/A,N/A,0,0,0
PHITE001,PHI,2001,11,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
DENTE010,BAL,2001,11,6,N/A,55,9.2,13,1,0,0,N/A,N/A,0,0,0
BUFTE017,TAM,2001,11,3,N/A,29,9.7,13,0,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2001,11,3,N/A,45,15.0,17,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2001,11,1,N/A,22,22.0,22,0,0,0,N/A,N/A,0,0,0
DETTE008,KAN,2001,11,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
STLTE012,OAK,2001,11,1,N/A,1,1.0,1,0,0,0,N/A,N/A,0,0,0
CLETE010,SDG,2001,11,2,N/A,24,12.0,16,0,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2001,11,6,N/A,71,11.8,26,0,0,0,N/A,N/A,0,0,0
PITTE005,BUF,2001,11,2,N/A,23,11.5,13,0,0,0,N/A,N/A,0,0,0
WASTE010,MIN,2001,11,7,N/A,56,8.0,23,0,0,0,N/A,N/A,0,0,0
NORTE008,STL,2001,11,2,N/A,38,19.0,32,0,1,3,3.0,3,0,0,0
GNBTE009,CAR,2001,11,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
DALTE001,DAL,2001,12,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2001,12,3,N/A,8,2.7,5,1,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2001,12,2,N/A,16,8.0,8,0,0,0,N/A,N/A,0,0,0
CLETE013,CLE,2001,12,6,N/A,32,5.3,12,0,0,0,N/A,N/A,0,0,0
NYJTE011,NYJ,2001,12,1,N/A,0,0.0,0,0,0,0,N/A,N/A,0,0,0
CHITE006,DEN,2001,12,4,N/A,31,7.8,13,1,0,0,N/A,N/A,0,0,0
OAKTE001,OAK,2001,12,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
CINTE008,ATL,2001,12,2,N/A,23,11.5,14,0,0,0,N/A,N/A,0,0,0
ARITE012,PIT,2001,12,1,N/A,12,12.0,12,0,0,0,N/A,N/A,0,0,0
WASTE001,TAM,2001,12,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
ARITE017,ARI,2001,12,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
NORTE004,SFO,2001,12,1,N/A,-3,-3.0,-3,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2001,12,4,N/A,69,17.3,23,0,0,0,N/A,N/A,0,0,0
DETTE001,DET,2001,12,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
BUFTE016,GNB,2001,12,1,N/A,20,20.0,20,0,0,0,N/A,N/A,0,0,0
OAKTE010,PHI,2001,12,2,N/A,11,5.5,10,1,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2001,12,1,N/A,18,18.0,18,0,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2001,12,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2001,12,3,N/A,11,3.7,6,0,0,0,N/A,N/A,0,0,0
ARITE003,ARI,2001,12,2,N/A,4,2.0,3,0,0,0,N/A,N/A,0,0,0
STLTE012,OAK,2001,12,2,N/A,13,6.5,9,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2001,12,2,N/A,23,11.5,15,0,0,0,N/A,N/A,0,0,0
WASTE013,ATL,2001,12,1,N/A,21,21.0,21,0,0,0,N/A,N/A,0,0,0
TAMTE007,IND,2001,12,3,N/A,32,10.7,23,0,0,0,N/A,N/A,0,0,0
CHITE004,CHI,2001,12,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
DALTE003,CIN,2001,12,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
DALTE010,DAL,2001,12,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
DENTE010,BAL,2001,12,3,N/A,41,13.7,21,0,0,0,N/A,N/A,0,1,1
BUFTE017,TAM,2001,12,4,N/A,32,8.0,11,0,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2001,12,4,N/A,36,9.0,12,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2001,12,4,N/A,80,20.0,40,1,0,0,N/A,N/A,0,0,0
ATLTE007,DET,2001,12,0,N/A,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
NWETE003,NWE,2001,12,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
DETTE008,KAN,2001,12,1,N/A,13,13.0,13,0,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2001,12,1,N/A,27,27.0,27,0,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2001,12,4,N/A,28,7.0,14,0,0,0,N/A,N/A,0,0,0
WASTE010,MIN,2001,12,2,N/A,25,12.5,17,0,0,0,N/A,N/A,0,0,0
PITTE005,BUF,2001,12,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
ARITE005,SDG,2001,12,4,N/A,33,8.3,25,0,0,0,N/A,N/A,0,0,0
GNBTE009,CAR,2001,12,3,N/A,49,16.3,22,0,0,0,N/A,N/A,0,0,0
CHITE006,DEN,2001,13,2,N/A,17,8.5,11,1,0,0,N/A,N/A,0,0,0
NWETE005,MIA,2001,13,2,N/A,20,10.0,15,0,0,0,N/A,N/A,0,0,0
SFOTE008,SFO,2001,13,1,N/A,2,2.0,2,0,0,0,N/A,N/A,0,0,0
ARITE012,PIT,2001,13,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
DETTE009,NYG,2001,13,2,N/A,8,4.0,6,0,0,0,N/A,N/A,0,0,0
STLTE012,OAK,2001,13,1,N/A,49,49.0,49,0,0,0,N/A,N/A,0,0,0
OAKTE001,OAK,2001,13,3,N/A,30,10.0,17,0,0,0,N/A,N/A,0,0,0
CINTE008,ATL,2001,13,1,N/A,13,13.0,13,0,0,0,N/A,N/A,0,0,0
NORTE011,NOR,2001,13,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,1,1
NYJTE007,GNB,2001,13,2,N/A,25,12.5,20,0,0,0,N/A,N/A,0,0,0
NORTE004,SFO,2001,13,4,N/A,38,9.5,19,0,0,0,N/A,N/A,0,0,0
HOUTE007,NYG,2001,13,1,N/A,2,2.0,2,1,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2001,13,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2001,13,1,N/A,2,2.0,2,1,0,0,N/A,N/A,0,0,0
ARITE017,ARI,2001,13,3,N/A,18,6.0,8,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2001,13,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
CLETE013,CLE,2001,13,1,N/A,11,11.0,11,0,0,0,N/A,N/A,0,0,0
WASTE001,TAM,2001,13,1,N/A,24,24.0,24,0,0,0,N/A,N/A,0,0,0
DENTE009,DEN,2001,13,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2001,13,4,N/A,27,6.8,13,1,0,0,N/A,N/A,0,0,0
NORTE015,WAS,2001,13,1,N/A,11,11.0,11,0,0,0,N/A,N/A,0,0,0
TAMTE007,IND,2001,13,4,N/A,32,8.0,11,0,0,0,N/A,N/A,0,1,1
NWETE002,JAC,2001,13,2,N/A,14,7.0,11,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2001,13,5,N/A,72,14.4,30,1,0,0,N/A,N/A,0,0,0
CHITE004,CHI,2001,13,5,N/A,36,7.2,14,0,0,0,N/A,N/A,0,0,0
DALTE010,DAL,2001,13,2,N/A,25,12.5,22,1,0,0,N/A,N/A,0,0,0
BUFTE017,TAM,2001,13,1,N/A,12,12.0,12,0,0,0,N/A,N/A,0,0,0
DALTE009,STL,2001,13,1,N/A,26,26.0,26,0,0,0,N/A,N/A,0,0,0
CARTE006,SEA,2001,13,2,N/A,14,7.0,9,0,0,0,N/A,N/A,0,0,0
NORTE009,DET,2001,13,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2001,13,4,N/A,51,12.8,24,1,0,0,N/A,N/A,0,0,0
OAKTE009,CLE,2001,13,2,N/A,11,5.5,9,0,0,0,N/A,N/A,0,0,0
CARTE005,CAR,2001,13,3,N/A,19,6.3,9,1,0,0,N/A,N/A,0,0,0
ARITE005,SDG,2001,13,3,N/A,70,23.3,34,0,0,0,N/A,N/A,0,0,0
PITTE005,BUF,2001,13,4,N/A,58,14.5,19,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2001,13,3,N/A,27,9.0,12,0,0,0,N/A,N/A,0,0,0
WASTE010,MIN,2001,13,4,N/A,45,11.3,8,1,0,0,N/A,N/A,0,0,0
NORTE008,STL,2001,13,2,N/A,14,7.0,9,0,0,0,N/A,N/A,0,0,0
GNBTE009,CAR,2001,13,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
ARITE012,PIT,2001,14,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
NYJTE011,NYJ,2001,14,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2001,14,3,N/A,-2,-0.7,3,0,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2001,14,2,N/A,8,4.0,6,1,0,0,N/A,N/A,0,0,0
DETTE009,NYG,2001,14,1,N/A,13,13.0,13,0,0,0,N/A,N/A,0,0,0
CLETE010,SDG,2001,14,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
STLTE012,OAK,2001,14,3,N/A,18,6.0,13,0,0,0,N/A,N/A,0,0,0
OAKTE001,OAK,2001,14,1,N/A,12,12.0,12,0,0,0,N/A,N/A,0,0,0
CINTE008,ATL,2001,14,3,N/A,13,4.3,5,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2001,14,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
MINTE002,NWE,2001,14,1,N/A,25,25.0,25,0,0,0,N/A,N/A,0,0,0
NORTE004,SFO,2001,14,1,N/A,12,12.0,12,1,0,0,N/A,N/A,0,0,0
DALTE007,DAL,2001,14,2,N/A,4,2.0,3,0,0,0,N/A,N/A,0,0,0
CINTE001,CIN,2001,14,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
BUFTE016,GNB,2001,14,2,N/A,20,10.0,10,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2001,14,1,N/A,15,15.0,15,0,0,0,N/A,N/A,0,0,0
ARITE017,ARI,2001,14,7,N/A,62,8.9,24,1,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2001,14,2,N/A,4,2.0,3,0,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2001,14,1,N/A,11,11.0,11,0,0,0,N/A,N/A,0,0,0
DETTE008,KAN,2001,14,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
STLTE007,NOR,2001,14,2,N/A,21,10.5,12,0,0,0,N/A,N/A,0,0,0
TAMTE007,IND,2001,14,2,N/A,16,8.0,12,1,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2001,14,3,N/A,44,14.7,20,0,0,0,N/A,N/A,0,0,0
CARTE006,SEA,2001,14,2,N/A,14,7.0,9,0,0,0,N/A,N/A,0,0,0
CHITE001,CHI,2001,14,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
NORTE015,WAS,2001,14,2,N/A,32,16.0,22,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2001,14,6,N/A,96,16.0,25,0,0,0,N/A,N/A,0,0,0
DENTE010,BAL,2001,14,4,N/A,26,6.5,11,0,0,0,N/A,N/A,0,0,0
BUFTE017,TAM,2001,14,2,N/A,14,7.0,8,0,0,0,N/A,N/A,0,0,0
CHITE004,CHI,2001,14,2,N/A,28,14.0,18,1,0,0,N/A,N/A,0,0,0
NORTE009,DET,2001,14,5,N/A,64,12.8,26,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2001,14,5,N/A,101,20.2,36,1,0,0,N/A,N/A,0,0,0
OAKTE009,CLE,2001,14,3,N/A,23,7.7,13,0,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2001,14,1,N/A,25,25.0,25,0,0,0,N/A,N/A,0,0,0
DENTE009,DEN,2001,14,2,N/A,35,17.5,25,0,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2001,14,3,N/A,53,17.7,36,0,0,0,N/A,N/A,0,0,0
ARITE005,SDG,2001,14,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
WASTE010,MIN,2001,14,2,N/A,14,7.0,9,0,0,0,N/A,N/A,0,0,0
NORTE008,STL,2001,14,3,N/A,63,21.0,33,0,0,0,N/A,N/A,0,1,1
PITTE005,BUF,2001,14,4,N/A,36,9.0,13,0,0,0,N/A,N/A,0,0,0
ARITE016,ARI,2001,14,0,N/A,0,N/A,N/A,0,0,0,N/A,N/A,0,1,1
TAMTE007,IND,2001,15,4,N/A,38,9.5,25,0,0,0,N/A,N/A,0,0,0
DALTE001,DAL,2001,15,2,N/A,29,14.5,16,0,0,0,N/A,N/A,0,0,0
SFOTE008,SFO,2001,15,1,N/A,13,13.0,13,0,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2001,15,4,N/A,29,7.3,12,2,0,0,N/A,N/A,0,0,0
NWETE005,MIA,2001,15,3,N/A,53,17.7,22,0,0,0,N/A,N/A,0,1,1
DETTE009,NYG,2001,15,1,N/A,16,16.0,16,0,0,0,N/A,N/A,0,0,0
SEATE011,SEA,2001,15,1,N/A,3,3.0,3,0,0,0,N/A,N/A,0,0,0
CINTE008,ATL,2001,15,3,N/A,39,13.0,25,0,0,0,N/A,N/A,0,0,0
MINTE007,MIN,2001,15,2,N/A,3,1.5,2,0,1,2,2.0,2,0,0,0
KANTE008,NYJ,2001,15,4,N/A,22,5.5,11,1,0,0,N/A,N/A,0,0,0
MINTE002,NWE,2001,15,2,N/A,8,4.0,6,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2001,15,2,N/A,54,27.0,49,1,0,0,N/A,N/A,0,0,0
NORTE004,SFO,2001,15,2,N/A,24,12.0,18,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2001,15,3,N/A,26,8.7,16,1,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2001,15,1,N/A,18,18.0,18,0,0,0,N/A,N/A,0,0,0
CARTE007,CAR,2001,15,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
