# Receiving,Rushing,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,Att,Yds,Y/A,Lng,TD,Fum,FumL
OAKTE010,OAK,2008,14,1,N/A,11,11.0,11,0,0,0,N/A,0,0,0,0
NWETE009,TEN,2008,14,1,N/A,20,20.0,20,0,0,0,N/A,0,0,0,0
CLETE010,CLE,2008,14,4,N/A,29,7.3,8,0,0,0,N/A,0,0,0,0
CINTE008,CIN,2008,14,3,N/A,7,2.3,5,0,0,0,N/A,0,0,0,0
CHITE006,CHI,2008,14,2,N/A,8,4.0,6,1,0,0,N/A,0,0,0,0
KANTE008,STL,2008,14,1,N/A,5,5.0,5,0,0,0,N/A,0,0,0,0
ARITE006,BAL,2008,14,2,N/A,54,27.0,30,0,0,0,N/A,0,0,0,0
SFOTE007,ATL,2008,14,1,N/A,9,9.0,9,0,0,0,N/A,0,0,0,0
SEATE002,DET,2008,14,2,N/A,29,14.5,19,0,0,0,N/A,0,0,0,0
NORTE019,NWE,2008,14,1,N/A,2,2.0,2,1,0,0,N/A,0,0,0,0
DETTE003,SEA,2008,14,1,N/A,5,5.0,5,0,0,0,N/A,0,0,0,0
WASTE011,WAS,2008,14,1,N/A,12,12.0,12,0,0,0,N/A,0,0,0,0
MIATE010,MIA,2008,14,2,N/A,10,5.0,8,0,0,0,N/A,0,0,0,0
MINTE004,MIN,2008,14,0,N/A,0,N/A,0,0,1,2,2.0,2,0,0,0
CINTE005,GNB,2008,14,3,N/A,48,16.0,25,1,0,0,N/A,0,0,0,0
TENTE007,MIN,2008,14,5,N/A,65,13.0,25,1,0,0,N/A,0,0,0,0
NORTE018,TAM,2008,14,1,N/A,5,5.0,5,0,0,0,N/A,0,0,0,0
BALTE001,IND,2008,14,4,N/A,29,7.3,10,1,0,0,N/A,0,0,1,1
BALTE008,PHI,2008,14,6,N/A,44,7.3,12,0,0,0,N/A,0,0,0,0
DALTE002,DAL,2008,14,6,N/A,62,10.3,22,0,0,0,N/A,0,0,0,0
ATLTE003,KAN,2008,14,5,N/A,73,14.6,24,1,0,0,N/A,0,0,0,0
KANTE003,MIA,2008,15,2,N/A,20,10.0,12,0,0,0,N/A,0,0,0,0
BUFTE009,STL,2008,15,2,N/A,25,12.5,14,0,0,0,N/A,0,0,1,1
DETTE010,DEN,2008,15,0,N/A,0,N/A,0,0,1,-1,-1.0,-1,0,0,0
HOUTE005,HOU,2008,15,4,N/A,41,10.3,19,0,0,0,N/A,0,0,0,0
TENTE004,SFO,2008,15,1,N/A,10,10.0,10,0,0,0,N/A,0,0,0,0
ARITE009,CAR,2008,15,1,N/A,15,15.0,15,0,0,0,N/A,0,0,0,0
JACTE010,JAC,2008,15,2,N/A,7,3.5,5,0,0,0,N/A,0,0,0,0
SFOTE003,SFO,2008,15,5,N/A,31,6.2,17,0,1,11,11.0,11,0,0,0
CINTE004,TAM,2008,15,1,N/A,2,2.0,2,0,0,0,N/A,0,0,0,0
PITTE008,PIT,2008,15,3,N/A,26,8.7,17,0,0,0,N/A,0,0,0,0
TENTE002,TEN,2008,15,3,N/A,11,3.7,9,0,0,0,N/A,0,0,1,0
DENTE002,HOU,2008,15,2,N/A,9,4.5,5,0,0,0,N/A,0,0,0,0
ATLTE005,ATL,2008,15,1,N/A,26,26.0,26,0,0,0,N/A,0,0,1,1
CLETE012,JAC,2008,15,4,N/A,36,9.0,19,0,0,0,N/A,0,0,0,0
CARTE009,CHI,2008,15,8,N/A,45,5.6,10,0,0,0,N/A,0,0,0,0
WASTE003,WAS,2008,15,1,N/A,15,15.0,15,0,0,0,N/A,0,0,0,0
MINTE009,SEA,2008,15,5,N/A,76,15.2,28,0,0,0,N/A,0,0,0,0
CHITE005,DAL,2008,15,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
BUFTE008,BUF,2008,15,2,N/A,23,11.5,12,0,0,0,N/A,0,0,0,0
MIATE003,MIA,2008,15,1,N/A,19,19.0,19,1,0,0,N/A,0,0,0,0
NYJTE002,NYJ,2008,15,3,N/A,35,11.7,20,0,0,0,N/A,0,0,0,0
INDTE011,IND,2008,15,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
KANTE002,NYG,2008,15,1,N/A,23,23.0,23,0,0,0,N/A,0,0,0,0
SEATE006,OAK,2008,15,5,N/A,60,12.0,23,0,0,0,N/A,0,0,0,0
PHITE008,PHI,2008,15,2,N/A,9,4.5,8,0,0,0,N/A,0,0,0,0
ARITE002,ARI,2008,15,2,N/A,16,8.0,11,0,0,0,N/A,0,0,0,0
CINTE010,CIN,2008,15,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
PITTE004,PIT,2008,15,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
CLETE001,DET,2008,15,2,N/A,39,19.5,33,0,0,0,N/A,0,0,0,0
CARTE001,NOR,2008,15,1,N/A,11,11.0,11,0,0,0,N/A,0,0,0,0
BUFTE016,MIA,2008,15,2,N/A,66,33.0,61,1,0,0,N/A,0,0,0,0
TENTE008,DEN,2008,15,3,N/A,25,8.3,16,0,0,0,N/A,0,0,0,0
TAMTE006,TAM,2008,15,2,N/A,27,13.5,20,0,0,0,N/A,0,0,0,0
SFOTE007,ATL,2008,15,1,N/A,5,5.0,5,0,0,0,N/A,0,0,0,0
SEATE005,NYJ,2008,15,1,N/A,19,19.0,19,0,0,0,N/A,0,0,0,0
OAKTE010,OAK,2008,15,2,N/A,22,11.0,17,0,0,0,N/A,0,0,0,0
CHITE008,SDG,2008,15,1,N/A,14,14.0,14,0,0,0,N/A,0,0,0,0
CHITE006,CHI,2008,15,3,N/A,11,3.7,4,0,0,0,N/A,0,0,0,0
CINTE008,CIN,2008,15,1,N/A,3,3.0,3,0,0,0,N/A,0,0,0,0
NORTE010,NOR,2008,15,3,N/A,35,11.7,22,0,0,0,N/A,0,0,0,0
KANTE008,STL,2008,15,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
ARITE006,BAL,2008,15,1,N/A,24,24.0,24,0,0,0,N/A,0,0,0,0
CLETE009,BUF,2008,15,1,N/A,5,5.0,5,0,0,0,N/A,0,0,0,0
NORTE018,TAM,2008,15,1,N/A,12,12.0,12,0,0,0,N/A,0,0,0,0
SDGTE004,SDG,2008,15,7,N/A,78,11.1,23,0,0,0,N/A,0,0,0,0
DETTE006,DET,2008,15,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
WASTE011,WAS,2008,15,6,N/A,51,8.5,19,0,0,0,N/A,0,0,1,1
KANTE006,SFO,2008,15,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
MINTE004,MIN,2008,15,0,N/A,0,N/A,0,0,2,4,2.0,2,0,0,0
JACTE001,JAC,2008,15,2,N/A,15,7.5,9,0,0,0,N/A,0,0,0,0
CINTE005,GNB,2008,15,2,N/A,8,4.0,8,0,0,0,N/A,0,0,0,0
BALTE001,IND,2008,15,12,N/A,142,11.8,31,1,0,0,N/A,0,0,0,0
NORTE012,CLE,2008,15,1,N/A,6,6.0,6,0,0,0,N/A,0,0,0,0
BALTE008,PHI,2008,15,2,N/A,13,6.5,11,0,0,0,N/A,0,0,0,0
DALTE002,DAL,2008,15,5,N/A,44,8.8,13,0,0,0,N/A,0,0,0,0
TENTE007,MIN,2008,15,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
ATLTE003,KAN,2008,15,6,N/A,62,10.3,16,1,0,0,N/A,0,0,0,0
BUFTE009,STL,2008,16,1,N/A,6,6.0,6,0,0,0,N/A,0,0,0,0
KANTE003,MIA,2008,16,3,N/A,47,15.7,19,2,0,0,N/A,0,0,0,0
DETTE010,DEN,2008,16,2,N/A,56,28.0,36,0,0,0,N/A,0,0,0,0
HOUTE005,HOU,2008,16,7,N/A,111,15.9,35,0,0,0,N/A,0,0,0,0
JACTE010,JAC,2008,16,6,N/A,55,9.2,14,0,0,0,N/A,0,0,0,0
SFOTE003,SFO,2008,16,1,N/A,17,17.0,17,0,0,0,N/A,0,0,1,1
PITTE008,PIT,2008,16,8,N/A,69,8.6,17,0,0,0,N/A,0,0,0,0
TENTE002,TEN,2008,16,4,N/A,25,6.3,9,0,0,0,N/A,0,0,0,0
DENTE002,HOU,2008,16,1,N/A,4,4.0,4,0,0,0,N/A,0,0,1,0
NORTE013,GNB,2008,16,1,N/A,14,14.0,14,0,0,0,N/A,0,0,0,0
ARITE009,CAR,2008,16,1,N/A,11,11.0,11,0,0,0,N/A,0,0,0,0
NWETE008,STL,2008,16,1,N/A,12,12.0,12,0,0,0,N/A,0,0,0,0
NYJTE002,NYJ,2008,16,1,N/A,2,2.0,2,0,0,0,N/A,0,0,0,0
MINTE009,SEA,2008,16,2,N/A,12,6.0,10,1,0,0,N/A,0,0,0,0
WASTE003,WAS,2008,16,1,N/A,6,6.0,6,0,0,0,N/A,0,0,0,0
GNBTE004,GNB,2008,16,1,N/A,35,35.0,35,0,0,0,N/A,0,0,0,0
INDTE011,IND,2008,16,4,N/A,51,12.8,23,0,0,0,N/A,0,0,0,0
PHITE008,PHI,2008,16,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
CARTE009,CHI,2008,16,5,N/A,49,9.8,17,1,0,0,N/A,0,0,0,0
SEATE006,OAK,2008,16,4,N/A,70,17.5,22,0,0,0,N/A,0,0,0,0
KANTE002,NYG,2008,16,5,N/A,46,9.2,15,1,0,0,N/A,0,0,0,0
WASTE011,WAS,2008,16,4,N/A,28,7.0,12,0,0,0,N/A,0,0,0,0
DETTE003,SEA,2008,16,2,N/A,18,9.0,14,0,0,0,N/A,0,0,1,1
CARTE001,NOR,2008,16,5,N/A,37,7.4,10,0,0,0,N/A,0,0,0,0
TENTE008,DEN,2008,16,3,N/A,52,17.3,24,0,0,0,N/A,0,0,0,0
TAMTE006,TAM,2008,16,2,N/A,21,10.5,19,0,0,0,N/A,0,0,0,0
SEATE005,NYJ,2008,16,1,N/A,12,12.0,12,0,0,0,N/A,0,0,0,0
BUFTE016,MIA,2008,16,1,N/A,11,11.0,11,1,0,0,N/A,0,0,0,0
CHITE008,SDG,2008,16,1,N/A,11,11.0,11,1,0,0,N/A,0,0,0,0
CHITE006,CHI,2008,16,4,N/A,37,9.3,21,0,0,0,N/A,0,0,0,0
NORTE010,NOR,2008,16,4,N/A,38,9.5,21,0,0,0,N/A,0,0,0,0
ARITE006,BAL,2008,16,2,N/A,24,12.0,23,0,0,0,N/A,0,0,0,0
NWETE009,TEN,2008,16,3,N/A,30,10.0,11,0,0,0,N/A,0,0,0,0
SFOTE007,ATL,2008,16,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
SEATE002,DET,2008,16,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
TENTE007,MIN,2008,16,7,N/A,136,19.4,31,2,0,0,N/A,0,0,0,0
JACTE008,JAC,2008,16,2,N/A,35,17.5,27,0,0,0,N/A,0,0,0,0
JACTE001,JAC,2008,16,2,N/A,24,12.0,17,0,0,0,N/A,0,0,0,0
SDGTE004,SDG,2008,16,4,N/A,43,10.8,15,2,0,0,N/A,0,0,0,0
DALTE002,DAL,2008,16,5,N/A,87,17.4,35,1,0,0,N/A,0,0,0,0
BALTE008,PHI,2008,16,7,N/A,49,7.0,17,0,0,0,N/A,0,0,0,0
CLETE009,BUF,2008,16,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
NORTE012,CLE,2008,16,1,N/A,4,4.0,4,0,0,0,N/A,0,0,0,0
BALTE001,IND,2008,16,8,N/A,105,13.1,33,1,0,0,N/A,0,0,0,0
ATLTE003,KAN,2008,16,7,N/A,64,9.1,15,1,0,0,N/A,0,0,0,0
DALTE002,DAL,2008,17,7,N/A,50,7.1,17,0,0,0,N/A,0,0,0,0
CLETE012,JAC,2008,17,1,N/A,9,9.0,9,0,0,0,N/A,0,0,0,0
NYGTE006,NYG,2008,17,2,N/A,44,22.0,26,0,0,0,N/A,0,0,0,0
SEATE006,OAK,2008,17,2,N/A,34,17.0,28,0,0,0,N/A,0,0,0,0
NORTE001,NOR,2008,17,1,N/A,3,3.0,3,0,0,0,N/A,0,0,0,0
CARTE009,CHI,2008,17,4,N/A,30,7.5,10,1,0,0,N/A,0,0,0,0
HOUTE005,HOU,2008,17,3,N/A,37,12.3,33,0,0,0,N/A,0,0,0,0
BUFTE009,STL,2008,17,1,N/A,29,29.0,29,0,0,0,N/A,0,0,0,0
JACTE010,JAC,2008,17,1,N/A,0,0.0,0,0,0,0,N/A,0,0,0,0
KANTE003,MIA,2008,17,3,N/A,39,13.0,20,1,0,0,N/A,0,0,0,0
DETTE010,DEN,2008,17,5,N/A,75,15.0,25,1,0,0,N/A,0,0,0,0
PITTE001,ARI,2008,17,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
PHITE008,PHI,2008,17,3,N/A,30,10.0,20,1,0,0,N/A,0,0,0,0
ARITE002,ARI,2008,17,1,N/A,17,17.0,17,0,0,0,N/A,0,0,0,0
CLETE005,CLE,2008,17,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
GNBTE004,GNB,2008,17,2,N/A,29,14.5,26,1,0,0,N/A,0,0,0,0
DENTE012,IND,2008,17,2,N/A,6,3.0,4,0,0,0,N/A,0,0,0,0
BUFTE008,BUF,2008,17,2,N/A,8,4.0,8,0,0,0,N/A,0,0,0,0
MIATE003,MIA,2008,17,1,N/A,3,3.0,3,0,0,0,N/A,0,0,1,0
TENTE001,TEN,2008,17,1,N/A,9,9.0,9,0,0,0,N/A,0,0,0,0
CHITE005,DAL,2008,17,2,N/A,14,7.0,8,0,0,0,N/A,0,0,0,0
BUFTE015,BUF,2008,17,2,N/A,6,3.0,3,0,0,0,N/A,0,0,0,0
INDTE011,IND,2008,17,1,N/A,6,6.0,6,0,0,0,N/A,0,0,0,0
NYJTE002,NYJ,2008,17,2,N/A,24,12.0,15,0,0,0,N/A,0,0,0,0
MINTE009,SEA,2008,17,2,N/A,14,7.0,7,0,0,0,N/A,0,0,0,0
SFOTE003,SFO,2008,17,3,N/A,18,6.0,9,0,0,0,N/A,0,0,1,0
CINTE002,CIN,2008,17,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
TENTE008,DEN,2008,17,2,N/A,19,9.5,10,0,0,0,N/A,0,0,0,0
BUFTE016,MIA,2008,17,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
TAMTE006,TAM,2008,17,2,N/A,28,14.0,19,0,0,0,N/A,0,0,0,0
SEATE005,NYJ,2008,17,2,N/A,13,6.5,12,0,0,0,N/A,0,0,0,0
SEATE002,DET,2008,17,1,N/A,2,2.0,2,0,0,0,N/A,0,0,0,0
CHITE008,SDG,2008,17,2,N/A,17,8.5,12,1,0,0,N/A,0,0,0,0
ARITE006,BAL,2008,17,3,N/A,25,8.3,12,0,0,0,N/A,0,0,0,0
CINTE008,CIN,2008,17,2,N/A,9,4.5,5,0,0,0,N/A,0,0,0,0
MINTE007,MIN,2008,17,1,N/A,5,5.0,5,0,0,0,N/A,0,0,0,0
CHITE006,CHI,2008,17,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
NORTE010,NOR,2008,17,3,N/A,56,18.7,21,0,0,0,N/A,0,0,0,0
CLETE009,BUF,2008,17,2,N/A,30,15.0,18,0,0,0,N/A,0,0,0,0
BALTE001,IND,2008,17,6,N/A,59,9.8,23,0,0,0,N/A,0,0,0,0
MINTE004,MIN,2008,17,1,N/A,9,9.0,9,0,1,1,1.0,1,0,0,0
PITTE008,PIT,2008,17,5,N/A,55,11.0,20,0,0,0,N/A,0,0,0,0
TENTE002,TEN,2008,17,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
BALTE003,SFO,2008,17,1,N/A,29,29.0,29,0,0,0,N/A,0,0,0,0
CINTE012,CIN,2008,17,2,N/A,11,5.5,7,0,0,0,N/A,0,0,0,0
WASTE011,WAS,2008,17,6,N/A,57,9.5,14,0,0,0,N/A,0,0,0,0
TENTE007,MIN,2008,17,2,N/A,14,7.0,8,0,0,0,N/A,0,0,0,0
JACTE001,JAC,2008,17,1,N/A,4,4.0,4,0,0,0,N/A,0,0,0,0
DETTE006,DET,2008,17,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
SDGTE004,SDG,2008,17,3,N/A,49,16.3,34,0,0,0,N/A,0,0,0,0
ATLTE003,KAN,2008,17,5,N/A,53,10.6,15,1,0,0,N/A,0,0,0,0
TENTE004,SFO,2009,1,1,N/A,17,17.0,17,0,0,0,N/A,0,0,0,0
ARITE009,CAR,2009,1,1,N/A,2,2.0,2,0,0,0,N/A,0,0,0,0
NWETE008,STL,2009,1,1,N/A,9,9.0,9,0,0,0,N/A,0,0,0,0
CARTE009,CHI,2009,1,1,N/A,8,8.0,8,0,0,0,N/A,0,0,0,0
SEATE006,OAK,2009,1,6,N/A,96,16.0,30,0,0,0,N/A,0,0,0,0
HOUTE005,HOU,2009,1,4,N/A,44,11.0,27,0,0,0,N/A,0,0,0,0
DETTE007,TAM,2009,1,1,N/A,13,13.0,13,0,0,0,N/A,0,0,0,0
JACTE010,JAC,2009,1,3,N/A,23,7.7,19,0,0,0,N/A,0,0,0,0
SFOTE003,SFO,2009,1,5,N/A,40,8.0,19,0,0,0,N/A,0,0,0,0
KANTE003,MIA,2009,1,2,N/A,10,5.0,10,0,0,0,N/A,0,0,2,2
DETTE010,DEN,2009,1,1,N/A,29,29.0,29,0,0,0,N/A,0,0,0,0
NORTE016,NOR,2009,1,1,N/A,15,15.0,15,0,0,0,N/A,0,0,0,0
KANTE002,NYG,2009,1,3,N/A,62,20.7,27,0,0,0,N/A,0,0,0,0
PHITE008,PHI,2009,1,6,N/A,37,6.2,9,1,0,0,N/A,0,0,0,0
DENTE012,IND,2009,1,1,N/A,6,6.0,6,0,0,0,N/A,0,0,0,0
GNBTE004,GNB,2009,1,1,N/A,6,6.0,6,0,0,0,N/A,0,0,0,0
MIATE003,MIA,2009,1,1,N/A,21,21.0,21,0,0,0,N/A,0,0,0,0
BUFTE002,BUF,2009,1,2,N/A,13,6.5,11,1,0,0,N/A,0,0,0,0
SDGTE001,DAL,2009,1,0,N/A,0,N/A,0,0,0,0,N/A,0,0,1,0
CHITE005,DAL,2009,1,1,N/A,13,13.0,13,0,0,0,N/A,0,0,0,0
MINTE009,SEA,2009,1,6,N/A,95,15.8,38,2,0,0,N/A,0,0,0,0
BUFTE015,BUF,2009,1,3,N/A,41,13.7,23,0,0,0,N/A,0,0,0,0
CINTE010,CIN,2009,1,1,N/A,16,16.0,16,0,0,0,N/A,0,0,0,0
INDTE011,IND,2009,1,1,N/A,4,4.0,4,0,0,0,N/A,0,0,0,0
NYJTE002,NYJ,2009,1,4,N/A,94,23.5,40,0,0,0,N/A,0,0,0,0
CINTE011,CIN,2009,1,1,N/A,3,3.0,3,0,0,0,N/A,0,0,0,0
TENTE002,TEN,2009,1,5,N/A,48,9.6,20,0,0,0,N/A,0,0,1,1
TENTE008,DEN,2009,1,3,N/A,40,13.3,20,0,0,0,N/A,0,0,0,0
CARTE001,NOR,2009,1,4,N/A,31,7.8,15,2,0,0,N/A,0,0,0,0
TAMTE006,TAM,2009,1,4,N/A,41,10.3,17,0,0,0,N/A,0,0,0,0
SEATE005,NWE,2009,1,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
SDGTE005,STL,2009,1,4,N/A,44,11.0,18,0,0,0,N/A,0,0,0,0
OAKTE010,OAK,2009,1,1,N/A,13,13.0,13,0,0,0,N/A,0,0,0,0
CHITE008,SDG,2009,1,1,N/A,-2,-2.0,-2,0,0,0,N/A,0,0,0,0
CLETE010,CLE,2009,1,2,N/A,14,7.0,7,0,0,0,N/A,0,0,0,0
CHITE006,CHI,2009,1,1,N/A,23,23.0,23,0,0,0,N/A,0,0,0,0
ARITE006,BAL,2009,1,5,N/A,74,14.8,24,1,0,0,N/A,0,0,0,0
NWETE009,TEN,2009,1,2,N/A,5,2.5,3,0,0,0,N/A,0,0,0,0
CLETE009,CLE,2009,1,4,N/A,60,15.0,26,1,0,0,N/A,0,0,0,0
BALTE001,IND,2009,1,4,N/A,39,9.8,21,0,0,0,N/A,0,0,0,0
WASTE011,WAS,2009,1,7,N/A,68,9.7,17,1,0,0,N/A,0,0,1,0
NORTE019,NWE,2009,1,6,N/A,77,12.8,18,2,0,0,N/A,0,0,0,0
KANTE006,KAN,2009,1,1,N/A,10,10.0,10,1,0,0,N/A,0,0,0,0
MINTE004,MIN,2009,1,0,N/A,0,N/A,0,0,1,5,5.0,5,0,0,0
PITTE008,PIT,2009,1,8,N/A,64,8.0,14,0,0,0,N/A,0,0,0,0
NYJTE003,TAM,2009,1,5,N/A,30,6.0,19,1,1,7,7.0,7,0,0,0
SDGTE004,SDG,2009,1,5,N/A,83,16.6,25,0,0,0,N/A,0,0,0,0
DALTE002,DAL,2009,1,5,N/A,71,14.2,20,0,0,0,N/A,0,0,0,0
TENTE007,MIN,2009,1,3,N/A,26,8.7,13,0,0,0,N/A,0,0,0,0
CINTE005,GNB,2009,1,3,N/A,8,2.7,7,0,0,0,N/A,0,0,0,0
DETTE006,DET,2009,1,1,N/A,11,11.0,11,0,0,0,N/A,0,0,0,0
ATLTE003,ATL,2009,1,5,N/A,73,14.6,20,1,0,0,N/A,0,0,0,0
ARITE009,CAR,2009,2,2,N/A,38,19.0,32,0,0,0,N/A,0,0,0,0
HOUTE005,HOU,2009,2,6,N/A,72,12.0,33,1,0,0,N/A,0,0,0,0
GNBTE002,GNB,2009,2,1,N/A,21,21.0,21,0,0,0,N/A,0,0,0,0
CARTE009,CHI,2009,2,3,N/A,41,13.7,29,0,0,0,N/A,0,0,0,0
CHITE011,PIT,2009,2,2,N/A,10,5.0,9,1,0,0,N/A,0,0,0,0
DETTE007,TAM,2009,2,3,N/A,80,26.7,38,0,0,0,N/A,0,0,0,0
NORTE016,NOR,2009,2,2,N/A,19,9.5,11,0,0,0,N/A,0,0,0,0
SFOTE003,SFO,2009,2,2,N/A,32,16.0,17,0,0,0,N/A,0,0,0,0
JACTE010,JAC,2009,2,3,N/A,62,20.7,25,1,0,0,N/A,0,0,0,0
KANTE003,MIA,2009,2,1,N/A,1,1.0,1,0,0,0,N/A,0,0,0,0
DETTE010,DEN,2009,2,1,N/A,2,2.0,2,1,0,0,N/A,0,0,0,0
KANTE002,NYG,2009,2,1,N/A,13,13.0,13,0,0,0,N/A,0,0,0,0
CHITE002,CAR,2009,2,3,N/A,31,10.3,11,1,0,0,N/A,0,0,0,0
GNBTE004,GNB,2009,2,4,N/A,56,14.0,22,0,0,0,N/A,0,0,0,0
CHITE005,DAL,2009,2,1,N/A,11,11.0,11,0,0,0,N/A,0,0,0,0
SEATE010,CHI,2009,2,5,N/A,38,7.6,11,1,0,0,N/A,0,0,0,0
DETTE004,DET,2009,2,4,N/A,40,10.0,14,0,0,0,N/A,0,0,0,0
BUFTE002,BUF,2009,2,1,N/A,13,13.0,13,0,0,0,N/A,0,0,0,0
WASTE003,WAS,2009,2,1,N/A,-2,-2.0,-2,0,0,0,N/A,0,0,0,0
MINTE009,SEA,2009,2,6,N/A,46,7.7,17,0,0,0,N/A,0,0,0,0
PHITE008,PHI,2009,2,8,N/A,104,13.0,26,0,0,0,N/A,0,0,0,0
BUFTE015,BUF,2009,2,6,N/A,62,10.3,27,0,0,0,N/A,0,0,0,0
CINTE010,CIN,2009,2,2,N/A,26,13.0,23,0,0,0,N/A,0,0,1,0
NYJTE002,NYJ,2009,2,3,N/A,22,7.3,9,1,0,0,N/A,0,0,0,0
CINTE011,CIN,2009,2,1,N/A,12,12.0,12,0,0,0,N/A,0,0,0,0
STLTE006,ARI,2009,2,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
TAMTE006,TAM,2009,2,3,N/A,24,8.0,9,1,0,0,N/A,0,0,0,0
TENTE008,DEN,2009,2,1,N/A,3,3.0,3,0,0,0,N/A,0,0,0,0
SEATE005,NWE,2009,2,1,N/A,1,1.0,1,0,0,0,N/A,0,0,0,0
SDGTE005,STL,2009,2,2,N/A,14,7.0,7,0,0,0,N/A,0,0,0,0
CLETE009,CLE,2009,2,1,N/A,13,13.0,13,0,0,0,N/A,0,0,0,0
CARTE001,NOR,2009,2,4,N/A,49,12.3,22,0,0,0,N/A,0,0,0,0
CHITE008,SDG,2009,2,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
MINTE007,MIN,2009,2,2,N/A,8,4.0,6,0,0,0,N/A,0,0,0,0
KANTE008,ARI,2009,2,1,N/A,16,16.0,16,0,0,0,N/A,0,0,0,0
ARITE006,BAL,2009,2,1,N/A,9,9.0,9,1,0,0,N/A,0,0,0,0
NWETE009,TEN,2009,2,4,N/A,44,11.0,16,0,0,0,N/A,0,0,0,0
BALTE001,IND,2009,2,7,N/A,183,26.1,80,1,0,0,N/A,0,0,0,0
DALTE002,DAL,2009,2,5,N/A,33,6.6,13,1,0,0,N/A,0,0,0,0
WASTE011,WAS,2009,2,7,N/A,83,11.9,18,0,0,0,N/A,0,0,0,0
NORTE019,NWE,2009,2,3,N/A,23,7.7,10,0,0,0,N/A,0,0,0,0
KANTE006,KAN,2009,2,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
PITTE008,PIT,2009,2,3,N/A,27,9.0,15,0,0,0,N/A,0,0,0,0
DENTE002,HOU,2009,2,3,N/A,31,10.3,21,0,0,0,N/A,0,0,0,0
NYJTE003,TAM,2009,2,7,N/A,90,12.9,42,1,0,0,N/A,0,0,0,0
DETTE003,DET,2009,2,2,N/A,10,5.0,8,0,0,0,N/A,0,0,0,0
TENTE007,MIN,2009,2,1,N/A,1,1.0,1,1,0,0,N/A,0,0,0,0
CINTE005,GNB,2009,2,4,N/A,28,7.0,11,0,0,0,N/A,0,0,0,0
DETTE006,DET,2009,2,1,N/A,2,2.0,2,0,0,0,N/A,0,0,0,0
SDGTE004,SDG,2009,2,5,N/A,78,15.6,37,0,0,0,N/A,0,0,1,0
ATLTE003,ATL,2009,2,7,N/A,71,10.1,24,1,0,0,N/A,0,0,0,0
CARTE009,CHI,2009,3,5,N/A,44,8.8,19,1,0,0,N/A,0,0,0,0
NWETE008,STL,2009,3,2,N/A,35,17.5,19,2,0,0,N/A,0,0,0,0
SEATE006,OAK,2009,3,2,N/A,17,8.5,12,0,0,0,N/A,0,0,0,0
CHITE011,PIT,2009,3,1,N/A,7,7.0,7,0,0,0,N/A,0,0,0,0
KANTE002,NYG,2009,3,2,N/A,27,13.5,24,0,0,0,N/A,0,0,0,0
ARITE009,CAR,2009,3,2,N/A,17,8.5,12,0,0,0,N/A,0,0,0,0
HOUTE005,HOU,2009,3,5,N/A,38,7.6,11,1,0,0,N/A,0,0,0,0
STLTE006,ARI,2009,3,2,N/A,9,4.5,9,0,0,0,N/A,0,0,0,0
SFOTE003,SFO,2009,3,7,N/A,96,13.7,31,2,0,0,N/A,0,0,0,0
JACTE010,JAC,2009,3,1,N/A,18,18.0,18,0,0,0,N/A,0,0,0,0
DETTE010,DEN,2009,3,1,N/A,14,14.0,14,0,0,0,N/A,0,0,0,0
CHITE002,CAR,2009,3,3,N/A,58,19.3,25,1,0,0,N/A,0,0,0,0
PHITE008,PHI,2009,3,8,N/A,104,13.0,35,1,0,0,N/A,0,0,0,0
BUFTE008,BUF,2009,3,5,N/A,34,6.8,11,0,0,0,N/A,0,0,0,0
DETTE004,DET,2009,3,2,N/A,27,13.5,15,0,0,0,N/A,0,0,0,0
NYGTE003,NYG,2009,3,2,N/A,8,4.0,7,0,0,0,N/A,0,0,0,0
SEATE001,SEA,2009,3,1,N/A,3,3.0,3,0,0,0,N/A,0,0,0,0
KANTE009,KAN,2009,3,1,N/A,11,11.0,11,0,0,0,N/A,0,0,0,0
