# Receiving,Kickoff Returns,Punt Returns,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,KR,Yds,Avg,Long,TD,PR,Yds,Avg,Long,TD,Fum,FumL
ARIWR019,ARI,2008,6,5,N/A,79,15.8,39,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR033,ARI,2008,6,1,N/A,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR007,PHI,2008,6,3,N/A,38,12.7,16,0,0,0,N/A,0,0,1,6,6.0,6,0,0,0
HOUWR016,HOU,2008,6,4,N/A,98,24.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR003,DET,2008,6,2,N/A,23,11.5,17,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
OAKWR008,CIN,2008,6,7,N/A,49,7.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR017,NOR,2008,6,2,N/A,68,34.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,ATL,2008,6,4,N/A,58,14.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR014,TAM,2008,6,2,N/A,29,14.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR009,SFO,2008,6,3,N/A,39,13.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR032,JAC,2008,6,4,N/A,21,5.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR002,NWE,2008,6,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR012,OAK,2008,6,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR019,CLE,2008,6,2,N/A,19,9.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR018,MIN,2008,6,4,N/A,71,17.8,46,0,0,0,0,0,0,0,0,0,0,0,1,0
HOUWR001,HOU,2008,6,2,N/A,28,14.0,20,0,5,142,28.4,50,0,0,0,N/A,0,0,0,0
OAKWR010,OAK,2008,6,1,N/A,11,11.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR006,HOU,2008,6,10,N/A,178,17.8,61,1,0,0,0,0,0,0,0,0,0,0,1,1
WASWR006,WAS,2008,6,5,N/A,87,17.4,29,0,0,0,N/A,0,0,4,19,4.8,17,0,0,0
OAKWR003,OAK,2008,6,3,N/A,32,10.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR002,TAM,2008,6,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR015,HOU,2008,6,0,0,0,0,0,0,0,0,N/A,0,0,4,87,21.8,70,1,0,0
CLEWR004,BAL,2008,6,0,0,0,0,0,0,3,53,17.7,19,0,2,8,4.0,7,0,0,0
TAMWR009,TAM,2008,6,0,0,0,0,0,0,1,22,22.0,22,0,3,26,8.7,17,0,0,0
WASWR003,IND,2008,6,0,0,0,0,0,0,1,23,23.0,23,0,0,0,N/A,0,0,0,0
CINWR018,CIN,2008,6,0,0,0,0,0,0,5,121,24.2,41,0,0,0,N/A,0,0,0,0
SEAWR016,SEA,2008,6,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NWEWR002,NWE,2008,6,0,0,0,0,0,0,3,71,23.7,31,0,0,0,N/A,0,0,0,0
DETWR003,DET,2008,6,0,0,0,0,0,0,0,0,N/A,0,0,3,25,8.3,13,0,0,0
STLWR016,STL,2008,6,0,0,0,0,0,0,3,71,23.7,32,0,1,34,34.0,34,0,0,0
ARIWR005,ARI,2008,6,0,0,0,0,0,0,1,8,8.0,8,0,0,0,N/A,0,0,0,0
CLEWR013,DET,2008,6,0,0,0,0,0,0,0,0,N/A,0,0,1,0,0.0,0,0,0,0
CINWR015,CIN,2008,6,0,0,0,0,0,0,0,0,N/A,0,0,1,10,10.0,10,0,0,0
DETWR027,DET,2008,6,0,0,0,0,0,0,2,34,17.0,19,0,0,0,N/A,0,0,0,0
JACWR007,JAC,2008,6,0,0,0,0,0,0,2,48,24.0,26,0,0,0,N/A,0,0,0,0
DETWR004,ATL,2008,6,0,0,0,0,0,0,0,0,N/A,0,0,1,6,6.0,6,0,0,0
MINWR009,GNB,2008,7,3,N/A,32,10.7,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR004,PIT,2008,7,5,N/A,89,17.8,32,0,0,0,N/A,0,0,3,21,7.0,12,0,0,0
NORWR014,MIA,2008,7,6,N/A,74,12.3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR015,GNB,2008,7,1,N/A,17,17.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR006,CHI,2008,7,2,N/A,22,11.0,13,0,2,36,18.0,20,0,0,0,N/A,0,0,0,0
PHIWR015,NYJ,2008,7,4,N/A,29,7.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR012,TAM,2008,7,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR009,DAL,2008,7,2,N/A,43,21.5,36,0,3,76,25.3,27,0,0,0,N/A,0,0,0,0
CARWR004,NYG,2008,7,1,N/A,6,6.0,6,0,0,0,N/A,0,0,2,8,4.0,8,0,0,0
CHIWR002,DEN,2008,7,6,N/A,77,12.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR016,NOR,2008,7,3,N/A,10,3.3,4,0,0,0,N/A,0,0,1,11,11.0,11,0,0,0
TENWR010,PIT,2008,7,2,N/A,57,28.5,50,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR024,KAN,2008,7,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR007,BAL,2008,7,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR006,SFO,2008,7,3,N/A,47,15.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR019,SDG,2008,7,4,N/A,65,16.3,23,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR019,BUF,2008,7,2,N/A,19,9.5,22,0,0,0,N/A,0,0,1,5,5.0,5,0,0,0
TAMWR016,SDG,2008,7,4,N/A,42,10.5,15,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR010,CLE,2008,7,1,N/A,1,1.0,1,1,2,46,23.0,24,0,5,48,9.6,17,0,0,0
DETWR021,CHI,2008,7,3,N/A,24,8.0,11,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CINWR014,CIN,2008,7,3,N/A,44,14.7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR005,DET,2008,7,2,N/A,154,77.0,96,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CARWR017,MIA,2008,7,4,N/A,48,12.0,19,0,5,93,18.6,31,0,0,0,N/A,0,0,0,0
TAMWR009,TAM,2008,7,0,N/A,0,N/A,0,0,1,4,4.0,4,0,2,3,1.5,4,0,1,0
PITWR001,PIT,2008,7,1,N/A,11,11.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR001,CIN,2008,7,1,N/A,2,2.0,2,0,1,8,8.0,8,0,0,0,N/A,0,0,0,0
SDGWR017,DEN,2008,7,9,N/A,71,7.9,13,0,0,0,N/A,0,0,1,8,8.0,8,0,0,0
SDGWR014,TEN,2008,7,2,N/A,11,5.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR022,STL,2008,7,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR001,MIA,2008,7,2,N/A,12,6.0,7,1,0,0,N/A,0,0,2,10,5.0,6,0,0,0
NYJWR018,OAK,2008,7,2,N/A,10,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR014,SFO,2008,7,5,N/A,86,17.2,30,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR011,GNB,2008,7,2,N/A,19,9.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR016,STL,2008,7,4,N/A,55,13.8,42,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR007,CAR,2008,7,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR018,IND,2008,7,5,N/A,72,14.4,34,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR009,NOR,2008,7,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR032,KAN,2008,7,7,N/A,86,12.3,27,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR009,NYG,2008,7,4,N/A,39,9.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR018,OAK,2008,7,0,N/A,0,N/A,0,0,0,0,N/A,0,0,3,33,11.0,22,0,0,0
ARIWR020,NYJ,2008,7,2,N/A,48,24.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR019,SDG,2008,7,2,N/A,7,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR003,MIN,2008,7,3,N/A,32,10.7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR013,NWE,2008,7,6,N/A,63,10.5,27,1,0,0,N/A,0,0,3,63,21.0,44,0,0,0
SEAWR014,CLE,2008,7,4,N/A,58,14.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR020,DEN,2008,7,1,N/A,10,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR002,NYJ,2008,7,4,N/A,51,12.8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,NYG,2008,7,3,N/A,24,8.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2008,7,4,N/A,35,8.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR016,STL,2008,7,1,N/A,20,20.0,20,0,3,51,17.0,32,0,1,10,10.0,10,0,0,0
GNBWR013,SEA,2008,7,2,N/A,23,11.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2008,7,6,N/A,122,20.3,39,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR007,DAL,2008,7,3,N/A,30,10.0,14,0,0,0,N/A,0,0,2,41,20.5,33,0,0,0
INDWR013,IND,2008,7,2,N/A,24,12.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2008,7,4,N/A,75,18.8,35,1,1,26,26.0,26,0,1,8,8.0,8,0,0,0
ATLWR005,CHI,2008,7,3,N/A,79,26.3,51,1,0,0,0,0,0,0,0,0,0,0,0,0
JACWR029,STL,2008,7,3,N/A,51,17.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR008,NYG,2008,7,3,N/A,31,10.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR024,IND,2008,7,2,N/A,11,5.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR026,SEA,2008,7,1,N/A,8,8.0,8,0,0,0,N/A,0,0,1,6,6.0,6,0,0,0
CHIWR013,CAR,2008,7,3,N/A,43,14.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR007,DAL,2008,7,2,N/A,31,15.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR010,TAM,2008,7,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,1,1
PITWR012,PIT,2008,7,4,N/A,60,15.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,NWE,2008,7,5,N/A,69,13.8,27,2,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR020,BAL,2008,7,6,N/A,87,14.5,23,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR008,CIN,2008,7,8,N/A,58,7.3,19,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NWEWR013,CIN,2008,7,8,N/A,52,6.5,9,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR014,TAM,2008,7,3,N/A,30,10.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR010,BUF,2008,7,8,N/A,89,11.1,20,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR019,CLE,2008,7,2,N/A,24,12.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR013,DET,2008,7,6,N/A,89,14.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR017,NOR,2008,7,3,N/A,80,26.7,54,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR036,SEA,2008,7,2,N/A,18,9.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR005,NYJ,2008,7,1,N/A,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR004,KAN,2008,7,1,N/A,11,11.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR021,MIN,2008,7,6,N/A,81,13.5,34,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR016,HOU,2008,7,3,N/A,27,9.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR015,CIN,2008,7,2,N/A,8,4.0,5,0,0,0,N/A,0,0,3,6,2.0,7,0,0,0
WASWR006,WAS,2008,7,4,N/A,56,14.0,25,0,0,0,N/A,0,0,3,22,7.3,11,0,0,0
PITWR009,SFO,2008,7,2,N/A,42,21.0,21,0,0,0,N/A,0,0,1,-3,-3.0,-3,0,0,0
BUFWR004,BUF,2008,7,3,N/A,32,10.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR012,OAK,2008,7,5,N/A,75,15.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR002,TAM,2008,7,6,N/A,115,19.2,47,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR001,HOU,2008,7,1,N/A,15,15.0,15,0,5,102,20.4,25,0,0,0,N/A,0,0,0,0
HOUWR006,HOU,2008,7,11,N/A,141,12.8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR002,NWE,2008,7,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR018,MIN,2008,7,5,N/A,60,12.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR003,DET,2008,7,0,N/A,-7,N/A,-7,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
NWEWR002,NWE,2008,7,0,0,0,0,0,0,1,28,28.0,28,0,0,0,N/A,0,0,0,0
WASWR003,IND,2008,7,0,0,0,0,0,0,4,70,17.5,23,0,0,0,N/A,0,0,0,0
DENWR018,CIN,2008,7,0,0,0,0,0,0,3,88,29.3,36,0,0,0,N/A,0,0,0,0
TENWR012,CAR,2008,7,0,0,0,0,0,0,2,48,24.0,26,0,2,26,13.0,24,0,0,0
DETWR027,DET,2008,7,0,0,0,0,0,0,4,82,20.5,26,0,0,0,N/A,0,0,0,0
BALWR015,HOU,2008,7,0,0,0,0,0,0,0,0,N/A,0,0,2,-12,-6.0,1,0,0,0
PHIWR015,NYJ,2008,8,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR016,NOR,2008,8,6,N/A,90,15.0,31,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
TENWR010,PIT,2008,8,1,N/A,65,65.0,65,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR012,TEN,2008,8,4,N/A,40,10.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR014,CIN,2008,8,1,N/A,3,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR014,MIA,2008,8,5,N/A,35,7.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR027,DET,2008,8,0,N/A,0,N/A,0,0,5,115,23.0,26,0,0,0,N/A,0,0,1,0
DETWR004,ATL,2008,8,0,N/A,0,N/A,0,0,0,0,N/A,0,0,4,22,5.5,16,0,1,1
CARWR004,NYG,2008,8,1,N/A,17,17.0,17,0,0,0,N/A,0,0,3,28,9.3,28,0,0,0
BALWR007,BAL,2008,8,1,N/A,70,70.0,70,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2008,8,4,N/A,60,15.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR023,HOU,2008,8,2,N/A,28,14.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR019,BUF,2008,8,1,N/A,3,3.0,3,0,0,0,N/A,0,0,1,0,0.0,0,0,1,1
DENWR013,NWE,2008,8,7,N/A,79,11.3,20,0,1,26,26.0,26,0,3,30,10.0,13,0,0,0
SDGWR019,SDG,2008,8,1,N/A,21,21.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR006,SFO,2008,8,4,N/A,49,12.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR005,NYJ,2008,8,9,N/A,102,11.3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR004,KAN,2008,8,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR014,CLE,2008,8,2,N/A,64,32.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR007,JAC,2008,8,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR024,KAN,2008,8,5,N/A,42,8.4,13,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR002,ATL,2008,8,8,N/A,113,14.1,55,2,0,0,0,0,0,0,0,0,0,0,0,0
STLWR007,BAL,2008,8,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR026,JAC,2008,8,8,N/A,117,14.6,35,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR012,NOR,2008,8,2,N/A,56,28.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR023,PHI,2008,8,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR008,PHI,2008,8,3,N/A,72,24.0,30,0,0,0,N/A,0,0,3,-5,-1.7,5,0,0,0
PITWR001,PIT,2008,8,3,N/A,28,9.3,12,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
BUFWR003,BUF,2008,8,2,N/A,19,9.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR017,WAS,2008,8,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR016,STL,2008,8,6,N/A,163,27.2,69,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ARIWR015,ARI,2008,8,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR008,ATL,2008,8,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR001,MIA,2008,8,2,N/A,13,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR018,OAK,2008,8,3,N/A,76,25.3,60,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR022,STL,2008,8,2,N/A,41,20.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR014,TEN,2008,8,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR014,MIA,2008,8,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR020,NYJ,2008,8,3,N/A,43,14.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR018,IND,2008,8,4,N/A,27,6.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR032,KAN,2008,8,6,N/A,102,17.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR017,MIA,2008,8,7,N/A,175,25.0,64,0,3,37,12.3,26,0,0,0,N/A,0,0,1,0
DETWR005,DET,2008,8,4,N/A,57,14.3,31,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
CARWR007,CAR,2008,8,2,N/A,25,12.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR009,NYG,2008,8,3,N/A,45,15.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR007,CLE,2008,8,1,N/A,53,53.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR031,ARI,2008,8,9,N/A,91,10.1,21,0,0,0,N/A,0,0,2,0,0.0,3,0,0,0
OAKWR018,OAK,2008,8,2,N/A,16,8.0,9,0,6,109,18.2,25,0,3,5,1.7,4,0,0,0
NYJWR019,SFO,2008,8,3,N/A,38,12.7,33,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR036,SEA,2008,8,1,N/A,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR007,DAL,2008,8,1,N/A,13,13.0,13,0,0,0,N/A,0,0,1,5,5.0,5,0,0,0
CINWR002,NYJ,2008,8,7,N/A,64,9.1,15,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
STLWR016,STL,2008,8,4,N/A,47,11.8,19,0,4,78,19.5,41,0,0,0,N/A,0,0,0,0
DETWR014,JAC,2008,8,5,N/A,49,9.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,NYG,2008,8,3,N/A,15,5.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR009,ATL,2008,8,3,N/A,20,6.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR013,SEA,2008,8,4,N/A,31,7.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2008,8,9,N/A,140,15.6,50,1,0,0,N/A,0,0,1,80,80.0,80,1,0,0
CARWR023,CAR,2008,8,5,N/A,117,23.4,65,2,0,0,0,0,0,0,0,0,0,0,0,0
NORWR017,NOR,2008,8,3,N/A,34,11.3,20,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
NWEWR013,CIN,2008,8,5,N/A,44,8.8,14,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2008,8,3,N/A,29,9.7,14,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR029,STL,2008,8,3,N/A,28,9.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR012,PIT,2008,8,3,N/A,30,10.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR024,IND,2008,8,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR026,SEA,2008,8,3,N/A,40,13.3,21,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR013,CAR,2008,8,5,N/A,38,7.6,11,0,0,0,0,0,0,0,0,0,0,0,1,0
WASWR016,TAM,2008,8,3,N/A,38,12.7,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR008,NYG,2008,8,2,N/A,39,19.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR007,DAL,2008,8,5,N/A,33,6.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,NWE,2008,8,7,N/A,102,14.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR010,WAS,2008,8,1,N/A,29,29.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR020,BAL,2008,8,1,N/A,3,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR010,TAM,2008,8,3,N/A,23,7.7,13,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NYJWR022,TEN,2008,8,2,N/A,30,15.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR015,SDG,2008,8,5,N/A,47,9.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR016,HOU,2008,8,5,N/A,70,14.0,39,2,0,0,0,0,0,0,0,0,0,0,0,0
KANWR033,ARI,2008,8,4,N/A,51,12.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR008,CIN,2008,8,8,N/A,54,6.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR001,TEN,2008,8,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR003,DET,2008,8,5,N/A,68,13.6,25,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ARIWR019,ARI,2008,8,7,N/A,115,16.4,30,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR003,DAL,2008,8,2,N/A,10,5.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,ATL,2008,8,3,N/A,50,16.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR014,TAM,2008,8,3,N/A,23,7.7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR010,BUF,2008,8,7,N/A,116,16.6,33,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR032,JAC,2008,8,3,N/A,42,14.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR016,PHI,2008,8,3,N/A,45,15.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR009,SFO,2008,8,3,N/A,26,8.7,12,0,0,0,N/A,0,0,1,15,15.0,15,0,0,0
MIAWR002,NWE,2008,8,1,N/A,17,17.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR016,ARI,2008,8,9,N/A,63,7.0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR010,OAK,2008,8,1,N/A,23,23.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR019,CLE,2008,8,3,N/A,13,4.3,5,1,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR004,BUF,2008,8,2,N/A,19,9.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR012,OAK,2008,8,2,N/A,28,14.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR006,WAS,2008,8,3,N/A,47,15.7,31,0,0,0,N/A,0,0,4,12,3.0,9,0,0,0
HOUWR015,SFO,2008,8,3,N/A,30,10.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR006,HOU,2008,8,11,N/A,143,13.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR003,OAK,2008,8,2,N/A,13,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR002,TAM,2008,8,6,N/A,45,7.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR015,HOU,2008,8,0,0,0,0,0,0,3,58,19.3,30,0,1,73,73.0,73,1,0,0
WASWR003,IND,2008,8,0,0,0,0,0,0,6,150,25.0,32,0,1,5,5.0,5,0,0,0
CINWR018,CIN,2008,8,0,0,0,0,0,0,4,82,20.5,30,0,0,0,N/A,0,0,0,0
CINWR015,CIN,2008,8,0,0,0,0,0,0,0,0,N/A,0,0,1,15,15.0,15,0,0,0
TENWR012,CAR,2008,8,0,0,0,0,0,0,3,86,28.7,32,0,0,0,N/A,0,0,0,0
NYJWR010,CLE,2008,8,0,0,0,0,0,0,3,78,26.0,38,0,1,5,5.0,5,0,0,0
DALWR009,DAL,2008,8,0,0,0,0,0,0,2,38,19.0,20,0,0,0,N/A,0,0,0,0
KANWR024,KAN,2008,9,4,N/A,65,16.3,56,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR014,MIA,2008,9,11,N/A,111,10.1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR010,PIT,2008,9,2,N/A,59,29.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR004,PIT,2008,9,3,N/A,30,10.0,16,1,0,0,N/A,0,0,4,30,7.5,17,0,0,0
DETWR021,CHI,2008,9,5,N/A,64,12.8,24,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR012,NYG,2008,9,1,N/A,2,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR002,DEN,2008,9,2,N/A,27,13.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
