# Receiving,Kickoff Returns,Punt Returns,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,KR,Yds,Avg,Long,TD,PR,Yds,Avg,Long,TD,Fum,FumL
HOUWR020,BAL,2005,7,2,N/A,38,19.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR007,PHI,2005,7,7,N/A,53,7.6,12,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR021,NYG,2005,7,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR022,SEA,2005,7,6,N/A,54,9.0,15,0,0,0,0,0,0,0,0,0,0,0,1,0
DALWR007,DAL,2005,7,1,N/A,19,19.0,19,0,0,0,N/A,0,0,5,17,3.4,10,0,0,0
PITWR012,PIT,2005,7,3,N/A,35,11.7,18,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR009,NOR,2005,7,6,N/A,100,16.7,34,1,5,100,20.0,29,0,5,45,9.0,15,0,0,0
KANWR010,KAN,2005,7,2,N/A,24,12.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR008,NYG,2005,7,8,N/A,62,7.8,11,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR011,DEN,2005,7,3,N/A,51,17.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR025,NYJ,2005,7,4,N/A,37,9.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR021,SFO,2005,7,2,N/A,19,9.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR009,DAL,2005,7,4,N/A,28,7.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR008,BUF,2005,7,4,N/A,36,9.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR006,DAL,2005,7,4,N/A,35,8.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR024,IND,2005,7,7,N/A,65,9.3,18,1,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR013,CHI,2005,7,3,N/A,39,13.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR010,IND,2005,7,1,N/A,24,24.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,OAK,2005,7,3,N/A,43,14.3,22,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR022,NYJ,2005,7,2,N/A,46,23.0,35,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
KANWR015,MIA,2005,7,2,N/A,88,44.0,77,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR011,GNB,2005,7,2,N/A,52,26.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR013,CIN,2005,7,4,N/A,94,23.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR008,CIN,2005,7,7,N/A,75,10.7,25,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2005,7,8,N/A,114,14.3,40,1,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR004,BUF,2005,7,4,N/A,31,7.8,13,1,1,9,9.0,9,0,0,0,N/A,0,0,0,0
MIAWR002,HOU,2005,7,4,N/A,25,6.3,8,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR010,DEN,2005,7,5,N/A,64,12.8,26,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2005,7,9,N/A,89,9.9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR019,NOR,2005,7,4,N/A,53,13.3,18,1,0,0,0,0,0,0,0,0,0,0,1,1
STLWR015,MIN,2005,7,3,N/A,36,12.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR004,SEA,2005,7,1,N/A,3,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2005,7,5,N/A,112,22.4,43,1,0,0,N/A,0,0,1,6,6.0,6,0,0,0
JACWR001,OAK,2005,7,4,N/A,43,10.8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,NYG,2005,7,6,N/A,84,14.0,23,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR013,MIN,2005,7,2,N/A,9,4.5,6,0,5,147,29.4,72,0,0,0,N/A,0,0,0,0
CINWR002,NYJ,2005,7,9,N/A,96,10.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR003,STL,2005,7,4,N/A,43,10.8,21,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR016,KAN,2005,7,3,N/A,39,13.0,17,0,3,65,21.7,40,0,5,19,3.8,12,0,0,0
TAMWR019,BUF,2005,7,0,0,0,0,0,0,0,0,N/A,0,0,1,10,10.0,10,0,0,0
STLWR004,NYG,2005,7,0,0,0,0,0,0,4,124,31.0,36,0,0,0,N/A,0,0,0,0
HOUWR011,HOU,2005,7,0,0,0,0,0,0,7,266,38.0,89,1,0,0,N/A,0,0,0,0
NYJWR010,CLE,2005,7,0,0,0,0,0,0,4,152,38.0,90,1,0,0,N/A,0,0,0,0
KANWR018,CHI,2005,7,0,0,0,0,0,0,0,0,N/A,0,0,3,34,11.3,17,0,0,0
CINWR004,CIN,2005,7,0,0,0,0,0,0,6,115,19.2,28,0,0,0,N/A,0,0,0,0
DETWR014,CLE,2005,7,0,0,0,0,0,0,0,0,N/A,0,0,3,27,9.0,10,0,0,0
DETWR025,IND,2005,7,0,0,0,0,0,0,0,0,N/A,0,0,1,9,9.0,9,0,0,0
WASWR010,WAS,2005,7,0,0,0,0,0,0,0,0,N/A,0,0,4,50,12.5,18,0,0,0
DENWR023,PIT,2005,7,0,0,0,0,0,0,2,31,15.5,19,0,0,0,N/A,0,0,0,0
ARIWR011,ARI,2005,7,0,0,0,0,0,0,3,88,29.3,40,0,4,10,2.5,5,0,0,0
WASWR006,PIT,2005,7,0,0,0,0,0,0,0,0,N/A,0,0,3,20,6.7,9,0,0,0
SDGWR016,SDG,2005,7,0,0,0,0,0,0,0,0,N/A,0,0,2,6,3.0,5,0,0,0
SFOWR016,ARI,2005,8,3,N/A,69,23.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR003,STL,2005,8,2,N/A,41,20.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR016,STL,2005,8,3,N/A,105,35.0,83,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR008,MIN,2005,8,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR017,TEN,2005,8,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR017,SFO,2005,8,2,N/A,18,9.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR018,CHI,2005,8,0,N/A,0,N/A,0,0,0,0,N/A,0,0,2,0,0.0,4,0,1,0
KANWR008,KAN,2005,8,7,N/A,58,8.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR015,GNB,2005,8,8,N/A,97,12.1,19,0,0,0,N/A,0,0,4,39,9.8,18,0,0,0
HOUWR016,CIN,2005,8,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR001,CHI,2005,8,2,N/A,47,23.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR010,WAS,2005,8,1,N/A,24,24.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR007,NWE,2005,8,3,N/A,92,30.7,37,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR002,CLE,2005,8,4,N/A,98,24.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR006,PIT,2005,8,3,N/A,31,10.3,14,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
WASWR005,SDG,2005,8,1,N/A,16,16.0,16,0,0,0,0,0,0,0,0,0,0,0,1,1
INDWR001,CAR,2005,8,2,N/A,18,9.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR013,KAN,2005,8,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR015,ARI,2005,8,2,N/A,14,7.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR015,DEN,2005,8,3,N/A,25,8.3,10,0,1,19,19.0,19,0,3,5,1.7,7,0,0,0
BALWR005,BAL,2005,8,1,N/A,21,21.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR016,SDG,2005,8,4,N/A,63,15.8,21,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR007,PHI,2005,8,1,N/A,15,15.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR018,HOU,2005,8,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR018,TEN,2005,8,7,N/A,83,11.9,31,1,2,45,22.5,24,0,0,0,N/A,0,0,0,0
TAMWR019,BUF,2005,8,1,N/A,17,17.0,17,0,0,0,N/A,0,0,3,33,11.0,16,0,0,0
KANWR024,CHI,2005,8,5,N/A,88,17.6,54,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR003,PHI,2005,8,2,N/A,44,22.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR014,CIN,2005,8,2,N/A,22,11.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR011,HOU,2005,8,1,N/A,34,34.0,34,1,5,177,35.4,63,0,0,0,N/A,0,0,0,0
HOUWR010,DET,2005,8,1,N/A,11,11.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR009,DEN,2005,8,5,N/A,59,11.8,44,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR011,SFO,2005,8,0,N/A,0,N/A,0,0,0,0,N/A,0,0,4,18,4.5,10,0,1,0
WASWR020,TEN,2005,8,3,N/A,25,8.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR026,JAC,2005,8,4,N/A,38,9.5,15,1,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR010,DET,2005,8,3,N/A,27,9.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR014,TAM,2005,8,4,N/A,30,7.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR010,BUF,2005,8,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR019,ARI,2005,8,4,N/A,36,9.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR009,TAM,2005,8,1,N/A,3,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR017,NOR,2005,8,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR036,CAR,2005,8,2,N/A,32,16.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0
JACWR007,MIN,2005,8,1,N/A,36,36.0,36,0,3,56,18.7,24,0,0,0,N/A,0,0,0,0
SEAWR014,CLE,2005,8,2,N/A,32,16.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR009,DET,2005,8,5,N/A,61,12.2,27,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR013,MIA,2005,8,3,N/A,17,5.7,8,0,4,67,16.8,23,0,1,11,11.0,11,0,0,0
HOUWR001,NWE,2005,8,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR013,NWE,2005,8,7,N/A,58,8.3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR010,WAS,2005,8,1,N/A,28,28.0,28,0,0,0,N/A,0,0,1,8,8.0,8,0,0,0
HOUWR020,BAL,2005,8,7,N/A,91,13.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR010,TAM,2005,8,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR007,PHI,2005,8,3,N/A,154,51.3,91,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR006,MIN,2005,8,4,N/A,77,19.3,45,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR021,NYG,2005,8,1,N/A,19,19.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR019,NWE,2005,8,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR012,PIT,2005,8,8,N/A,75,9.4,15,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR001,BAL,2005,8,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,OAK,2005,8,3,N/A,26,8.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR019,NOR,2005,8,7,N/A,99,14.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR010,KAN,2005,8,7,N/A,115,16.4,33,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR016,TAM,2005,8,8,N/A,149,18.6,78,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR021,SFO,2005,8,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR014,JAC,2005,8,2,N/A,27,13.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR012,SDG,2005,8,5,N/A,73,14.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR011,DEN,2005,8,5,N/A,76,15.2,32,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR009,DAL,2005,8,6,N/A,54,9.0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR008,NYG,2005,8,2,N/A,43,21.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR006,DAL,2005,8,3,N/A,65,21.7,32,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR013,CHI,2005,8,4,N/A,49,12.3,23,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR008,BUF,2005,8,9,N/A,125,13.9,55,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR011,HOU,2005,8,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR011,WAS,2005,8,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2005,8,11,N/A,201,18.3,69,1,0,0,N/A,0,0,2,20,10.0,11,0,0,0
KANWR015,MIA,2005,8,4,N/A,25,6.3,12,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR013,CIN,2005,8,5,N/A,62,12.4,38,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR023,PIT,2005,8,2,N/A,35,17.5,23,0,1,59,59.0,59,0,0,0,N/A,0,0,0,0
OAKWR013,OAK,2005,8,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR011,ARI,2005,8,0,N/A,0,N/A,0,0,7,127,18.1,28,0,3,59,19.7,32,0,1,0
BUFWR004,BUF,2005,8,2,N/A,19,9.5,10,0,2,42,21.0,24,0,0,0,N/A,0,0,0,0
MIAWR002,HOU,2005,8,5,N/A,64,12.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR010,DEN,2005,8,3,N/A,81,27.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR019,NOR,2005,8,3,N/A,52,17.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2005,8,4,N/A,34,8.5,15,0,0,0,N/A,0,0,1,5,5.0,5,0,1,1
OAKWR008,CIN,2005,8,5,N/A,77,15.4,21,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2005,8,5,N/A,76,15.2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR007,DAL,2005,8,1,N/A,5,5.0,5,0,0,0,N/A,0,0,3,25,8.3,11,0,0,0
MIAWR005,MIA,2005,8,1,N/A,54,54.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR023,CAR,2005,8,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,NYG,2005,8,4,N/A,42,10.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR005,MIA,2005,8,3,N/A,40,13.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR015,MIN,2005,8,2,N/A,17,8.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR016,KAN,2005,8,2,N/A,16,8.0,11,0,4,101,25.3,53,0,3,54,18.0,52,0,0,0
STLWR003,STL,2005,8,3,N/A,23,7.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR001,OAK,2005,8,6,N/A,123,20.5,44,2,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR013,STL,2005,8,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
STLWR004,NYG,2005,8,0,0,0,0,0,0,1,24,24.0,24,0,0,0,N/A,0,0,0,0
TENWR012,TAM,2005,8,0,0,0,0,0,0,2,46,23.0,24,0,5,29,5.8,12,0,0,0
CINWR004,CIN,2005,8,0,0,0,0,0,0,2,55,27.5,36,0,0,0,N/A,0,0,0,0
NWEWR016,OAK,2005,8,0,0,0,0,0,0,1,21,21.0,21,0,0,0,N/A,0,0,0,0
NYJWR010,CLE,2005,8,0,0,0,0,0,0,4,102,25.5,29,0,0,0,N/A,0,0,0,0
ARIWR005,PIT,2005,8,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
DETWR014,CLE,2005,8,0,0,0,0,0,0,0,0,N/A,0,0,2,21,10.5,18,0,0,0
SFOWR005,MIA,2005,8,0,0,0,0,0,0,0,6,N/A,6,0,0,0,N/A,N/A,0,0,0
GNBWR013,MIN,2005,8,0,0,0,0,0,0,4,80,20.0,27,0,0,0,N/A,0,0,0,0
KANWR002,DET,2005,8,0,0,0,0,0,0,5,96,19.2,34,0,3,6,2.0,5,0,0,0
MINWR016,NWE,2005,8,0,0,0,0,0,0,3,69,23.0,31,0,1,11,11.0,11,0,0,0
BALWR005,BAL,2005,9,1,N/A,2,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR017,SFO,2005,9,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR013,PHI,2005,9,3,N/A,60,20.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR018,CHI,2005,9,1,N/A,8,8.0,8,0,0,0,N/A,0,0,4,35,8.8,15,0,0,0
DETWR008,MIN,2005,9,2,N/A,16,8.0,15,1,0,0,N/A,0,0,1,4,4.0,4,0,0,0
TENWR001,CHI,2005,9,4,N/A,28,7.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR015,GNB,2005,9,4,N/A,43,10.8,18,0,0,0,N/A,0,0,4,66,16.5,36,0,0,0
HOUWR016,CIN,2005,9,1,N/A,33,33.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR009,SFO,2005,9,2,N/A,17,8.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR016,OAK,2005,9,3,N/A,37,12.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR015,ARI,2005,9,6,N/A,66,11.0,21,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR006,HOU,2005,9,9,N/A,91,10.1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR005,SDG,2005,9,5,N/A,43,8.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR021,NYG,2005,9,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR002,HOU,2005,9,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR006,PIT,2005,9,0,N/A,0,N/A,0,0,0,0,N/A,0,0,3,13,4.3,10,0,0,0
INDWR001,CAR,2005,9,1,N/A,62,62.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR001,NOR,2005,9,1,N/A,42,42.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR013,NWE,2005,9,4,N/A,64,16.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR007,NWE,2005,9,5,N/A,58,11.6,17,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR008,KAN,2005,9,4,N/A,25,6.3,12,0,2,20,10.0,11,0,0,0,N/A,0,0,0,0
MINWR007,PHI,2005,9,5,N/A,57,11.4,19,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2005,9,1,N/A,18,18.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR003,PHI,2005,9,5,N/A,94,18.8,56,1,0,0,0,0,0,0,0,0,0,0,1,0
ATLWR002,ATL,2005,9,3,N/A,50,16.7,20,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR026,JAC,2005,9,3,N/A,21,7.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR018,TEN,2005,9,1,N/A,29,29.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR014,CIN,2005,9,3,N/A,17,5.7,11,1,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR004,ARI,2005,9,3,N/A,25,8.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR004,CIN,2005,9,1,N/A,8,8.0,8,1,3,61,20.3,29,0,0,0,N/A,0,0,1,0
WASWR020,TEN,2005,9,5,N/A,61,12.2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR010,DET,2005,9,4,N/A,43,10.8,14,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR007,MIN,2005,9,3,N/A,26,8.7,12,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR014,TAM,2005,9,2,N/A,22,11.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR019,ARI,2005,9,8,N/A,102,12.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR033,SEA,2005,9,1,N/A,46,46.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR018,HOU,2005,9,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR036,CAR,2005,9,1,N/A,18,18.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR013,MIA,2005,9,1,N/A,6,6.0,6,0,3,56,18.7,22,0,1,0,0.0,0,0,1,0
SEAWR014,CLE,2005,9,1,N/A,2,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR009,DET,2005,9,9,N/A,109,12.1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR008,ARI,2005,9,2,N/A,22,11.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR019,NOR,2005,9,3,N/A,37,12.3,16,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR002,CLE,2005,9,3,N/A,79,26.3,49,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR010,WAS,2005,9,0,N/A,0,N/A,0,0,0,0,N/A,0,0,2,0,0.0,0,0,1,0
HOUWR020,BAL,2005,9,5,N/A,60,12.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR010,TAM,2005,9,4,N/A,28,7.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR019,NOR,2005,9,2,N/A,27,13.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR008,CIN,2005,9,5,N/A,61,12.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,OAK,2005,9,1,N/A,7,7.0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR009,NOR,2005,9,1,N/A,10,10.0,10,0,0,0,N/A,0,0,1,7,7.0,7,0,0,0
CLEWR022,SEA,2005,9,4,N/A,31,7.8,19,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR001,BAL,2005,9,1,N/A,19,19.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR010,KAN,2005,9,5,N/A,60,12.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR008,NYG,2005,9,3,N/A,38,12.7,23,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR021,SFO,2005,9,1,N/A,24,24.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR015,NWE,2005,9,5,N/A,57,11.4,19,1,0,0,0,0,0,0,0,0,0,0,0,0
JACWR014,JAC,2005,9,4,N/A,52,13.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR012,SDG,2005,9,2,N/A,25,12.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR016,TAM,2005,9,5,N/A,83,16.6,50,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR025,NYJ,2005,9,3,N/A,39,13.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR024,IND,2005,9,9,N/A,128,14.2,48,2,0,0,0,0,0,0,0,0,0,0,0,0
KANWR026,SEA,2005,9,3,N/A,28,9.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR013,CHI,2005,9,3,N/A,85,28.3,33,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR012,PIT,2005,9,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR006,MIN,2005,9,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR023,PIT,2005,9,0,N/A,0,N/A,0,0,3,59,19.7,22,0,0,0,N/A,0,0,1,0
INDWR013,IND,2005,9,9,N/A,124,13.8,29,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2005,9,7,N/A,79,11.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR013,MIN,2005,9,1,N/A,5,5.0,5,0,3,101,33.7,49,0,0,0,N/A,0,0,0,0
DETWR011,HOU,2005,9,5,N/A,71,14.2,31,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR015,MIA,2005,9,3,N/A,40,13.3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR007,PIT,2005,9,1,N/A,10,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR022,NYJ,2005,9,1,N/A,17,17.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2005,9,5,N/A,106,21.2,35,1,0,0,N/A,0,0,2,41,20.5,28,0,0,0
STLWR016,KAN,2005,9,3,N/A,24,8.0,19,0,4,63,15.8,21,0,5,32,6.4,18,0,0,0
NWEWR013,CIN,2005,9,5,N/A,91,18.2,48,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2005,9,5,N/A,64,12.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR005,MIA,2005,9,2,N/A,15,7.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR002,NYJ,2005,9,6,N/A,64,10.7,19,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR009,ATL,2005,9,8,N/A,92,11.5,24,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR010,IND,2005,9,4,N/A,34,8.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR001,OAK,2005,9,7,N/A,68,9.7,21,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,NYG,2005,9,5,N/A,79,15.8,50,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR014,CLE,2005,9,3,N/A,80,26.7,58,1,0,0,N/A,0,0,2,6,3.0,5,0,0,0
STLWR015,MIN,2005,9,4,N/A,27,6.8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR012,TAM,2005,9,0,0,0,0,0,0,0,0,N/A,0,0,3,45,15.0,18,0,0,0
PITWR005,NYJ,2005,9,0,0,0,0,0,0,0,0,N/A,0,0,1,15,15.0,15,0,0,0
TENWR019,GNB,2005,9,0,0,0,0,0,0,1,18,18.0,18,0,0,0,N/A,0,0,0,0
