# Rushing,Receiving,Fumbles
# PID,TID,Season,Week,Att,Yds,Y/A,Lng,TD,Rec,Tgt,Yds,Y/R,Lng,TD,Fum,FumL
WASRB006,WAS,2006,6,14,58,4.1,15,2,5,N/A,17,3.4,14,0,0,0
SFORB009,PHI,2006,6,16,72,4.5,13,0,3,N/A,3,1.0,8,0,0,0
INDRB022,PIT,2006,6,12,78,6.5,48,1,0,N/A,0,N/A,0,0,0,0
CHIRB007,CHI,2006,6,1,-2,-2.0,-2,0,1,N/A,1,1.0,1,0,0,0
STLRB019,STL,2006,6,1,1,1.0,1,0,1,N/A,4,4.0,4,0,0,0
ATLRB023,PIT,2006,6,5,21,4.2,5,0,2,N/A,12,6.0,6,0,0,0
SFORB003,CAR,2006,6,26,58,2.2,12,0,2,N/A,12,6.0,9,0,1,1
CARRB004,CAR,2006,6,1,1,1.0,1,0,2,N/A,33,16.5,22,0,0,0
DENRB001,TEN,2006,6,32,178,5.6,23,1,2,N/A,3,1.5,4,0,0,0
DENRB016,OAK,2006,6,23,60,2.6,13,0,2,N/A,16,8.0,16,0,1,1
BUFRB006,BUF,2006,6,1,3,3.0,3,0,0,N/A,0,N/A,0,0,0,0
NYJRB017,NYJ,2006,6,13,45,3.5,6,0,3,N/A,3,1.0,5,0,1,0
DETRB013,CIN,2006,6,17,52,3.1,13,0,0,N/A,0,N/A,0,0,1,0
CINRB007,CIN,2006,6,0,0,N/A,0,0,4,N/A,18,4.5,8,0,0,0
DENRB011,PHI,2006,6,1,5,5.0,5,0,1,N/A,10,10.0,10,0,0,0
DETRB027,SFO,2006,6,0,0,N/A,0,0,1,N/A,2,2.0,2,1,0,0
BALRB003,SDG,2006,6,5,15,3.0,5,0,2,N/A,3,1.5,4,0,0,0
INDRB013,MIN,2006,7,0,0,N/A,0,0,1,N/A,5,5.0,5,0,0,0
NYJRB001,SDG,2006,7,15,66,4.4,19,0,6,N/A,72,12.0,37,1,1,1
MINRB007,PHI,2006,7,0,0,N/A,0,0,2,N/A,15,7.5,12,1,0,0
ATLRB019,SDG,2006,7,4,18,4.5,6,0,0,N/A,0,N/A,0,0,0,0
OAKRB017,OAK,2006,7,2,7,3.5,6,1,1,N/A,9,9.0,9,0,0,0
SDGRB010,MIA,2006,7,15,59,3.9,15,0,5,N/A,63,12.6,18,0,0,0
PITRB005,PIT,2006,7,20,47,2.4,16,0,0,N/A,0,N/A,0,0,1,1
GNBRB010,GNB,2006,7,0,0,N/A,0,0,2,N/A,13,6.5,9,0,0,0
DETRB024,DEN,2006,7,24,115,4.8,17,1,3,N/A,11,3.7,9,0,0,0
MIARB002,KAN,2006,7,28,132,4.7,22,2,2,N/A,29,14.5,15,0,0,0
CLERB005,BUF,2006,7,20,59,3.0,8,0,2,N/A,61,30.5,56,0,0,0
OAKRB014,OAK,2006,7,23,66,2.9,14,0,0,N/A,0,N/A,0,0,1,0
SEARB010,ATL,2006,7,0,0,N/A,0,0,2,N/A,16,8.0,16,0,0,0
CHIRB009,DET,2006,7,15,86,5.7,24,0,6,N/A,57,9.5,26,1,0,0
CINRB003,CIN,2006,7,2,4,2.0,5,0,3,N/A,26,8.7,12,0,0,0
NORRB009,DAL,2006,7,13,30,2.3,7,0,1,N/A,25,25.0,25,0,0,0
STLRB012,TAM,2006,7,23,82,3.6,12,0,2,N/A,11,5.5,7,0,0,0
DETRB006,DET,2006,7,3,10,3.3,7,0,1,N/A,18,18.0,18,0,1,0
JACRB002,JAC,2006,7,8,10,1.3,3,1,7,N/A,58,8.3,19,0,0,0
INDRB005,IND,2006,7,11,85,7.7,21,0,1,N/A,20,20.0,20,0,0,0
STLRB014,ATL,2006,7,8,64,8.0,36,0,1,N/A,5,5.0,5,0,0,0
TENRB015,NYJ,2006,7,20,129,6.5,23,2,1,N/A,8,8.0,8,0,0,0
CLERB004,DEN,2006,7,10,25,2.5,17,0,0,N/A,0,N/A,0,0,0,0
HOURB015,HOU,2006,7,19,93,4.9,29,1,4,N/A,15,3.8,5,0,0,0
DENRB021,NWE,2006,7,8,29,3.6,14,0,1,N/A,1,1.0,1,0,0,0
STLRB020,HOU,2006,7,10,27,2.7,8,0,3,N/A,15,5.0,7,0,0,0
GNBRB016,GNB,2006,7,7,12,1.7,3,0,0,N/A,0,N/A,0,0,0,0
ARIRB015,ARI,2006,7,0,0,N/A,0,0,2,N/A,8,4.0,9,0,0,0
CHIRB004,DAL,2006,7,6,29,4.8,22,0,1,N/A,17,17.0,17,0,0,0
SFORB011,NYG,2006,7,10,40,4.0,9,1,0,N/A,0,N/A,0,0,0,0
JACRB005,JAC,2006,7,0,0,N/A,0,0,1,N/A,1,1.0,1,0,0,0
GNBRB017,GNB,2006,7,2,5,2.5,5,0,0,N/A,0,N/A,0,0,0,0
ARIRB005,MIN,2006,7,26,169,6.5,95,1,4,N/A,19,4.8,11,0,0,0
INDRB022,PIT,2006,7,1,-1,-1.0,-1,0,0,N/A,0,N/A,0,0,0,0
ARIRB006,ARI,2006,7,1,3,3.0,3,0,1,N/A,7,7.0,7,0,0,0
WASRB008,WAS,2006,7,0,0,N/A,0,0,2,N/A,5,2.5,4,0,0,0
DENRB012,TAM,2006,7,3,14,4.7,10,0,2,N/A,23,11.5,15,0,0,0
SEARB004,ARI,2006,7,13,34,2.6,9,0,1,N/A,4,4.0,4,0,0,0
NWERB010,NWE,2006,7,1,-3,-3.0,-3,0,1,N/A,11,11.0,11,0,0,0
DALRB021,MIA,2006,7,1,5,5.0,5,0,1,N/A,44,44.0,44,0,1,0
NYGRB016,CLE,2006,7,12,33,2.8,7,0,4,N/A,27,6.8,13,0,1,1
HOURB003,GNB,2006,7,18,118,6.6,70,1,0,N/A,0,N/A,0,0,0,0
NWERB005,JAC,2006,7,16,84,5.3,32,0,1,N/A,19,19.0,19,0,1,1
TAMRB009,OAK,2006,7,8,44,5.5,16,0,3,N/A,20,6.7,8,0,1,1
SEARB012,SEA,2006,7,1,3,3.0,3,0,3,N/A,16,5.3,6,0,0,0
TAMRB010,TAM,2006,7,0,0,N/A,0,0,2,N/A,0,0.0,0,0,0,0
ATLRB015,ATL,2006,7,26,69,2.7,9,1,0,N/A,0,N/A,0,0,0,0
NYGRB011,NYG,2006,7,27,114,4.2,18,0,4,N/A,32,8.0,12,0,1,1
NWERB001,NWE,2006,7,14,47,3.4,17,2,0,N/A,0,N/A,0,0,0,0
CARRB012,CAR,2006,7,0,0,N/A,0,0,2,N/A,20,10.0,11,0,0,0
BUFRB006,BUF,2006,7,1,2,2.0,2,0,0,N/A,0,N/A,0,0,0,0
WASRB006,WAS,2006,7,12,43,3.6,34,0,4,N/A,21,5.3,11,0,0,0
SFORB003,CAR,2006,7,14,59,4.2,15,0,2,N/A,20,10.0,14,0,0,0
DETRB007,SEA,2006,7,17,49,2.9,27,0,2,N/A,9,4.5,5,0,0,0
NORRB006,WAS,2006,7,10,52,5.2,19,0,5,N/A,41,8.2,19,0,0,0
BALRB003,SDG,2006,7,1,10,10.0,10,0,0,N/A,0,N/A,0,0,0,0
SFORB009,PHI,2006,7,13,101,7.8,23,0,7,N/A,113,16.1,52,1,0,0
OAKRB001,IND,2006,7,13,26,2.0,11,0,1,N/A,6,6.0,6,0,0,0
CARRB004,CAR,2006,7,2,1,0.5,1,0,1,N/A,20,20.0,20,1,0,0
DETRB013,CIN,2006,7,26,101,3.9,21,0,1,N/A,4,4.0,4,0,0,0
NYJRB017,NYJ,2006,7,12,49,4.1,8,1,0,N/A,0,N/A,0,0,0,0
DENRB011,PHI,2006,7,8,31,3.9,11,0,0,N/A,0,N/A,0,0,0,0
HOURB024,HOU,2006,7,0,0,N/A,0,0,3,N/A,24,8.0,9,0,0,0
ARIRB002,ARI,2006,7,1,-1,-1.0,-1,0,0,N/A,0,N/A,0,0,0,0
CINRB007,CIN,2006,7,1,1,1.0,1,0,0,N/A,0,N/A,0,0,0,0
ATLRB023,PIT,2006,7,1,11,11.0,11,0,1,N/A,2,2.0,2,0,0,0
ATLRB019,SDG,2006,8,5,28,5.6,14,1,0,N/A,0,N/A,0,0,0,0
INDRB013,MIN,2006,8,2,9,4.5,9,0,4,N/A,91,22.8,50,0,0,0
NORRB009,DAL,2006,8,24,92,3.8,14,1,0,N/A,0,N/A,0,0,0,0
DETRB024,DEN,2006,8,13,27,2.1,7,0,0,N/A,0,N/A,0,0,0,0
STLRB015,NOR,2006,8,0,0,N/A,0,0,1,N/A,9,9.0,9,0,0,0
GNBRB010,GNB,2006,8,0,0,N/A,0,0,4,N/A,31,7.8,20,0,0,0
SEARB016,SEA,2006,8,0,0,N/A,0,0,1,N/A,11,11.0,11,0,0,0
PITRB005,PIT,2006,8,22,83,3.8,39,0,2,N/A,28,14.0,25,1,0,0
OAKRB017,OAK,2006,8,1,-2,-2.0,-2,0,0,N/A,0,N/A,0,0,0,0
CINRB003,CIN,2006,8,2,11,5.5,7,0,2,N/A,12,6.0,11,0,0,0
ATLRB025,STL,2006,8,18,84,4.7,12,1,3,N/A,55,18.3,28,0,0,0
MIARB002,KAN,2006,8,39,155,4.0,38,3,2,N/A,26,13.0,17,1,0,0
CHIRB007,CHI,2006,8,1,0,0.0,0,0,3,N/A,37,12.3,26,0,0,0
STLRB019,STL,2006,8,1,-1,-1.0,-1,0,5,N/A,30,6.0,10,0,0,0
BALRB016,BAL,2006,8,3,5,1.7,3,0,2,N/A,6,3.0,5,0,0,0
OAKRB014,OAK,2006,8,18,55,3.1,9,0,0,N/A,0,N/A,0,0,0,0
HOURB007,DEN,2006,8,2,39,19.5,28,0,1,N/A,3,3.0,3,0,0,0
SEARB010,ATL,2006,8,0,0,N/A,0,0,2,N/A,14,7.0,8,1,0,0
ATLRB001,MIN,2006,8,2,5,2.5,4,0,0,N/A,0,N/A,0,0,0,0
MINRB008,SFO,2006,8,0,0,N/A,0,0,0,N/A,0,N/A,0,0,1,1
GNBRB011,CHI,2006,8,8,26,3.3,11,1,1,N/A,3,3.0,3,0,0,0
JACRB002,JAC,2006,8,21,77,3.7,13,0,3,N/A,20,6.7,10,0,1,1
TENRB009,TEN,2006,8,7,35,5.0,19,0,0,N/A,0,N/A,0,0,0,0
INDRB005,IND,2006,8,17,93,5.5,12,0,5,N/A,37,7.4,17,0,0,0
STLRB014,ATL,2006,8,9,31,3.4,10,0,2,N/A,39,19.5,32,0,0,0
SEARB011,SFO,2006,8,1,-4,-4.0,-4,0,2,N/A,7,3.5,4,0,0,0
CLERB004,DEN,2006,8,15,136,9.1,48,2,1,N/A,7,7.0,7,0,0,0
HOURB015,HOU,2006,8,18,116,6.4,35,0,5,N/A,33,6.6,12,0,0,0
TENRB015,NYJ,2006,8,15,51,3.4,11,0,0,N/A,0,N/A,0,0,1,1
DENRB021,NWE,2006,8,8,34,4.3,22,0,2,N/A,33,16.5,20,0,0,0
DETRB014,NOR,2006,8,5,16,3.2,11,0,4,N/A,5,1.3,5,0,0,0
SFORB005,SFO,2006,8,12,111,9.3,53,0,2,N/A,9,4.5,6,0,1,0
ARIRB015,ARI,2006,8,0,0,N/A,0,0,0,N/A,0,N/A,0,0,1,0
STLRB012,TAM,2006,8,8,20,2.5,16,0,5,N/A,34,6.8,14,0,0,0
GNBRB016,GNB,2006,8,11,101,9.2,36,0,0,N/A,0,N/A,0,0,0,0
CHIRB004,DAL,2006,8,9,49,5.4,14,2,1,N/A,7,7.0,7,0,0,0
GNBRB017,GNB,2006,8,2,12,6.0,6,0,0,N/A,0,N/A,0,0,0,0
TENRB014,JAC,2006,8,1,0,0.0,0,0,0,N/A,0,N/A,0,0,0,0
SFORB011,NYG,2006,8,7,41,5.9,16,1,0,N/A,0,N/A,0,0,0,0
ARIRB005,MIN,2006,8,10,22,2.2,6,0,3,N/A,27,9.0,20,0,1,0
CHIRB012,CHI,2006,8,1,10,10.0,10,0,1,N/A,8,8.0,8,0,0,0
CLERB009,BAL,2006,8,31,109,3.5,17,0,0,N/A,0,N/A,0,0,1,1
NYGRB008,NYG,2006,8,0,0,N/A,0,0,1,N/A,8,8.0,8,0,0,0
NWERB010,NWE,2006,8,1,11,11.0,11,0,2,N/A,12,6.0,6,0,0,0
KANRB011,CHI,2006,8,23,111,4.8,12,1,4,N/A,23,5.8,7,0,0,0
HOURB023,HOU,2006,8,5,16,3.2,9,0,2,N/A,17,8.5,12,0,0,0
ATLRB003,NOR,2006,8,1,2,2.0,2,0,1,N/A,5,5.0,5,0,0,0
DETRB011,CLE,2006,8,1,3,3.0,3,0,0,N/A,0,N/A,0,0,0,0
NYGRB016,CLE,2006,8,33,125,3.8,11,1,2,N/A,7,3.5,5,0,0,0
SEARB004,ARI,2006,8,24,84,3.5,9,1,3,N/A,25,8.3,12,0,0,0
DENRB012,TAM,2006,8,2,2,1.0,1,0,5,N/A,38,7.6,14,0,0,0
STLRB010,STL,2006,8,2,18,9.0,14,0,0,N/A,0,N/A,0,0,1,1
NYJRB008,MIN,2006,8,0,0,N/A,0,0,2,N/A,9,4.5,8,0,0,0
TAMRB009,OAK,2006,8,3,7,2.3,7,0,1,N/A,3,3.0,3,0,0,0
ATLRB015,ATL,2006,8,20,57,2.9,9,0,2,N/A,16,8.0,11,0,0,0
NWERB001,NWE,2006,8,3,5,1.7,15,0,1,N/A,27,27.0,27,0,0,0
HOURB003,GNB,2006,8,21,106,5.0,14,2,2,N/A,27,13.5,14,0,0,0
NWERB005,JAC,2006,8,15,103,6.9,16,1,1,N/A,2,2.0,2,0,0,0
NYGRB011,NYG,2006,8,26,68,2.6,22,0,3,N/A,20,6.7,10,0,0,0
CARRB012,CAR,2006,8,0,0,N/A,0,0,0,N/A,0,N/A,0,0,1,1
ARIRB021,PIT,2006,8,0,0,N/A,0,0,2,N/A,20,10.0,11,0,0,0
OAKRB001,IND,2006,8,3,0,0.0,4,0,3,N/A,43,14.3,27,0,0,0
CARRB004,CAR,2006,8,1,2,2.0,2,0,2,N/A,9,4.5,5,0,0,0
CINRB007,CIN,2006,8,1,3,3.0,3,0,0,N/A,0,N/A,0,0,0,0
SFORB003,CAR,2006,8,15,50,3.3,9,1,4,N/A,31,7.8,11,0,0,0
DETRB007,SEA,2006,8,12,25,2.1,6,0,0,N/A,0,N/A,0,0,0,0
ATLRB023,PIT,2006,8,0,0,N/A,0,0,2,N/A,15,7.5,11,0,0,0
INDRB022,PIT,2006,8,4,1,0.3,4,0,0,N/A,0,N/A,0,0,0,0
SFORB009,PHI,2006,8,13,38,2.9,6,0,8,N/A,68,8.5,26,0,0,0
HOURB024,HOU,2006,8,1,3,3.0,3,0,3,N/A,20,6.7,10,0,0,0
DENRB011,PHI,2006,8,2,10,5.0,6,0,3,N/A,5,1.7,7,0,0,0
OAKRB005,KAN,2006,8,10,38,3.8,11,0,0,N/A,0,N/A,0,0,0,0
NORRB015,NOR,2006,8,5,11,2.2,7,0,2,N/A,8,4.0,9,0,0,0
NYJRB001,SDG,2006,8,25,183,7.3,51,2,3,N/A,57,19.0,26,1,0,0
DENRB016,OAK,2006,8,7,21,3.0,7,0,0,N/A,0,N/A,0,0,0,0
DENRB001,TEN,2006,8,15,29,1.9,6,0,0,N/A,0,N/A,0,0,0,0
DETRB013,CIN,2006,8,12,46,3.8,13,1,2,N/A,8,4.0,5,0,0,0
NORRB003,NWE,2006,8,1,35,35.0,35,0,0,N/A,0,N/A,0,0,1,0
NYJRB017,NYJ,2006,8,5,16,3.2,5,0,1,N/A,8,8.0,8,0,0,0
SEARB012,SEA,2006,8,2,4,2.0,3,0,1,N/A,8,8.0,8,0,0,0
ATLRB019,SDG,2006,9,2,21,10.5,21,0,0,N/A,0,N/A,0,0,0,0
DENRB003,DEN,2006,9,3,9,3.0,5,0,0,N/A,0,N/A,0,0,0,0
INDRB013,MIN,2006,9,1,-1,-1.0,-1,0,1,N/A,4,4.0,4,0,0,0
STLRB015,NOR,2006,9,2,5,2.5,3,0,0,N/A,0,N/A,0,0,0,0
OAKRB017,OAK,2006,9,0,0,N/A,0,0,2,N/A,17,8.5,10,0,0,0
SDGRB010,MIA,2006,9,29,157,5.4,27,0,2,N/A,33,16.5,24,0,0,0
TAMRB021,TAM,2006,9,2,12,6.0,8,0,0,N/A,0,N/A,0,0,0,0
PITRB005,PIT,2006,9,14,70,5.0,20,1,7,N/A,67,9.6,15,1,1,0
NORRB009,DAL,2006,9,20,73,3.7,10,0,0,N/A,0,N/A,0,0,0,0
CHIRB009,DET,2006,9,26,110,4.2,35,2,4,N/A,30,7.5,18,0,0,0
CINRB010,CIN,2006,9,2,9,4.5,6,0,0,N/A,0,N/A,0,0,0,0
ATLRB001,MIN,2006,9,3,29,9.7,16,0,0,N/A,0,N/A,0,0,0,0
OAKRB014,OAK,2006,9,1,-2,-2.0,-2,0,0,N/A,0,N/A,0,0,0,0
SEARB010,ATL,2006,9,0,0,N/A,0,0,1,N/A,5,5.0,5,0,0,0
ATLRB024,BAL,2006,9,0,0,N/A,0,0,1,N/A,3,3.0,3,0,0,0
CINRB003,CIN,2006,9,1,1,1.0,1,0,0,N/A,0,N/A,0,0,2,1
ATLRB025,STL,2006,9,19,86,4.5,22,1,13,N/A,133,10.2,20,0,2,1
HOURB007,DEN,2006,9,0,0,N/A,0,0,1,N/A,7,7.0,7,0,0,0
GNBRB011,CHI,2006,9,8,34,4.3,10,0,0,N/A,0,N/A,0,0,0,0
STLRB012,TAM,2006,9,12,39,3.3,16,0,1,N/A,5,5.0,5,0,0,0
SEARB011,SFO,2006,9,3,3,1.0,2,0,1,N/A,5,5.0,5,0,0,0
STLRB014,ATL,2006,9,5,34,6.8,11,0,1,N/A,5,5.0,5,0,0,0
JACRB002,JAC,2006,9,8,56,7.0,40,0,2,N/A,29,14.5,25,0,0,0
DETRB023,CLE,2006,9,2,13,6.5,11,0,0,N/A,0,N/A,0,0,1,0
HOURB015,HOU,2006,9,20,43,2.2,8,0,3,N/A,16,5.3,13,0,0,0
TENRB005,TEN,2006,9,2,2,1.0,2,0,0,N/A,0,N/A,0,0,0,0
DALRB011,DAL,2006,9,0,0,N/A,0,0,1,N/A,4,4.0,4,0,0,0
CLERB004,DEN,2006,9,17,28,1.6,4,0,5,N/A,40,8.0,24,0,0,0
TENRB009,TEN,2006,9,7,25,3.6,7,0,2,N/A,1,0.5,4,0,0,0
INDRB005,IND,2006,9,18,43,2.4,14,1,0,N/A,0,N/A,0,0,0,0
SFORB011,NYG,2006,9,7,19,2.7,9,0,1,N/A,21,21.0,21,0,0,0
CHIRB004,DAL,2006,9,7,45,6.4,10,0,2,N/A,28,14.0,24,0,0,0
SFORB005,SFO,2006,9,19,41,2.2,11,0,5,N/A,36,7.2,12,0,0,0
TENRB014,JAC,2006,9,3,9,3.0,4,0,0,N/A,0,N/A,0,0,0,0
GNBRB017,GNB,2006,9,5,25,5.0,10,0,7,N/A,57,8.1,12,0,0,0
DENRB021,NWE,2006,9,13,63,4.8,17,0,1,N/A,-1,-1.0,-1,0,0,0
DETRB014,NOR,2006,9,11,-5,-0.5,3,0,4,N/A,22,5.5,9,0,0,0
JACRB009,JAC,2006,9,3,5,1.7,3,0,0,N/A,0,N/A,0,0,0,0
BALRB016,BAL,2006,9,3,46,15.3,30,0,0,N/A,0,N/A,0,0,0,0
MIARB002,KAN,2006,9,27,172,6.4,45,1,0,N/A,0,N/A,0,0,0,0
WASRB008,WAS,2006,9,3,12,4.0,5,0,2,N/A,9,4.5,9,0,0,0
DENRB012,TAM,2006,9,1,3,3.0,3,0,6,N/A,27,4.5,12,0,0,0
HOURB003,GNB,2006,9,23,122,5.3,20,0,1,N/A,8,8.0,8,0,0,0
NWERB010,NWE,2006,9,4,24,6.0,10,0,5,N/A,31,6.2,14,0,0,0
CLERB009,BAL,2006,9,24,72,3.0,10,1,3,N/A,15,5.0,7,0,0,0
NYGRB016,CLE,2006,9,19,36,1.9,8,0,1,N/A,0,0.0,0,0,0,0
HOURB023,HOU,2006,9,0,0,N/A,0,0,1,N/A,5,5.0,5,0,0,0
KANRB011,CHI,2006,9,20,69,3.5,11,0,4,N/A,24,6.0,9,0,0,0
NWERB005,JAC,2006,9,13,79,6.1,18,0,0,N/A,0,N/A,0,0,0,0
BUFRB001,BUF,2006,9,0,0,N/A,0,0,2,N/A,17,8.5,14,0,0,0
TAMRB009,OAK,2006,9,1,4,4.0,4,0,1,N/A,6,6.0,6,0,0,0
GNBRB001,GNB,2006,9,0,0,N/A,0,0,1,N/A,11,11.0,11,0,0,0
SEARB012,SEA,2006,9,6,20,3.3,7,0,4,N/A,16,4.0,7,0,0,0
NYJRB008,MIN,2006,9,1,2,2.0,2,0,3,N/A,33,11.0,14,0,0,0
STLRB010,STL,2006,9,6,18,3.0,10,0,2,N/A,15,7.5,9,0,0,0
NYGRB011,NYG,2006,9,17,115,6.8,16,1,3,N/A,40,13.3,20,0,0,0
NWERB001,NWE,2006,9,13,48,3.7,10,2,1,N/A,5,5.0,5,0,1,1
ATLRB015,ATL,2006,9,11,51,4.6,30,1,3,N/A,20,6.7,10,0,0,0
DETRB011,CLE,2006,9,0,0,N/A,0,0,1,N/A,0,0.0,0,0,0,0
DALRB021,MIA,2006,9,1,3,3.0,3,0,1,N/A,-2,-2.0,-2,0,0,0
NORRB006,WAS,2006,9,3,8,2.7,8,0,3,N/A,30,10.0,21,0,0,0
DETRB007,SEA,2006,9,30,138,4.6,29,0,0,N/A,0,N/A,0,0,0,0
WASRB006,WAS,2006,9,23,84,3.7,38,1,1,N/A,9,9.0,9,0,0,0
INDRB022,PIT,2006,9,2,17,8.5,9,0,5,N/A,57,11.4,19,0,0,0
CHIRB012,CHI,2006,9,0,0,N/A,0,0,0,N/A,0,N/A,0,0,1,0
CLERB005,BUF,2006,9,4,15,3.8,9,0,0,N/A,0,N/A,0,0,0,0
CHIRB007,CHI,2006,9,0,0,N/A,0,0,1,N/A,5,5.0,5,0,0,0
ARIRB005,MIN,2006,9,26,96,3.7,11,0,8,N/A,45,5.6,13,0,0,0
OAKRB001,IND,2006,9,4,13,3.3,7,0,0,N/A,0,N/A,0,0,0,0
HOURB024,HOU,2006,9,1,14,14.0,14,0,1,N/A,3,3.0,3,0,1,1
NORRB015,NOR,2006,9,15,32,2.1,7,1,2,N/A,12,6.0,10,0,0,0
NYJRB001,SDG,2006,9,18,172,9.6,41,3,3,N/A,20,6.7,7,0,0,0
BALRB010,BAL,2006,9,4,9,2.3,5,0,0,N/A,0,N/A,0,0,0,0
OAKRB005,KAN,2006,9,4,14,3.5,4,0,0,N/A,0,N/A,0,0,0,0
BUFRB006,BUF,2006,9,20,95,4.8,14,1,1,N/A,6,6.0,6,0,0,0
DETRB013,CIN,2006,9,18,78,4.3,17,1,1,N/A,2,2.0,2,0,0,0
DENRB001,TEN,2006,9,19,67,3.5,16,0,0,N/A,0,N/A,0,0,0,0
DENRB016,OAK,2006,9,9,63,7.0,32,0,1,N/A,10,10.0,10,0,0,0
BALRB003,SDG,2006,9,0,0,N/A,0,0,1,N/A,21,21.0,21,0,0,0
SDGRB010,MIA,2006,10,25,89,3.6,12,1,1,N/A,-3,-3.0,-3,0,1,1
INDRB013,MIN,2006,10,3,15,5.0,15,0,5,N/A,57,11.4,27,0,1,0
NORRB009,DAL,2006,10,15,45,3.0,11,0,0,N/A,0,N/A,0,0,0,0
DETRB024,DEN,2006,10,14,37,2.6,9,0,1,N/A,-2,-2.0,-2,0,0,0
CHIRB009,DET,2006,10,13,44,3.4,13,0,9,N/A,71,7.9,23,0,1,1
ATLRB019,SDG,2006,10,1,1,1.0,1,0,0,N/A,0,N/A,0,0,0,0
STLRB015,NOR,2006,10,1,1,1.0,1,0,2,N/A,8,4.0,4,0,0,0
PITRB005,PIT,2006,10,22,213,9.7,76,2,2,N/A,12,6.0,13,0,0,0
BUFRB009,BUF,2006,10,1,0,0.0,0,0,0,N/A,0,N/A,0,0,0,0
OAKRB017,OAK,2006,10,0,0,N/A,0,0,2,N/A,10,5.0,5,0,0,0
HOURB018,NYG,2006,10,0,0,N/A,0,0,0,N/A,0,N/A,0,0,1,0
CINRB003,CIN,2006,10,4,31,7.8,18,0,3,N/A,-1,-0.3,4,0,0,0
ATLRB025,STL,2006,10,18,93,5.2,30,1,6,N/A,40,6.7,12,0,0,0
BALRB016,BAL,2006,10,0,0,N/A,0,0,1,N/A,5,5.0,5,0,0,0
MIARB002,KAN,2006,10,18,75,4.2,14,1,2,N/A,14,7.0,13,0,0,0
CHIRB007,CHI,2006,10,0,0,N/A,0,0,1,N/A,7,7.0,7,0,0,0
ARIRB005,MIN,2006,10,20,75,3.8,11,0,2,N/A,20,10.0,15,0,1,0
TAMRB001,NYJ,2006,10,0,0,N/A,0,0,2,N/A,9,4.5,7,0,0,0
OAKRB014,OAK,2006,10,8,-6,-0.8,3,0,1,N/A,21,21.0,21,0,0,0
HOURB007,DEN,2006,10,2,6,3.0,6,0,1,N/A,9,9.0,9,0,0,0
ATLRB024,BAL,2006,10,0,0,N/A,0,0,3,N/A,44,14.7,30,1,0,0
CINRB010,CIN,2006,10,3,9,3.0,6,1,0,N/A,0,N/A,0,0,0,0
MINRB008,SFO,2006,10,9,20,2.2,5,0,2,N/A,18,9.0,12,0,0,0
DENRB005,DEN,2006,10,0,0,N/A,0,0,2,N/A,5,2.5,4,1,0,0
INDRB005,IND,2006,10,13,78,6.0,16,1,7,N/A,46,6.6,13,0,0,0
CARRB003,CAR,2006,10,7,19,2.7,15,0,1,N/A,11,11.0,11,0,0,0
DENRB021,NWE,2006,10,12,37,3.1,10,0,0,N/A,0,N/A,0,0,0,0
DETRB014,NOR,2006,10,10,49,4.9,15,1,7,N/A,40,5.7,13,0,1,1
TENRB009,TEN,2006,10,0,0,N/A,0,0,1,N/A,8,8.0,8,0,0,0
JACRB002,JAC,2006,10,3,11,3.7,6,1,4,N/A,56,14.0,21,0,0,0
HOURB015,HOU,2006,10,16,34,2.1,7,1,1,N/A,9,9.0,9,0,0,0
TENRB015,NYJ,2006,10,9,35,3.9,8,0,2,N/A,1,0.5,2,0,0,0
SEARB011,SFO,2006,10,5,4,0.8,7,0,0,N/A,0,N/A,0,0,0,0
DALRB016,DAL,2006,10,4,9,2.3,7,0,0,N/A,0,N/A,0,0,0,0
STLRB020,HOU,2006,10,17,67,3.9,13,0,1,N/A,6,6.0,6,0,1,0
SFORB005,SFO,2006,10,22,159,7.2,61,1,2,N/A,14,7.0,7,0,0,0
ARIRB015,ARI,2006,10,1,0,0.0,0,0,1,N/A,4,4.0,4,0,0,0
STLRB012,TAM,2006,10,15,44,2.9,11,0,0,N/A,0,N/A,0,0,1,1
GNBRB011,CHI,2006,10,6,7,1.2,7,0,1,N/A,-1,-1.0,-1,0,0,0
CHIRB004,DAL,2006,10,13,65,5.0,12,1,1,N/A,8,8.0,8,0,0,0
SFORB011,NYG,2006,10,2,9,4.5,8,2,0,N/A,0,N/A,0,0,0,0
NYGRB003,STL,2006,10,0,0,N/A,0,0,1,N/A,7,7.0,7,0,0,0
GNBRB017,GNB,2006,10,2,-6,-3.0,-2,0,2,N/A,11,5.5,6,1,0,0
DENRB008,DEN,2006,10,4,14,3.5,7,0,0,N/A,0,N/A,0,0,0,0
TENRB005,TEN,2006,10,1,3,3.0,3,0,1,N/A,9,9.0,9,0,0,0
INDRB022,PIT,2006,10,2,3,1.5,2,0,1,N/A,4,4.0,4,0,0,0
NWERB010,NWE,2006,10,0,0,N/A,0,0,3,N/A,23,7.7,14,0,0,0
SEARB004,ARI,2006,10,15,68,4.5,13,0,2,N/A,11,5.5,7,0,1,1
WASRB008,WAS,2006,10,0,0,N/A,0,0,2,N/A,18,9.0,13,0,0,0
DENRB012,TAM,2006,10,0,0,N/A,0,0,1,N/A,0,0.0,0,0,0,0
CLERB009,BAL,2006,10,16,45,2.8,15,0,1,N/A,5,5.0,5,0,0,0
