# Rushing,Receiving,Fumbles
# PID,TID,Season,Week,Att,Yds,Y/A,Lng,TD,Rec,Tgt,Yds,Y/R,Lng,TD,Fum,FumL
STLRB012,TAM,2006,3,19,48,2.5,11,1,2,N/A,16,8.0,9,0,0,0
INDRB013,MIN,2006,3,3,23,7.7,10,0,3,N/A,18,6.0,10,0,0,0
DETRB024,DEN,2006,3,27,123,4.6,21,0,2,N/A,19,9.5,11,0,0,0
BALRB016,BAL,2006,3,3,8,2.7,4,0,2,N/A,12,6.0,8,0,0,0
CLERB005,BUF,2006,3,26,150,5.8,32,0,2,N/A,3,1.5,6,0,0,0
BUFRB003,MIA,2006,3,0,0,N/A,0,0,2,N/A,9,4.5,5,0,0,0
MIARB017,MIA,2006,3,2,7,3.5,5,0,0,N/A,0,N/A,0,0,0,0
SEARB010,ATL,2006,3,3,16,5.3,10,0,2,N/A,15,7.5,11,0,1,0
CHIRB009,DET,2006,3,17,81,4.8,15,1,5,N/A,44,8.8,13,0,0,0
ATLRB025,STL,2006,3,24,62,2.6,15,0,3,N/A,59,19.7,26,0,0,0
HOURB007,DEN,2006,3,0,0,N/A,0,0,1,N/A,3,3.0,3,0,0,0
HOURB009,PHI,2006,3,2,16,8.0,8,0,0,N/A,0,N/A,0,0,0,0
SFORB011,NYG,2006,3,1,9,9.0,9,0,1,N/A,9,9.0,9,0,0,0
STLRB014,ATL,2006,3,1,0,0.0,0,0,0,N/A,0,N/A,0,0,0,0
DETRB006,DET,2006,3,0,5,N/A,5,0,1,N/A,2,2.0,2,0,0,0
JACRB002,JAC,2006,3,13,103,7.9,26,0,4,N/A,32,8.0,12,1,0,0
SEARB011,SFO,2006,3,5,29,5.8,13,2,2,N/A,3,1.5,6,0,0,0
TENRB015,NYJ,2006,3,7,25,3.6,7,0,2,N/A,52,26.0,47,0,0,0
CLERB004,DEN,2006,3,4,12,3.0,7,0,0,N/A,0,N/A,0,0,0,0
DALRB017,CLE,2006,3,0,0,N/A,0,0,1,N/A,29,29.0,29,0,0,0
DETRB023,CLE,2006,3,2,1,0.5,2,0,1,N/A,2,2.0,2,0,0,0
TENRB009,TEN,2006,3,1,2,2.0,2,0,1,N/A,2,2.0,2,0,0,0
INDRB005,IND,2006,3,3,15,5.0,9,0,3,N/A,13,4.3,6,0,0,0
GNBRB017,GNB,2006,3,0,0,N/A,0,0,2,N/A,25,12.5,16,0,1,1
NYJRB009,NYJ,2006,3,2,10,5.0,5,1,0,N/A,0,N/A,0,0,0,0
TENRB014,JAC,2006,3,0,0,N/A,0,0,1,N/A,5,5.0,5,0,0,0
STLRB020,HOU,2006,3,1,0,0.0,0,0,0,N/A,0,N/A,0,0,0,0
DETRB014,NOR,2006,3,13,53,4.1,13,0,4,N/A,19,4.8,9,0,0,0
CARRB003,CAR,2006,3,4,-1,-0.3,3,0,0,N/A,0,N/A,0,0,0,0
DENRB021,NWE,2006,3,12,18,1.5,5,0,5,N/A,61,12.2,31,0,0,0
STLRB019,STL,2006,3,1,2,2.0,2,0,2,N/A,8,4.0,6,0,0,0
ARIRB005,MIN,2006,3,20,74,3.7,24,0,3,N/A,15,5.0,5,0,0,0
SEARB004,ARI,2006,3,24,94,3.9,10,1,1,N/A,5,5.0,5,0,0,0
WASRB008,WAS,2006,3,0,0,N/A,0,0,3,N/A,9,3.0,5,0,0,0
DENRB012,TAM,2006,3,1,3,3.0,3,0,2,N/A,25,12.5,16,0,1,1
NWERB010,NWE,2006,3,1,6,6.0,6,0,6,N/A,34,5.7,8,0,0,0
DETRB002,DET,2006,3,0,0,N/A,0,0,2,N/A,46,23.0,37,1,0,0
HOURB023,HOU,2006,3,14,58,4.1,11,0,1,N/A,13,13.0,13,0,0,0
KANRB011,CHI,2006,3,18,54,3.0,17,0,3,N/A,11,3.7,8,0,0,0
CLERB009,BAL,2006,3,21,86,4.1,21,0,0,N/A,0,N/A,0,0,1,0
HOURB003,GNB,2006,3,22,63,2.9,8,0,8,N/A,68,8.5,20,1,1,1
NWERB005,JAC,2006,3,21,74,3.5,12,0,1,N/A,-1,-1.0,-1,0,0,0
NYJRB008,MIN,2006,3,0,0,N/A,0,0,1,N/A,7,7.0,7,0,0,0
DETRB001,DET,2006,3,0,0,N/A,0,0,2,N/A,7,3.5,6,0,0,0
GNBRB001,GNB,2006,3,0,0,N/A,0,0,1,N/A,13,13.0,13,0,0,0
TAMRB010,TAM,2006,3,3,12,4.0,10,0,2,N/A,-3,-1.5,-1,0,0,0
STLRB010,STL,2006,3,0,0,N/A,0,0,1,N/A,4,4.0,4,0,0,0
NYGRB011,NYG,2006,3,14,64,4.6,14,0,4,N/A,14,3.5,7,0,0,0
NWERB001,NWE,2006,3,5,16,3.2,10,0,0,N/A,0,N/A,0,0,0,0
ATLRB015,ATL,2006,3,13,44,3.4,13,0,2,N/A,2,1.0,1,0,0,0
WASRB016,SEA,2006,3,20,47,2.4,12,1,2,N/A,12,6.0,8,0,0,0
CARRB012,CAR,2006,3,1,4,4.0,4,0,2,N/A,19,9.5,13,0,0,0
WASRB006,WAS,2006,3,16,86,5.4,30,2,2,N/A,78,39.0,74,0,0,0
SFORB003,CAR,2006,3,20,82,4.1,16,0,3,N/A,7,2.3,5,0,1,1
OAKRB001,IND,2006,3,14,48,3.4,17,0,0,N/A,0,N/A,0,0,0,0
DETRB007,SEA,2006,3,15,18,1.2,4,0,0,N/A,0,N/A,0,0,0,0
NORRB006,WAS,2006,3,16,124,7.8,26,1,3,N/A,27,9.0,14,0,0,0
OAKRB010,WAS,2006,3,5,15,3.0,9,0,0,N/A,0,N/A,0,0,1,1
ATLRB023,PIT,2006,3,5,24,4.8,8,0,5,N/A,33,6.6,16,0,1,1
SFORB009,PHI,2006,3,8,117,14.6,71,2,4,N/A,47,11.8,27,1,0,0
ARIRB002,ARI,2006,3,0,0,N/A,0,0,1,N/A,3,3.0,3,0,0,0
CINRB007,CIN,2006,3,3,35,11.7,18,0,1,N/A,9,9.0,9,0,0,0
DENRB001,TEN,2006,3,21,60,2.9,11,0,2,N/A,10,5.0,8,0,0,0
BUFRB006,BUF,2006,3,1,1,1.0,1,0,0,N/A,0,N/A,0,0,0,0
NORRB015,NOR,2006,3,19,81,4.3,22,0,4,N/A,13,3.3,7,0,0,0
NYJRB017,NYJ,2006,3,12,31,2.6,8,1,0,N/A,0,N/A,0,0,0,0
NORRB003,NWE,2006,3,1,3,3.0,3,0,0,N/A,0,N/A,0,0,0,0
DENRB011,PHI,2006,3,5,16,3.2,5,0,2,N/A,25,12.5,26,0,0,0
DETRB013,CIN,2006,3,19,47,2.5,8,0,2,N/A,10,5.0,5,0,0,0
SEARB012,SEA,2006,3,5,33,6.6,17,0,1,N/A,3,3.0,3,0,0,0
MINRB008,SFO,2006,4,0,0,N/A,0,0,1,N/A,2,2.0,2,0,1,1
GNBRB010,GNB,2006,4,0,0,N/A,0,0,2,N/A,9,4.5,7,0,0,0
CINRB008,CIN,2006,4,2,2,1.0,5,0,0,N/A,0,N/A,0,0,0,0
MINRB007,PHI,2006,4,1,4,4.0,4,0,1,N/A,1,1.0,1,0,0,0
ARIRB009,CLE,2006,4,2,9,4.5,8,0,0,N/A,0,N/A,0,0,0,0
SDGRB010,MIA,2006,4,12,49,4.1,19,0,8,N/A,62,7.8,14,0,0,0
SFORB005,SFO,2006,4,14,65,4.6,14,0,2,N/A,14,7.0,9,0,1,1
ARIRB015,ARI,2006,4,1,-2,-2.0,-2,0,0,N/A,0,N/A,0,0,0,0
GNBRB011,CHI,2006,4,11,37,3.4,19,0,0,N/A,0,N/A,0,0,0,0
STLRB015,NOR,2006,4,0,0,N/A,0,0,1,N/A,0,0.0,0,0,0,0
ATLRB019,SDG,2006,4,7,46,6.6,19,0,0,N/A,0,N/A,0,0,0,0
SEARB010,ATL,2006,4,0,0,N/A,0,0,1,N/A,-2,-2.0,-2,0,0,0
CINRB010,CIN,2006,4,0,0,N/A,0,0,1,N/A,6,6.0,6,0,0,0
MIARB017,MIA,2006,4,1,7,7.0,7,0,0,N/A,0,N/A,0,0,0,0
OAKRB014,OAK,2006,4,3,54,18.0,48,0,0,N/A,0,N/A,0,0,0,0
PHIRB006,PHI,2006,4,0,0,N/A,0,0,3,N/A,19,6.3,8,0,0,0
ATLRB025,STL,2006,4,22,81,3.7,27,1,6,N/A,65,10.8,22,0,0,0
INDRB013,MIN,2006,4,2,17,8.5,9,0,2,N/A,21,10.5,12,0,0,0
NORRB009,DAL,2006,4,23,122,5.3,26,1,0,N/A,0,N/A,0,0,0,0
CHIRB009,DET,2006,4,19,93,4.9,35,2,5,N/A,4,0.8,8,0,0,0
GNBRB016,GNB,2006,4,26,99,3.8,10,0,6,N/A,19,3.2,9,0,0,0
HOURB009,PHI,2006,4,7,22,3.1,8,0,0,N/A,0,N/A,0,0,0,0
TENRB009,TEN,2006,4,9,39,4.3,8,0,0,N/A,0,N/A,0,0,0,0
INDRB005,IND,2006,4,20,84,4.2,10,1,3,N/A,15,5.0,6,0,0,0
CARRB003,CAR,2006,4,8,62,7.8,31,0,1,N/A,9,9.0,9,0,0,0
DENRB021,NWE,2006,4,15,125,8.3,41,2,1,N/A,15,15.0,15,0,0,0
JACRB002,JAC,2006,4,3,3,1.0,2,0,3,N/A,53,17.7,51,1,0,0
STLRB014,ATL,2006,4,6,106,17.7,78,1,0,N/A,0,N/A,0,0,0,0
DETRB023,CLE,2006,4,3,-3,-1.0,3,0,1,N/A,12,12.0,12,0,0,0
TENRB015,NYJ,2006,4,9,33,3.7,7,0,1,N/A,8,8.0,8,0,0,0
SEARB011,SFO,2006,4,4,13,3.3,4,0,0,N/A,0,N/A,0,0,0,0
DETRB014,NOR,2006,4,11,22,2.0,5,0,4,N/A,48,12.0,32,0,1,1
SEARB013,SEA,2006,4,3,8,2.7,3,0,0,N/A,0,N/A,0,0,0,0
NYJRB009,NYJ,2006,4,12,49,4.1,13,0,1,N/A,5,5.0,5,0,0,0
TENRB014,JAC,2006,4,0,0,N/A,0,0,0,N/A,0,N/A,0,0,1,1
CHIRB004,DAL,2006,4,9,55,6.1,16,1,1,N/A,18,18.0,18,0,0,0
GNBRB017,GNB,2006,4,1,0,0.0,0,0,0,N/A,0,N/A,0,0,0,0
NYGRB003,STL,2006,4,0,0,N/A,0,0,1,N/A,1,1.0,1,0,0,0
STLRB020,HOU,2006,4,6,9,1.5,3,0,1,N/A,4,4.0,4,0,0,0
KANRB008,KAN,2006,4,4,15,3.8,7,0,0,N/A,0,N/A,0,0,0,0
DALRB009,DAL,2006,4,5,18,3.6,7,1,0,N/A,0,N/A,0,0,0,0
HOURB017,TEN,2006,4,12,33,2.8,8,0,0,N/A,0,N/A,0,0,1,0
TAMRB001,NYJ,2006,4,1,5,5.0,5,0,0,N/A,0,N/A,0,0,0,0
NYGRB016,CLE,2006,4,25,100,4.0,10,0,2,N/A,24,12.0,15,0,1,1
HOURB023,HOU,2006,4,22,58,2.6,12,0,3,N/A,11,3.7,7,0,1,0
KANRB011,CHI,2006,4,24,98,4.1,29,2,2,N/A,9,4.5,8,0,0,0
CLERB009,BAL,2006,4,15,34,2.3,6,0,0,N/A,0,N/A,0,0,0,0
DETRB011,CLE,2006,4,0,0,N/A,0,0,3,N/A,9,3.0,7,0,0,0
BALRB010,BAL,2006,4,1,0,0.0,0,0,0,N/A,0,N/A,0,0,0,0
NYJRB001,SDG,2006,4,26,98,3.8,29,0,1,N/A,7,7.0,7,0,0,0
CARRB012,CAR,2006,4,2,3,1.5,3,0,0,N/A,0,N/A,0,0,0,0
ATLRB003,NOR,2006,4,0,0,N/A,0,0,3,N/A,15,5.0,9,0,0,0
DETRB002,DET,2006,4,1,0,0.0,0,0,2,N/A,30,15.0,21,0,0,0
NWERB010,NWE,2006,4,1,1,1.0,1,0,1,N/A,18,18.0,18,0,0,0
ATLRB015,ATL,2006,4,19,55,2.9,10,0,1,N/A,10,10.0,10,0,0,0
STLRB010,STL,2006,4,4,26,6.5,12,0,0,N/A,0,N/A,0,0,0,0
NYJRB008,MIN,2006,4,0,0,N/A,0,0,2,N/A,31,15.5,25,0,0,0
SEARB012,SEA,2006,4,4,15,3.8,5,0,2,N/A,14,7.0,8,0,0,0
NWERB001,NWE,2006,4,17,67,3.9,12,1,0,N/A,0,N/A,0,0,0,0
BUFRB001,BUF,2006,4,0,0,N/A,0,0,1,N/A,6,6.0,6,0,0,0
SEARB004,ARI,2006,4,20,41,2.1,8,0,5,N/A,31,6.2,11,0,0,0
WASRB008,WAS,2006,4,0,0,N/A,0,0,1,N/A,6,6.0,6,0,0,0
NWERB005,JAC,2006,4,7,16,2.3,6,0,1,N/A,7,7.0,7,0,0,0
NORRB015,NOR,2006,4,11,39,3.5,6,1,1,N/A,8,8.0,8,0,0,0
DENRB016,OAK,2006,4,20,128,6.4,59,1,2,N/A,13,6.5,10,0,0,0
ARIRB005,MIN,2006,4,10,23,2.3,11,0,3,N/A,14,4.7,10,0,0,0
NORRB006,WAS,2006,4,11,37,3.4,9,0,1,N/A,4,4.0,4,0,0,0
DETRB007,SEA,2006,4,11,35,3.2,15,0,1,N/A,2,2.0,2,0,0,0
WASRB006,WAS,2006,4,27,112,4.1,15,1,2,N/A,28,14.0,23,0,0,0
STLRB019,STL,2006,4,0,0,N/A,0,0,2,N/A,12,6.0,9,0,0,0
CHIRB007,CHI,2006,4,1,1,1.0,1,0,3,N/A,12,4.0,9,0,0,0
BALRB016,BAL,2006,4,2,14,7.0,9,0,1,N/A,1,1.0,1,0,0,0
MIARB002,KAN,2006,4,30,101,3.4,28,2,4,N/A,41,10.3,27,0,0,0
CLERB005,BUF,2006,4,28,78,2.8,18,1,1,N/A,4,4.0,4,0,1,0
SFORB003,CAR,2006,4,16,105,6.6,43,1,1,N/A,6,6.0,6,0,0,0
OAKRB001,IND,2006,4,15,75,5.0,16,1,0,N/A,0,N/A,0,0,0,0
DETRB013,CIN,2006,4,14,65,4.6,13,1,3,N/A,26,8.7,18,0,0,0
NORRB003,NWE,2006,4,5,12,2.4,3,0,0,N/A,0,N/A,0,0,0,0
NYJRB017,NYJ,2006,4,13,35,2.7,8,2,0,N/A,0,N/A,0,0,0,0
DETRB027,SFO,2006,4,0,0,N/A,0,0,1,N/A,-7,-7.0,-7,0,0,0
DENRB011,PHI,2006,4,11,49,4.5,16,0,2,N/A,39,19.5,28,0,1,1
CINRB007,CIN,2006,4,1,4,4.0,4,0,1,N/A,16,16.0,16,0,0,0
KANRB005,KAN,2006,4,2,8,4.0,7,0,0,N/A,0,N/A,0,0,0,0
HOURB024,HOU,2006,4,0,0,N/A,0,0,1,N/A,6,6.0,6,0,0,0
BALRB003,SDG,2006,4,5,13,2.6,4,0,1,N/A,18,18.0,18,0,1,0
ATLRB019,SDG,2006,5,11,56,5.1,23,0,0,N/A,0,N/A,0,0,0,0
INDRB013,MIN,2006,5,0,0,N/A,0,0,5,N/A,38,7.6,18,0,2,1
NORRB009,DAL,2006,5,26,100,3.8,11,0,1,N/A,22,22.0,22,0,0,0
MINRB007,PHI,2006,5,1,0,0.0,0,0,1,N/A,-1,-1.0,-1,0,0,0
PITRB005,PIT,2006,5,14,57,4.1,15,1,3,N/A,26,8.7,15,0,0,0
GNBRB011,CHI,2006,5,14,48,3.4,11,2,2,N/A,14,7.0,9,0,0,0
SDGRB010,MIA,2006,5,17,39,2.3,7,1,1,N/A,-3,-3.0,-3,0,1,1
MINRB008,SFO,2006,5,0,0,N/A,0,0,1,N/A,33,33.0,33,1,0,0
DETRB024,DEN,2006,5,19,92,4.8,17,0,2,N/A,7,3.5,9,0,1,1
CHIRB009,DET,2006,5,10,8,0.8,5,0,4,N/A,42,10.5,21,0,0,0
TAMRB001,NYJ,2006,5,2,5,2.5,5,0,0,N/A,0,N/A,0,0,0,0
BALRB016,BAL,2006,5,3,14,4.7,6,0,6,N/A,53,8.8,18,0,0,0
MIARB002,KAN,2006,5,16,36,2.3,9,0,6,N/A,106,17.7,78,1,1,1
OAKRB014,OAK,2006,5,8,63,7.9,19,0,1,N/A,5,5.0,5,0,0,0
ATLRB001,MIN,2006,5,3,13,4.3,8,0,0,N/A,0,N/A,0,0,0,0
ATLRB025,STL,2006,5,23,98,4.3,14,0,3,N/A,20,6.7,17,0,0,0
HOURB007,DEN,2006,5,3,10,3.3,4,0,0,N/A,0,N/A,0,0,0,0
STLRB012,TAM,2006,5,20,111,5.6,34,0,3,N/A,14,4.7,9,0,0,0
SFORB005,SFO,2006,5,27,134,5.0,26,0,3,N/A,38,12.7,20,0,0,0
TENRB009,TEN,2006,5,8,48,6.0,19,0,3,N/A,7,2.3,7,0,0,0
INDRB005,IND,2006,5,13,62,4.8,15,0,2,N/A,15,7.5,8,0,0,0
CARRB003,CAR,2006,5,1,4,4.0,4,0,0,N/A,0,N/A,0,0,0,0
JACRB002,JAC,2006,5,13,59,4.5,9,2,0,N/A,0,N/A,0,0,0,0
SEARB011,SFO,2006,5,12,21,1.8,6,0,0,N/A,0,N/A,0,0,0,0
TENRB005,TEN,2006,5,0,0,N/A,0,0,1,N/A,4,4.0,4,0,0,0
DETRB023,CLE,2006,5,3,14,4.7,12,0,4,N/A,10,2.5,8,0,0,0
TENRB015,NYJ,2006,5,23,101,4.4,19,0,1,N/A,8,8.0,8,0,0,0
DENRB021,NWE,2006,5,18,38,2.1,11,0,0,N/A,0,N/A,0,0,0,0
DETRB014,NOR,2006,5,9,23,2.6,10,0,11,N/A,63,5.7,10,0,0,0
CHIRB004,DAL,2006,5,7,22,3.1,11,1,3,N/A,26,8.7,14,0,0,0
HOURB009,PHI,2006,5,1,2,2.0,2,0,0,N/A,0,N/A,0,0,0,0
GNBRB016,GNB,2006,5,6,15,2.5,7,0,2,N/A,9,4.5,5,0,1,1
SFORB011,NYG,2006,5,9,26,2.9,6,0,2,N/A,15,7.5,9,0,0,0
GNBRB017,GNB,2006,5,20,106,5.3,19,1,5,N/A,20,4.0,6,0,0,0
KANRB008,KAN,2006,5,0,0,N/A,0,0,2,N/A,20,10.0,11,0,0,0
NYGRB003,STL,2006,5,0,0,N/A,0,0,1,N/A,1,1.0,1,0,0,0
CLERB005,BUF,2006,5,14,50,3.6,11,0,4,N/A,15,3.8,12,0,0,0
STLRB019,STL,2006,5,0,0,N/A,0,0,2,N/A,51,25.5,40,0,0,0
DETRB002,DET,2006,5,0,0,N/A,0,0,2,N/A,14,7.0,9,0,0,0
NWERB010,NWE,2006,5,1,-1,-1.0,-1,0,1,N/A,15,15.0,15,0,1,1
SEARB004,ARI,2006,5,24,71,3.0,12,0,6,N/A,44,7.3,14,0,0,0
CLERB009,BAL,2006,5,15,43,2.9,8,0,1,N/A,1,1.0,1,0,0,0
KANRB011,CHI,2006,5,21,110,5.2,14,0,4,N/A,13,3.3,7,0,0,0
BALRB010,BAL,2006,5,5,31,6.2,10,0,0,N/A,0,N/A,0,0,0,0
DALRB021,MIA,2006,5,2,5,2.5,3,0,0,N/A,0,N/A,0,0,0,0
NYGRB016,CLE,2006,5,18,65,3.6,22,0,3,N/A,3,1.0,2,0,0,0
ARIRB006,ARI,2006,5,0,0,N/A,0,0,2,N/A,9,4.5,9,0,1,0
DENRB012,TAM,2006,5,2,27,13.5,16,0,2,N/A,31,15.5,23,0,0,0
TAMRB010,TAM,2006,5,4,3,0.8,1,1,0,N/A,0,N/A,0,0,0,0
NYJRB008,MIN,2006,5,0,0,N/A,0,0,2,N/A,18,9.0,20,0,0,0
DETRB001,DET,2006,5,0,0,N/A,0,0,3,N/A,13,4.3,6,0,0,0
STLRB010,STL,2006,5,3,4,1.3,2,0,1,N/A,10,10.0,10,0,0,0
NWERB001,NWE,2006,5,10,45,4.5,8,0,0,N/A,0,N/A,0,0,0,0
NWERB005,JAC,2006,5,21,111,5.3,14,1,1,N/A,32,32.0,32,0,0,0
NYGRB011,NYG,2006,5,23,123,5.3,18,0,3,N/A,16,5.3,8,0,1,0
NYJRB001,SDG,2006,5,13,36,2.8,12,0,8,N/A,34,4.3,19,0,0,0
NORRB015,NOR,2006,5,15,123,8.2,57,1,1,N/A,8,8.0,8,0,0,0
NORRB006,WAS,2006,5,1,2,2.0,2,0,2,N/A,15,7.5,11,0,0,0
WASRB006,WAS,2006,5,19,76,4.0,15,0,0,N/A,0,N/A,0,0,0,0
SFORB003,CAR,2006,5,24,106,4.4,22,0,3,N/A,12,4.0,8,0,0,0
SFORB009,PHI,2006,5,11,33,3.0,8,1,5,N/A,53,10.6,24,0,1,1
INDRB022,PIT,2006,5,2,0,0.0,1,0,1,N/A,32,32.0,32,0,0,0
ARIRB005,MIN,2006,5,26,123,4.7,28,0,5,N/A,31,6.2,8,0,0,0
ATLRB023,PIT,2006,5,1,13,13.0,13,0,3,N/A,7,2.3,9,0,0,0
DENRB005,DEN,2006,5,2,5,2.5,3,0,1,N/A,-1,-1.0,-1,0,0,0
OAKRB001,IND,2006,5,20,84,4.2,11,0,5,N/A,26,5.2,9,0,1,1
CARRB004,CAR,2006,5,1,3,3.0,3,0,0,N/A,0,N/A,0,0,0,0
NYJRB017,NYJ,2006,5,4,-1,-0.3,2,0,1,N/A,-1,-1.0,-1,0,0,0
DENRB001,TEN,2006,5,19,123,6.5,17,0,2,N/A,10,5.0,10,0,1,0
DENRB016,OAK,2006,5,12,71,5.9,16,0,3,N/A,10,3.3,4,0,0,0
NORRB003,NWE,2006,5,1,0,0.0,0,0,2,N/A,11,5.5,10,1,0,0
DETRB027,SFO,2006,5,0,0,N/A,0,0,1,N/A,7,7.0,7,0,0,0
KANRB005,KAN,2006,5,3,2,0.7,2,0,0,N/A,0,N/A,0,0,1,0
DENRB011,PHI,2006,5,4,16,4.0,11,0,0,N/A,0,N/A,0,0,0,0
BALRB003,SDG,2006,5,1,3,3.0,3,0,1,N/A,-1,-1.0,-1,0,0,0
MINRB007,PHI,2006,6,0,0,N/A,0,0,1,N/A,6,6.0,6,0,0,0
STLRB015,NOR,2006,6,0,0,N/A,0,0,1,N/A,2,2.0,2,0,0,0
ATLRB019,SDG,2006,6,1,0,0.0,0,0,0,N/A,0,N/A,0,0,0,0
NORRB009,DAL,2006,6,22,106,4.8,33,0,0,N/A,0,N/A,0,0,0,0
OAKRB017,OAK,2006,6,1,0,0.0,0,0,0,N/A,0,N/A,0,0,0,0
PITRB005,PIT,2006,6,21,109,5.2,25,2,1,N/A,-11,-11.0,-11,0,2,1
GNBRB011,CHI,2006,6,1,4,4.0,4,0,1,N/A,8,8.0,8,0,0,0
SDGRB010,MIA,2006,6,22,127,5.8,26,1,0,N/A,0,N/A,0,0,0,0
MINRB008,SFO,2006,6,1,4,4.0,4,0,1,N/A,16,16.0,16,0,0,0
DETRB024,DEN,2006,6,23,83,3.6,10,1,4,N/A,11,2.8,16,0,0,0
CHIRB009,DET,2006,6,23,127,5.5,52,1,6,N/A,36,6.0,10,0,0,0
HOURB017,TEN,2006,6,3,6,2.0,4,0,0,N/A,0,N/A,0,0,0,0
TAMRB001,NYJ,2006,6,0,0,N/A,0,0,1,N/A,12,12.0,12,0,0,0
BALRB016,BAL,2006,6,1,5,5.0,5,0,1,N/A,-2,-2.0,-2,0,1,1
OAKRB014,OAK,2006,6,3,11,3.7,6,0,0,N/A,0,N/A,0,0,0,0
CINRB010,CIN,2006,6,0,0,N/A,0,0,1,N/A,2,2.0,2,0,0,0
ATLRB025,STL,2006,6,20,56,2.8,9,1,7,N/A,40,5.7,8,0,0,0
HOURB007,DEN,2006,6,0,0,N/A,0,0,2,N/A,4,2.0,2,0,0,0
SEARB010,ATL,2006,6,0,0,N/A,0,0,2,N/A,22,11.0,14,0,0,0
STLRB012,TAM,2006,6,19,94,4.9,38,0,3,N/A,10,3.3,7,0,0,0
ARIRB015,ARI,2006,6,2,11,5.5,6,0,2,N/A,22,11.0,12,0,0,0
STLRB014,ATL,2006,6,4,9,2.3,6,0,1,N/A,2,2.0,2,0,0,0
DETRB006,DET,2006,6,2,5,2.5,3,0,0,N/A,0,N/A,0,0,0,0
DETRB014,NOR,2006,6,11,26,2.4,7,0,4,N/A,35,8.8,14,0,0,0
SEARB011,SFO,2006,6,1,2,2.0,2,0,0,N/A,0,N/A,0,0,0,0
TENRB015,NYJ,2006,6,11,58,5.3,12,0,0,N/A,0,N/A,0,0,0,0
TENRB005,TEN,2006,6,0,0,N/A,0,0,1,N/A,2,2.0,2,0,0,0
KANRB007,KAN,2006,6,3,8,2.7,4,0,0,N/A,0,N/A,0,0,0,0
CLERB004,DEN,2006,6,1,2,2.0,2,0,0,N/A,0,N/A,0,0,0,0
STLRB020,HOU,2006,6,4,5,1.3,3,0,4,N/A,26,6.5,13,0,0,0
KANRB008,KAN,2006,6,1,4,4.0,4,0,0,N/A,0,N/A,0,0,0,0
HOURB009,PHI,2006,6,1,7,7.0,7,0,0,N/A,0,N/A,0,0,0,0
SFORB005,SFO,2006,6,10,55,5.5,22,0,5,N/A,35,7.0,16,0,0,0
CARRB015,CAR,2006,6,1,1,1.0,1,0,0,N/A,0,N/A,0,0,0,0
CHIRB004,DAL,2006,6,10,57,5.7,15,1,0,N/A,0,N/A,0,0,0,0
SFORB011,NYG,2006,6,11,53,4.8,14,1,0,N/A,0,N/A,0,0,0,0
DALRB009,DAL,2006,6,5,7,1.4,6,0,0,N/A,0,N/A,0,0,0,0
NYGRB003,STL,2006,6,1,2,2.0,2,0,0,N/A,0,N/A,0,0,0,0
BALRB007,BAL,2006,6,0,0,N/A,0,0,1,N/A,12,12.0,12,0,0,0
MIARB002,KAN,2006,6,15,26,1.7,8,1,3,N/A,6,2.0,5,0,0,0
CLERB005,BUF,2006,6,17,66,3.9,21,0,2,N/A,14,7.0,8,0,0,0
KANRB011,CHI,2006,6,11,43,3.9,11,0,3,N/A,14,4.7,6,0,0,0
CLERB009,BAL,2006,6,9,41,4.6,17,0,3,N/A,9,3.0,5,0,0,0
NYGRB008,NYG,2006,6,0,0,N/A,0,0,1,N/A,6,6.0,6,0,0,0
HOURB023,HOU,2006,6,10,14,1.4,7,0,1,N/A,4,4.0,4,0,0,0
DALRB021,MIA,2006,6,5,2,0.4,3,0,1,N/A,7,7.0,7,0,1,1
CARRB012,CAR,2006,6,0,0,N/A,0,0,1,N/A,9,9.0,9,0,0,0
ATLRB003,NOR,2006,6,3,9,3.0,4,0,2,N/A,14,7.0,7,0,0,0
BALRB010,BAL,2006,6,6,7,1.2,4,0,0,N/A,0,N/A,0,0,0,0
SEARB004,ARI,2006,6,36,55,1.5,12,0,1,N/A,7,7.0,7,0,1,1
ARIRB006,ARI,2006,6,0,0,N/A,0,0,2,N/A,16,8.0,13,0,0,0
DETRB001,DET,2006,6,0,0,N/A,0,0,1,N/A,6,6.0,6,0,0,0
TAMRB009,OAK,2006,6,1,10,10.0,10,0,0,N/A,0,N/A,0,0,0,0
SEARB012,SEA,2006,6,2,10,5.0,9,0,2,N/A,8,4.0,5,0,0,0
TAMRB010,TAM,2006,6,0,0,N/A,0,0,3,N/A,10,3.3,9,0,0,0
ATLRB015,ATL,2006,6,14,146,10.4,90,1,0,N/A,0,N/A,0,0,0,0
WASRB008,WAS,2006,6,3,15,5.0,8,0,0,N/A,0,N/A,0,0,0,0
DENRB012,TAM,2006,6,1,11,11.0,11,0,2,N/A,20,10.0,10,0,0,0
NYGRB011,NYG,2006,6,26,185,7.1,29,0,3,N/A,42,14.0,18,0,0,0
NYJRB001,SDG,2006,6,21,71,3.4,9,4,7,N/A,64,9.1,16,0,1,0
NORRB015,NOR,2006,6,12,64,5.3,12,0,6,N/A,36,6.0,9,0,1,0
NORRB006,WAS,2006,6,2,-2,-1.0,-1,0,2,N/A,18,9.0,10,0,0,0
DETRB007,SEA,2006,6,23,74,3.2,21,0,2,N/A,6,3.0,7,0,1,1
