# Tackles,Sacks,Interceptions,Misc
# PID,TID,Season,Week,Solo,Ast,Tot,Sacks,Yds,Int,Yds,TD,FrcdFum,PassDef
MINSS0051,MIN,2001,2,5,0,5,0.0,0,1,0,0,0,1
NYJSS0175,NYG,2001,2,4,0,4,0.0,0,0,0,0,0,0
SEASS0134,NYJ,2001,2,2,0,2,0.0,0,0,0,0,0,0
HOUSS0082,CIN,2001,2,6,6,12,0.0,0,0,0,0,0,1
NORSS0610,GNB,2001,2,2,0,2,0.0,0,0,0,0,0,0
CINSS0341,STL,2001,2,1,0,1,0.0,0,0,0,0,0,0
SFOSS0144,SFO,2001,2,7,0,7,0.0,0,0,0,0,0,1
BUFSS0103,DEN,2001,2,2,0,2,0.0,0,0,0,0,0,0
CARSS0300,NYG,2001,2,2,1,3,0.0,0,1,0,0,0,2
STLSS0425,ARI,2001,2,4,1,5,0.0,0,0,0,0,0,1
MIASS0293,NWE,2001,2,0,4,4,0.0,0,0,0,0,0,0
OAKSS0789,OAK,2001,2,0,3,3,0.0,0,0,0,0,0,1
TENSS0058,TEN,2001,2,1,0,1,0.0,0,0,0,0,0,0
BALSS0200,ARI,2001,2,3,0,3,0.0,0,0,0,0,0,1
NWESS0124,NYJ,2001,2,0,1,1,0.0,0,0,0,0,0,0
SEASS0530,NWE,2001,2,1,2,3,0.0,0,0,0,0,0,1
KANSS0289,KAN,2001,2,4,0,4,0.0,0,0,0,0,0,0
HOUSS0153,NWE,2001,2,2,2,4,0.0,0,0,0,0,0,0
DENSS0573,PHI,2001,2,6,1,7,1.0,8,0,0,0,0,1
DETSS0044,DET,2001,2,1,4,5,0.0,0,0,0,0,0,0
OAKSS0321,SEA,2001,2,3,1,4,0.0,0,0,0,0,0,0
DALSS0314,NYJ,2001,2,3,1,4,0.0,0,0,0,0,0,0
CLESS0054,CLE,2001,2,5,0,5,0.0,0,1,19,0,0,1
DETSS0142,MIA,2001,2,2,4,6,0.0,0,0,0,0,0,0
DETSS0045,DET,2001,2,1,0,1,0.0,0,0,0,0,0,0
OAKSS0176,OAK,2001,2,2,1,3,0.0,0,1,26,1,0,1
OAKSS0178,BAL,2001,2,1,0,1,0.0,0,0,0,0,0,0
CINSS0589,TAM,2001,3,3,0,3,0.0,0,0,0,0,0,0
ATLSS0137,ATL,2001,3,1,0,1,0.0,0,0,0,0,0,0
CINSS0190,SDG,2001,3,1,1,2,0.0,0,0,0,0,0,1
ATLSS0265,CIN,2001,3,2,2,4,0.0,0,0,0,0,0,1
TAMSS0073,TAM,2001,3,1,0,1,0.0,0,0,0,0,0,0
CHISS0120,PHI,2001,3,4,2,6,0.0,0,0,0,0,0,0
PHISS0136,PHI,2001,3,1,0,1,0.0,0,0,0,0,0,0
STLSS0236,ARI,2001,3,2,0,2,0.0,0,0,0,0,0,0
NYGSS0172,OAK,2001,3,2,0,2,0.0,0,0,0,0,0,0
ATLSS0312,BUF,2001,3,1,0,1,0.0,0,0,0,0,0,0
CINSS0191,CIN,2001,3,2,1,3,0.0,0,0,0,0,0,0
NWESS0198,GNB,2001,3,3,0,3,0.0,0,0,0,0,0,0
GNBSS0307,CLE,2001,3,6,0,6,0.0,0,0,0,0,0,0
ARISS0080,ARI,2001,3,2,1,3,0.0,0,0,0,0,0,0
