# Punting
# PID,TID,Season,Week,Punt,Yds,Avg,Long,In20,FC,TB,Blk
CINPP0204,CIN,2010,15,1,34,34.0,34,1,0,0,0
NORPP0206,NOR,2010,15,6,253,42.2,47,2,2,0,0
NYGPP0158,NYG,2010,15,7,258,36.9,50,3,3,1,0
NYJPP0193,TAM,2010,15,3,118,39.3,50,0,2,1,0
PITPP0196,NWE,2010,15,5,202,40.4,48,1,0,0,0
GNBPP0207,GNB,2010,15,4,165,41.3,58,2,1,0,0
INDPP0206,IND,2010,15,6,235,39.2,44,2,1,0,0
DENPP0204,DEN,2010,15,7,307,43.9,56,1,0,1,0
SEAPP0208,SEA,2010,15,4,165,41.3,47,1,0,0,0
BALPP0207,BAL,2010,15,5,193,38.6,46,2,0,0,0
CARPP0176,CAR,2010,15,3,101,33.7,44,1,0,0,0
SDGPP0206,SDG,2010,15,3,146,48.7,54,0,1,0,0
BUFPP0208,BUF,2010,15,6,217,36.2,60,0,2,1,0
DETPP0191,DET,2010,15,4,158,39.5,44,1,1,0,0
CLEPP0175,CHI,2010,15,3,125,41.7,55,1,1,0,0
HOUPP0193,OAK,2010,15,3,115,38.3,44,2,0,0,0
SFOPP0208,SFO,2010,15,6,282,47.0,54,2,1,0,0
PHIPP0208,STL,2010,15,8,371,46.4,53,1,0,0,0
DETPP0178,ARI,2010,15,6,253,42.2,54,2,0,0,0
MINPP0191,MIN,2010,15,6,196,32.7,37,0,0,0,0
TAMPP0208,ATL,2010,15,4,180,45.0,56,2,1,0,0
CLEPP0191,CLE,2010,15,5,185,37.0,46,2,3,0,0
PITPP0206,DAL,2010,15,2,82,41.0,54,1,0,0,0
KANPP0208,KAN,2010,15,6,285,47.5,72,3,1,1,0
HOUPP0160,HOU,2010,15,4,144,36.0,52,1,0,1,0
PITPP0173,PIT,2010,16,3,136,45.3,52,2,1,0,0
WASPP0159,WAS,2010,16,9,368,40.9,52,1,1,0,0
TENPP0208,TEN,2010,16,8,352,44.0,58,3,1,1,0
MIAPP0208,MIA,2010,16,4,165,41.3,50,2,1,1,0
CHIPP0207,JAC,2010,16,7,318,45.4,52,2,0,1,0
NYGPP0207,NYJ,2010,16,4,161,40.3,50,3,0,0,0
WASPP0208,PHI,2010,16,5,214,42.8,54,2,1,0,0
CINPP0204,CIN,2010,16,4,129,32.3,42,2,0,0,0
NORPP0206,NOR,2010,16,7,317,45.3,55,2,0,1,0
NYGPP0158,NYG,2010,16,4,169,42.3,55,3,0,0,0
NYJPP0193,TAM,2010,16,3,135,45.0,53,0,0,1,0
PITPP0196,NWE,2010,16,5,206,41.2,48,3,2,0,0
GNBPP0207,GNB,2010,16,5,208,41.6,54,1,1,0,0
INDPP0206,IND,2010,16,6,257,42.8,49,2,3,1,0
DENPP0204,DEN,2010,16,4,174,43.5,52,2,1,1,0
SEAPP0208,SEA,2010,16,7,260,37.1,58,2,3,0,0
BALPP0207,BAL,2010,16,3,137,45.7,50,1,0,0,0
CARPP0176,CAR,2010,16,8,272,34.0,45,2,1,1,0
SDGPP0206,SDG,2010,16,4,127,31.8,37,1,1,0,0
BUFPP0208,BUF,2010,16,2,68,34.0,36,0,1,0,0
DETPP0191,DET,2010,16,6,278,46.3,61,2,1,0,0
CLEPP0175,CHI,2010,16,4,176,44.0,49,0,0,0,0
HOUPP0193,OAK,2010,16,6,281,46.8,63,2,2,0,0
SFOPP0208,SFO,2010,16,6,323,53.8,64,4,2,0,0
PHIPP0208,STL,2010,16,7,297,42.4,54,4,3,0,0
DETPP0178,ARI,2010,16,6,281,46.8,56,2,3,0,0
MINPP0191,MIN,2010,16,6,232,38.7,46,1,2,1,0
TAMPP0208,ATL,2010,16,8,349,43.6,55,2,2,1,0
CLEPP0191,CLE,2010,16,3,116,38.7,53,2,2,0,0
PITPP0206,DAL,2010,16,5,267,53.4,62,1,0,1,0
KANPP0208,KAN,2010,16,5,232,46.4,56,1,1,1,0
HOUPP0160,HOU,2010,16,4,170,42.5,55,1,1,0,0
PITPP0173,PIT,2010,17,2,112,56.0,59,0,0,1,0
WASPP0159,WAS,2010,17,4,174,43.5,45,1,0,1,0
TENPP0208,TEN,2010,17,5,211,42.2,48,2,3,0,0
MIAPP0208,MIA,2010,17,6,288,48.0,61,4,2,0,0
CHIPP0207,JAC,2010,17,4,177,44.3,51,1,0,0,0
NYGPP0207,NYJ,2010,17,6,248,41.3,49,4,3,0,0
WASPP0208,PHI,2010,17,7,268,38.3,55,3,2,0,0
CINPP0204,CIN,2010,17,4,162,40.5,53,1,0,0,0
NORPP0206,NOR,2010,17,3,113,37.7,39,1,0,1,0
NYGPP0158,NYG,2010,17,7,291,41.6,53,2,0,1,0
NYJPP0193,TAM,2010,17,1,46,46.0,46,0,0,0,0
PITPP0196,NWE,2010,17,2,96,48.0,49,1,2,0,0
GNBPP0207,GNB,2010,17,8,348,43.5,56,4,1,1,0
INDPP0206,IND,2010,17,5,191,38.2,49,0,2,0,0
DENPP0204,DEN,2010,17,5,257,51.4,57,2,0,0,0
SEAPP0208,SEA,2010,17,7,243,34.7,40,4,4,0,0
BALPP0207,BAL,2010,17,7,335,47.9,59,2,1,0,0
CARPP0176,CAR,2010,17,7,344,49.1,60,1,2,1,0
SDGPP0206,SDG,2010,17,4,180,45.0,59,1,0,2,0
BUFPP0208,BUF,2010,17,6,296,49.3,59,1,2,0,0
DETPP0191,DET,2010,17,4,178,44.5,54,1,0,1,0
CLEPP0175,CHI,2010,17,8,364,45.5,53,2,0,1,0
HOUPP0193,OAK,2010,17,5,234,46.8,60,1,0,0,0
SFOPP0208,SFO,2010,17,7,266,38.0,53,3,1,1,0
PHIPP0208,STL,2010,17,9,396,44.0,59,2,1,0,0
DETPP0178,ARI,2010,17,8,330,41.3,53,2,2,1,0
MINPP0191,MIN,2010,17,5,215,43.0,51,2,0,0,0
TAMPP0208,ATL,2010,17,4,163,40.8,61,1,1,1,0
CLEPP0191,CLE,2010,17,3,131,43.7,51,0,0,0,0
PITPP0206,DAL,2010,17,8,357,44.6,63,2,2,1,0
KANPP0208,KAN,2010,17,6,226,37.7,50,3,1,0,0
HOUPP0160,HOU,2010,17,3,116,38.7,54,1,0,0,0
CINPP0204,CIN,2011,1,8,382,47.8,60,2,0,1,0
NORPP0206,NOR,2011,1,2,98,49.0,53,0,0,1,0
INDPP0206,IND,2011,1,6,281,46.8,57,1,0,2,0
TENPP0208,TEN,2011,1,7,291,41.6,48,2,0,1,0
CLEPP0160,CLE,2011,1,8,288,36.0,48,0,3,1,0
PITPP0165,PIT,2011,1,4,211,52.8,64,2,1,1,0
MIAPP0208,MIA,2011,1,6,307,51.2,59,2,1,0,0
DENPP0204,DEN,2011,1,4,165,41.3,65,1,0,2,0
GNBPP0207,GNB,2011,1,4,170,42.5,52,0,0,1,0
DETPP0167,DET,2011,1,5,241,48.2,60,3,0,1,0
HOUPP0156,HOU,2011,1,2,89,44.5,54,0,1,1,0
PHIPP0179,PHI,2011,1,3,109,36.3,39,0,0,0,0
ATLPP0209,ATL,2011,1,5,192,38.4,45,2,2,0,0
NYJPP0175,NYJ,2011,1,6,239,39.8,48,2,2,0,0
PITPP0196,NWE,2011,1,4,152,38.0,39,1,0,1,0
CHIPP0207,CHI,2011,1,6,288,48.0,57,1,1,0,0
WASPP0208,WAS,2011,1,6,258,43.0,56,4,2,0,0
SDGPP0206,SDG,2011,1,3,127,42.3,47,1,1,0,0
SFOPP0208,SFO,2011,1,5,298,59.6,64,1,0,0,0
ARIPP0207,ARI,2011,1,5,210,42.0,52,2,0,0,0
CARPP0176,CAR,2011,1,7,289,41.3,56,2,2,1,0
HOUPP0193,OAK,2011,1,6,349,58.2,77,1,0,1,0
BUFPP0208,BUF,2011,1,5,257,51.4,63,1,1,3,0
PHIPP0208,STL,2011,1,4,169,42.3,61,1,1,2,0
PITPP0206,DAL,2011,1,5,236,47.2,59,2,1,1,1
SEAPP0208,SEA,2011,1,7,342,48.9,77,1,1,1,0
NYGPP0207,NYG,2011,1,6,271,45.2,59,0,0,0,0
BALPP0207,BAL,2011,1,5,236,47.2,62,0,1,1,0
MINPP0191,MIN,2011,1,6,289,48.2,56,3,1,0,0
KANPP0208,KAN,2011,1,8,328,41.0,58,0,1,0,0
TAMPP0208,TAM,2011,1,5,261,52.2,58,1,0,0,0
HOUPP0160,JAC,2011,1,5,218,43.6,65,1,0,2,0
CINPP0204,CIN,2011,2,5,205,41.0,48,2,2,1,0
NORPP0206,NOR,2011,2,5,229,45.8,59,1,1,0,0
INDPP0206,IND,2011,2,4,208,52.0,58,0,1,0,0
TENPP0208,TEN,2011,2,3,119,39.7,55,2,1,0,0
MIAPP0208,MIA,2011,2,3,181,60.3,70,2,0,0,0
CHIPP0207,CHI,2011,2,8,350,43.8,51,2,5,0,0
PITPP0165,PIT,2011,2,3,175,58.3,66,0,0,2,0
DENPP0204,DEN,2011,2,6,335,55.8,59,1,1,0,0
GNBPP0207,GNB,2011,2,3,116,38.7,47,1,1,0,0
DETPP0167,DET,2011,2,5,206,41.2,51,2,1,0,0
HOUPP0156,HOU,2011,2,6,287,47.8,69,2,2,0,0
PHIPP0179,PHI,2011,2,4,179,44.8,52,2,1,1,0
ATLPP0209,ATL,2011,2,7,249,35.6,49,1,2,0,0
NYJPP0175,NYJ,2011,2,5,194,38.8,44,1,3,0,0
PITPP0196,NWE,2011,2,2,85,42.5,54,1,0,0,0
WASPP0208,WAS,2011,2,3,118,39.3,43,2,1,0,0
NYGPP0207,NYG,2011,2,7,322,46.0,61,2,3,1,0
ARIPP0207,ARI,2011,2,6,294,49.0,53,1,0,1,0
SDGPP0206,SDG,2011,2,1,35,35.0,35,1,0,0,0
CARPP0176,CAR,2011,2,2,75,37.5,40,1,2,0,0
BUFPP0208,BUF,2011,2,2,99,49.5,58,0,0,0,0
CLEPP0175,CLE,2011,2,5,201,40.2,48,3,2,0,0
HOUPP0193,OAK,2011,2,3,155,51.7,58,1,1,0,0
SFOPP0208,SFO,2011,2,6,332,55.3,64,1,1,1,0
PHIPP0208,STL,2011,2,7,313,44.7,58,1,2,0,0
BALPP0207,BAL,2011,2,5,225,45.0,54,1,0,0,0
SEAPP0208,SEA,2011,2,8,387,48.4,59,3,0,0,0
MINPP0191,MIN,2011,2,4,165,41.3,52,1,1,0,0
TAMPP0208,TAM,2011,2,4,183,45.8,52,1,2,0,0
PITPP0206,DAL,2011,2,4,194,48.5,54,0,0,0,0
KANPP0208,KAN,2011,2,5,198,39.6,44,2,4,0,0
HOUPP0160,JAC,2011,2,5,203,40.6,46,1,0,2,0
CINPP0204,CIN,2011,3,7,317,45.3,59,3,2,1,0
NORPP0206,NOR,2011,3,3,148,49.3,54,1,0,0,0
INDPP0206,IND,2011,3,7,311,44.4,55,3,1,0,0
TENPP0208,TEN,2011,3,4,176,44.0,62,0,1,0,0
MIAPP0208,MIA,2011,3,3,151,50.3,55,2,0,0,0
CHIPP0207,CHI,2011,3,7,298,42.6,49,0,2,0,0
PITPP0165,PIT,2011,3,3,112,37.3,45,1,1,1,0
DENPP0204,DEN,2011,3,5,246,49.2,62,4,1,0,0
GNBPP0207,GNB,2011,3,6,229,38.2,47,1,1,0,0
DETPP0167,DET,2011,3,7,325,46.4,52,1,3,0,0
HOUPP0156,HOU,2011,3,2,74,37.0,40,0,0,0,0
PHIPP0179,PHI,2011,3,2,90,45.0,49,1,1,0,0
ATLPP0209,ATL,2011,3,3,94,31.3,38,1,1,0,0
NYJPP0175,NYJ,2011,3,5,230,46.0,60,2,1,1,0
PITPP0196,NWE,2011,3,3,140,46.7,57,2,1,0,0
WASPP0208,WAS,2011,3,5,232,46.4,58,3,3,0,0
NYGPP0207,NYG,2011,3,4,164,41.0,52,1,1,0,0
ARIPP0207,ARI,2011,3,5,206,41.2,49,0,0,0,0
SDGPP0206,SDG,2011,3,2,95,47.5,54,1,1,0,0
CARPP0176,CAR,2011,3,8,307,38.4,51,2,2,3,0
BUFPP0208,BUF,2011,3,5,253,50.6,63,2,0,0,0
CLEPP0175,CLE,2011,3,5,211,42.2,53,0,0,0,0
HOUPP0193,OAK,2011,3,6,339,56.5,67,1,0,1,0
SFOPP0208,SFO,2011,3,7,320,45.7,60,2,3,0,0
PHIPP0208,STL,2011,3,8,372,46.5,59,0,1,1,0
BALPP0207,BAL,2011,3,2,89,44.5,49,1,1,1,0
SEAPP0208,SEA,2011,3,8,358,44.8,66,3,1,0,0
MINPP0191,MIN,2011,3,6,267,44.5,54,1,2,0,0
TAMPP0208,TAM,2011,3,3,129,43.0,50,1,1,0,0
PITPP0206,DAL,2011,3,3,152,50.7,65,2,1,0,0
KANPP0208,KAN,2011,3,4,182,45.5,53,1,2,0,0
HOUPP0160,JAC,2011,3,6,234,39.0,47,1,0,1,0
CINPP0204,CIN,2011,4,5,192,38.4,41,2,3,0,0
NORPP0206,NOR,2011,4,1,58,58.0,58,0,0,0,0
INDPP0206,IND,2011,4,6,266,44.3,59,1,3,0,0
TENPP0208,TEN,2011,4,6,237,39.5,64,2,1,0,0
MIAPP0208,MIA,2011,4,3,135,45.0,50,1,0,0,0
CHIPP0207,CHI,2011,4,4,157,39.3,51,2,1,1,0
PITPP0165,PIT,2011,4,4,202,50.5,58,1,0,0,0
DENPP0204,DEN,2011,4,2,98,49.0,53,0,0,0,0
GNBPP0207,GNB,2011,4,1,49,49.0,49,0,0,0,0
DETPP0167,DET,2011,4,6,262,43.7,56,1,0,1,0
HOUPP0156,HOU,2011,4,5,235,47.0,51,3,2,0,0
PHIPP0179,PHI,2011,4,2,87,43.5,45,0,0,0,0
ATLPP0209,ATL,2011,4,4,150,37.5,48,2,2,0,0
NYJPP0175,NYJ,2011,4,8,346,43.3,56,2,3,1,0
PITPP0196,NWE,2011,4,3,147,49.0,51,2,0,0,0
WASPP0208,WAS,2011,4,7,321,45.9,63,3,1,0,0
NYGPP0207,NYG,2011,4,5,223,44.6,52,1,0,1,0
ARIPP0207,ARI,2011,4,4,180,45.0,56,0,1,0,0
SDGPP0206,SDG,2011,4,3,151,50.3,53,1,2,0,0
CARPP0176,CAR,2011,4,2,79,39.5,44,0,0,0,0
BUFPP0208,BUF,2011,4,8,413,51.6,65,2,0,1,0
CLEPP0175,CLE,2011,4,4,155,38.8,45,2,1,0,0
HOUPP0193,OAK,2011,4,2,104,52.0,63,1,0,0,0
SFOPP0208,SFO,2011,4,4,198,49.5,68,0,0,1,0
PHIPP0208,STL,2011,4,8,360,45.0,65,2,1,1,0
BALPP0207,BAL,2011,4,7,310,44.3,58,3,2,2,0
SEAPP0208,SEA,2011,4,3,149,49.7,57,1,1,0,0
MINPP0191,MIN,2011,4,4,213,53.3,58,0,0,1,0
TAMPP0208,TAM,2011,4,5,220,44.0,57,3,1,0,0
PITPP0206,DAL,2011,4,3,161,53.7,68,0,1,1,0
KANPP0208,KAN,2011,4,3,146,48.7,61,2,1,0,0
HOUPP0160,JAC,2011,4,4,153,38.3,53,2,0,0,0
INDPP0206,IND,2011,5,5,277,55.4,64,1,0,0,0
DENPP0204,DEN,2011,5,6,322,53.7,60,1,0,0,0
NORPP0206,NOR,2011,5,2,90,45.0,56,0,0,1,0
CINPP0204,CIN,2011,5,7,334,47.7,71,1,0,1,0
TENPP0208,TEN,2011,5,4,169,42.3,44,1,2,0,0
GNBPP0207,GNB,2011,5,2,85,42.5,43,1,1,0,0
NYJPP0175,NYJ,2011,5,7,319,45.6,59,2,1,0,0
DETPP0167,DET,2011,5,5,162,32.4,46,3,0,0,0
HOUPP0156,HOU,2011,5,8,298,37.3,52,2,2,0,0
PHIPP0179,PHI,2011,5,2,72,36.0,37,0,0,1,0
ATLPP0209,ATL,2011,5,5,189,37.8,47,1,3,0,0
PITPP0196,NWE,2011,5,4,205,51.3,56,1,1,1,0
PITPP0165,PIT,2011,5,1,48,48.0,48,1,0,0,1
CHIPP0207,CHI,2011,5,5,221,44.2,55,1,1,0,0
SDGPP0206,SDG,2011,5,3,147,49.0,57,1,1,0,0
SFOPP0208,SFO,2011,5,1,38,38.0,38,1,1,0,0
CARPP0176,CAR,2011,5,3,132,44.0,53,2,2,0,0
BUFPP0208,BUF,2011,5,5,251,50.2,64,1,0,2,0
HOUPP0193,OAK,2011,5,7,346,49.4,61,2,1,0,0
KANPP0208,KAN,2011,5,6,269,44.8,60,2,3,1,0
TAMPP0208,TAM,2011,5,6,259,43.2,58,3,2,0,0
NYGPP0207,NYG,2011,5,7,353,50.4,60,0,0,0,0
SEAPP0208,SEA,2011,5,7,312,44.6,62,4,1,1,0
MINPP0191,MIN,2011,5,4,190,47.5,51,2,3,0,0
DETPP0178,ARI,2011,5,5,212,42.4,55,2,1,0,0
HOUPP0160,JAC,2011,5,7,264,37.7,56,2,0,0,0
NORPP0206,NOR,2011,6,4,220,55.0,61,0,1,0,0
INDPP0206,IND,2011,6,4,208,52.0,62,1,1,0,0
CINPP0204,CIN,2011,6,5,221,44.2,53,1,2,0,0
MIAPP0208,MIA,2011,6,7,305,43.6,65,3,1,0,0
PITPP0165,PIT,2011,6,6,256,42.7,55,1,1,1,0
GNBPP0207,GNB,2011,6,5,222,44.4,67,1,1,1,0
NYJPP0175,NYJ,2011,6,8,388,48.5,63,3,0,2,0
DETPP0167,DET,2011,6,8,350,43.8,57,0,3,1,0
HOUPP0156,HOU,2011,6,6,246,41.0,59,2,2,1,0
PHIPP0179,PHI,2011,6,3,131,43.7,50,0,0,1,0
ATLPP0209,ATL,2011,6,3,129,43.0,46,2,1,0,0
PITPP0196,NWE,2011,6,2,96,48.0,53,1,0,0,0
CHIPP0207,CHI,2011,6,3,115,38.3,51,2,1,0,0
WASPP0208,WAS,2011,6,4,170,42.5,53,2,2,0,0
CARPP0176,CAR,2011,6,2,81,40.5,41,0,1,0,0
SFOPP0208,SFO,2011,6,9,430,47.8,60,4,4,1,0
BUFPP0208,BUF,2011,6,3,136,45.3,64,1,0,1,0
DETPP0191,JAC,2011,6,7,296,42.3,47,1,2,0,0
HOUPP0193,OAK,2011,6,4,194,48.5,59,2,1,1,0
PHIPP0208,STL,2011,6,5,162,32.4,42,3,2,0,0
PITPP0206,DAL,2011,6,4,207,51.8,64,0,0,1,0
NYGPP0207,NYG,2011,6,3,161,53.7,56,0,0,1,0
BALPP0207,BAL,2011,6,2,90,45.0,48,1,1,0,0
MINPP0191,MIN,2011,6,5,186,37.2,55,0,1,0,0
TAMPP0208,TAM,2011,6,4,189,47.3,58,3,0,0,0
CLEPP0175,CLE,2011,6,6,271,45.2,54,4,2,0,0
TENPP0208,TEN,2011,7,7,319,45.6,54,2,2,1,0
NORPP0206,NOR,2011,7,1,53,53.0,53,0,0,0,0
MIAPP0208,MIA,2011,7,8,397,49.6,64,3,1,2,0
PITPP0165,PIT,2011,7,3,118,39.3,49,2,2,0,0
CHIPP0207,CHI,2011,7,6,228,38.0,45,2,2,0,0
INDPP0206,IND,2011,7,6,279,46.5,56,2,1,0,0
DENPP0204,DEN,2011,7,9,435,48.3,66,2,4,0,0
DETPP0167,DET,2011,7,6,263,43.8,51,2,1,0,0
HOUPP0156,HOU,2011,7,2,96,48.0,57,0,0,0,0
ATLPP0209,ATL,2011,7,5,177,35.4,45,2,4,0,0
NYJPP0175,NYJ,2011,7,3,110,36.7,42,1,2,0,0
GNBPP0207,GNB,2011,7,3,178,59.3,65,3,0,0,0
WASPP0208,WAS,2011,7,1,37,37.0,37,0,1,0,0
SEAPP0208,SEA,2011,7,7,351,50.1,67,1,0,2,0
ARIPP0207,ARI,2011,7,4,191,47.8,58,2,1,0,0
SDGPP0206,SDG,2011,7,4,201,50.3,58,1,1,0,0
CARPP0176,CAR,2011,7,3,116,38.7,48,2,2,0,0
DETPP0191,JAC,2011,7,7,286,40.9,47,2,3,0,0
HOUPP0193,OAK,2011,7,6,289,48.2,59,2,1,1,0
PHIPP0208,STL,2011,7,5,237,47.4,59,3,2,1,0
PITPP0206,DAL,2011,7,3,145,48.3,60,2,0,0,0
BALPP0207,BAL,2011,7,9,470,52.2,58,3,0,1,0
MINPP0191,MIN,2011,7,4,161,40.3,49,1,2,0,0
TAMPP0208,TAM,2011,7,8,381,47.6,65,3,0,0,0
KANPP0208,KAN,2011,7,7,368,52.6,65,3,0,0,0
CLEPP0175,CLE,2011,7,5,193,38.6,51,0,2,0,0
TENPP0208,TEN,2011,8,8,330,41.3,55,2,2,2,0
CINPP0204,CIN,2011,8,5,226,45.2,59,1,1,0,0
MIAPP0208,MIA,2011,8,5,247,49.4,59,2,1,0,0
PITPP0165,PIT,2011,8,1,31,31.0,31,0,0,0,0
WASPP0208,WAS,2011,8,6,284,47.3,57,3,2,0,0
NORPP0206,NOR,2011,8,6,282,47.0,62,3,2,0,1
INDPP0206,IND,2011,8,6,269,44.8,58,2,3,0,1
DETPP0167,DET,2011,8,7,284,40.6,52,1,0,1,0
HOUPP0156,HOU,2011,8,6,272,45.3,61,2,2,1,0
PHIPP0179,PHI,2011,8,2,92,46.0,52,0,0,0,0
PITPP0196,NWE,2011,8,4,168,42.0,53,1,1,0,0
DENPP0204,DEN,2011,8,7,353,50.4,57,1,4,0,0
NYGPP0207,NYG,2011,8,4,187,46.8,55,3,1,0,0
SEAPP0208,SEA,2011,8,6,320,53.3,65,0,0,2,0
ARIPP0207,ARI,2011,8,6,240,40.0,52,3,2,0,0
SDGPP0206,SDG,2011,8,3,168,56.0,63,1,0,0,0
CARPP0176,CAR,2011,8,4,174,43.5,52,3,0,0,0
BUFPP0208,BUF,2011,8,3,135,45.0,52,0,0,1,0
DETPP0191,JAC,2011,8,8,374,46.8,55,0,0,1,0
SFOPP0208,SFO,2011,8,5,268,53.6,65,2,1,1,0
PHIPP0208,STL,2011,8,7,298,42.6,59,3,2,0,0
BALPP0207,BAL,2011,8,5,219,43.8,48,2,0,0,0
MINPP0191,MIN,2011,8,4,179,44.8,53,1,1,0,0
KANPP0208,KAN,2011,8,5,286,57.2,68,1,1,0,0
PITPP0206,DAL,2011,8,3,116,38.7,39,2,1,0,0
CLEPP0175,CLE,2011,8,6,264,44.0,55,4,2,0,0
INDPP0206,IND,2011,9,9,451,50.1,60,2,2,1,0
DENPP0204,DEN,2011,9,5,238,47.6,57,0,1,0,0
NORPP0206,NOR,2011,9,2,113,56.5,57,0,0,0,0
CINPP0204,CIN,2011,9,7,308,44.0,57,2,2,2,0
PITPP0173,PIT,2011,9,3,100,33.3,41,1,2,0,0
TENPP0208,TEN,2011,9,7,320,45.7,54,1,1,1,0
GNBPP0207,GNB,2011,9,2,108,54.0,55,0,0,0,0
NYJPP0175,NYJ,2011,9,2,71,35.5,36,1,0,0,0
DALPP0208,DAL,2011,9,4,172,43.0,52,2,3,0,0
HOUPP0156,HOU,2011,9,2,95,47.5,49,0,0,1,0
PHIPP0179,PHI,2011,9,2,71,35.5,44,1,1,0,0
ATLPP0209,ATL,2011,9,7,321,45.9,59,3,0,1,0
PITPP0196,NWE,2011,9,5,225,45.0,50,0,4,0,0
MIAPP0208,MIA,2011,9,5,221,44.2,55,2,1,1,0
CHIPP0207,CHI,2011,9,3,103,34.3,50,1,1,0,0
SDGPP0206,SDG,2011,9,2,98,49.0,60,1,0,0,0
SFOPP0208,SFO,2011,9,5,223,44.6,61,2,0,2,0
ARIPP0207,ARI,2011,9,6,278,46.3,63,3,2,0,0
BUFPP0208,BUF,2011,9,4,190,47.5,66,2,1,0,0
HOUPP0193,OAK,2011,9,6,303,50.5,61,2,1,0,0
PHIPP0208,STL,2011,9,7,352,50.3,59,4,1,0,0
KANPP0208,KAN,2011,9,5,229,45.8,57,0,1,0,0
NYGPP0207,NYG,2011,9,8,345,43.1,51,5,2,0,0
WASPP0208,WAS,2011,9,5,244,48.8,54,1,0,0,0
SEAPP0208,SEA,2011,9,3,183,61.0,70,1,0,0,0
BALPP0207,BAL,2011,9,2,90,45.0,46,0,0,0,0
TAMPP0208,TAM,2011,9,3,119,39.7,49,1,1,1,0
CLEPP0175,CLE,2011,9,4,175,43.8,52,1,0,0,0
CINPP0204,CIN,2011,10,6,276,46.0,59,1,1,1,0
NORPP0206,NOR,2011,10,5,202,40.4,64,3,1,1,0
INDPP0206,IND,2011,10,6,246,41.0,51,2,2,0,0
TENPP0208,TEN,2011,10,5,221,44.2,48,1,1,1,0
PITPP0173,PIT,2011,10,5,257,51.4,57,1,0,0,0
CHIPP0207,CHI,2011,10,6,280,46.7,70,0,1,1,0
MIAPP0208,MIA,2011,10,1,49,49.0,49,0,0,0,0
DENPP0204,DEN,2011,10,7,307,43.9,60,4,1,0,0
GNBPP0207,GNB,2011,10,2,99,49.5,52,0,0,0,0
PHIPP0179,PHI,2011,10,8,342,42.8,52,4,2,0,0
HOUPP0156,HOU,2011,10,4,181,45.3,53,1,1,0,0
ATLPP0209,ATL,2011,10,5,227,45.4,55,1,2,0,0
NYJPP0193,DET,2011,10,5,245,49.0,62,0,0,0,0
NYJPP0175,NYJ,2011,10,5,242,48.4,55,2,1,1,0
PITPP0196,NWE,2011,10,4,187,46.8,58,2,1,0,0
WASPP0208,WAS,2011,10,2,93,46.5,49,0,0,0,0
NYGPP0207,NYG,2011,10,2,77,38.5,48,0,0,0,0
ARIPP0207,ARI,2011,10,6,278,46.3,56,1,3,0,0
SDGPP0206,SDG,2011,10,6,322,53.7,71,2,1,1,0
CARPP0176,CAR,2011,10,8,365,45.6,56,1,2,0,0
BUFPP0208,BUF,2011,10,3,156,52.0,59,1,1,0,0
HOUPP0193,OAK,2011,10,4,195,48.8,60,2,0,0,0
DETPP0191,JAC,2011,10,6,232,38.7,51,1,1,0,0
SFOPP0208,SFO,2011,10,3,164,54.7,57,1,0,0,0
PHIPP0208,STL,2011,10,5,236,47.2,64,0,0,1,0
BALPP0207,BAL,2011,10,4,188,47.0,57,2,1,0,0
SEAPP0208,SEA,2011,10,5,218,43.6,50,1,1,0,0
MINPP0191,MIN,2011,10,6,263,43.8,53,3,1,0,0
TAMPP0208,TAM,2011,10,6,265,44.2,52,2,2,0,0
PITPP0206,DAL,2011,10,1,52,52.0,52,1,0,0,0
KANPP0208,KAN,2011,10,7,339,48.4,67,3,3,2,0
CLEPP0175,CLE,2011,10,5,208,41.6,44,1,1,0,0
MIAPP0208,MIA,2011,11,7,337,48.1,64,5,2,0,0
TENPP0208,TEN,2011,11,5,225,45.0,57,0,2,0,0
CHIPP0207,CHI,2011,11,3,137,45.7,55,1,1,0,0
WASPP0208,WAS,2011,11,5,243,48.6,63,2,1,0,0
SEAPP0208,SEA,2011,11,9,447,49.7,71,4,4,1,0
NYGPP0207,NYG,2011,11,9,463,51.4,61,4,1,0,0
CINPP0204,CIN,2011,11,7,270,38.6,56,2,3,0,0
DENPP0204,DEN,2011,11,8,350,43.8,56,3,2,2,0
ATLPP0209,ATL,2011,11,2,66,33.0,39,2,1,0,0
PHIPP0179,PHI,2011,11,6,261,43.5,60,2,3,1,0
PITPP0196,NWE,2011,11,4,203,50.8,52,0,0,0,0
NYJPP0175,NYJ,2011,11,6,230,38.3,48,2,2,0,0
GNBPP0207,GNB,2011,11,3,163,54.3,63,1,0,1,0
BALPP0207,BAL,2011,11,8,391,48.9,61,3,1,0,0
MINPP0191,MIN,2011,11,3,133,44.3,50,2,0,0,0
CARPP0176,CAR,2011,11,3,122,40.7,49,0,0,0,0
ARIPP0207,ARI,2011,11,6,279,46.5,51,1,0,0,0
BUFPP0208,BUF,2011,11,6,295,49.2,56,0,0,0,1
DETPP0191,JAC,2011,11,5,203,40.6,48,2,1,1,0
HOUPP0193,OAK,2011,11,6,284,47.3,64,0,0,1,0
SDGPP0206,SDG,2011,11,3,118,39.3,42,1,1,0,0
SFOPP0208,SFO,2011,11,3,136,45.3,58,1,1,0,0
TAMPP0208,TAM,2011,11,3,140,46.7,53,1,1,0,0
