STATS,,,,,,,,,,,,,,,,,,,,,
PID,TID,Season,Week,Rec,rec_Tgt,rec_Yds,rec_YPR,rec_Lng,rec_TD,KR,KR_Yds,KR_Avg,KR_Long,KR_TD,PR,PR_Yds,PR_Avg,PR_Long,PR_TD,Fum,FumLOST
GNBWR0809,GNB,2012,4,7,8,66,9.4,17,0,3,88,29.3,34,0,0,0,N/A,0,0,0,0
STLWR0888,STL,2012,4,2,2,22,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0803,CLE,2012,4,4,10,77,19.3,43,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0665,BAL,2012,4,6,10,97,16.2,34,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0732,KAN,2012,4,4,5,50,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0698,DET,2012,4,1,3,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR0808,ARI,2012,4,6,9,118,19.7,46,2,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0782,DEN,2012,4,7,10,79,11.3,19,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0794,DAL,2012,4,3,5,24,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0685,CLE,2012,4,4,10,56,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0781,TAM,2012,4,3,3,39,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0711,STL,2012,4,2,4,28,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0741,MIA,2012,4,12,19,253,21.1,80,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0699,SFO,2012,4,0,1,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0783,DEN,2012,4,5,6,103,20.6,40,0,0,0,0,0,0,0,0,0,0,0,1,1
DALWR0758,DAL,2012,4,8,13,105,13.1,25,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0770,TEN,2012,4,1,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0718,CAR,2012,4,0,3,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0777,SEA,2012,4,1,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0681,TAM,2012,4,3,4,18,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0769,KAN,2012,4,2,4,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0759,WAS,2012,4,7,11,57,8.1,21,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0687,JAC,2012,4,1,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0773,CLE,2012,4,2,5,26,13,14,0,2,47,23.5,24,0,1,40,40,40,0,0,0
HOUWR0733,HOU,2012,4,2,3,19,9.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0885,STL,2012,4,1,3,52,52,52,0,0,-2,N/A,-2,0,0,0,N/A,0,0,0,0
BUFWR0781,BUF,2012,4,4,8,34,8.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0758,DET,2012,4,0,1,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0754,NYG,2012,4,0,1,0,N/A,N/A,0,0,0,N/A,0,0,3,29,9.7,18,0,0,0
NYJLB0329,CIN,2012,4,1,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0712,OAK,2012,4,2,3,29,14.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0745,OAK,2012,4,0,2,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0802,CLE,2012,4,1,1,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0618,JAC,2012,4,1,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR0755,DAL,2012,4,2,2,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0747,PHI,2012,4,1,1,17,17,17,0,0,0,N/A,0,0,1,3,3,3,0,0,0
CHIWR0790,CHI,2012,4,3,5,32,10.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0886,STL,2012,4,1,3,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR0754,DAL,2012,4,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
SEAWR0775,SEA,2012,4,1,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0740,NYJ,2012,4,2,3,12,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0746,OAK,2012,4,4,8,71,17.8,37,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0662,BAL,2012,4,1,2,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0628,CAR,2012,4,1,1,36,36,36,1,2,55,27.5,28,0,0,0,N/A,0,0,0,0
MIAWR0684,CIN,2012,4,0,5,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0876,CHI,2012,4,0,1,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR0805,ARI,2012,4,4,8,35,8.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0767,TEN,2012,4,4,8,46,11.5,20,1,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0665,JAC,2012,4,6,10,48,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0754,NOR,2012,4,1,1,80,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0744,DAL,2012,4,1,1,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0722,JAC,2012,4,1,2,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0758,CAR,2012,4,1,1,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0742,NYJ,2012,4,4,8,29,7.3,11,0,0,0,0,0,0,0,0,0,0,0,1,1
MINWR0822,GNB,2012,4,1,3,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0821,NOR,2012,4,7,15,67,9.6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0769,TEN,2012,4,3,5,43,14.3,25,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0780,TAM,2012,4,6,11,100,16.7,54,1,1,2,2,2,0,0,0,N/A,0,0,0,0
NYJWR0721,CLE,2012,4,2,2,11,5.5,9,0,0,0,N/A,0,0,1,14,14,14,0,1,1
CHIWR0793,CHI,2012,4,3,4,38,12.7,34,1,2,50,25,29,0,1,8,8,8,0,0,0
OAKWR0677,OAK,2012,4,2,5,18,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0630,NYJ,2012,4,0,5,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0820,NOR,2012,4,9,13,153,17,27,1,0,0,0,0,0,0,0,0,0,0,0,0
DENLB1008,CHI,2012,4,7,8,138,19.7,31,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0750,PHI,2012,4,2,2,30,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0748,BUF,2012,4,2,2,49,24.5,35,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0718,ATL,2012,4,8,12,169,21.1,59,2,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0612,SDG,2012,4,2,3,23,11.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0735,HOU,2012,4,3,6,56,18.7,33,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0749,BAL,2012,4,9,12,131,14.6,28,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0713,CAR,2012,4,3,6,52,17.3,27,0,0,0,0,0,0,0,0,0,0,0,1,1
WASWR0787,WAS,2012,4,3,4,33,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0652,DEN,2012,4,2,2,32,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0746,GNB,2012,4,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0793,DET,2012,4,5,8,51,10.2,26,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0716,NWE,2012,4,3,7,50,16.7,25,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0756,NOR,2012,4,1,2,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0769,NWE,2012,4,9,11,129,14.3,26,0,0,0,N/A,0,0,1,14,14,14,0,1,1
MINWR0752,MIN,2012,4,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR0807,ARI,2012,4,8,15,64,8,13,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0671,HOU,2012,4,1,3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR0757,DAL,2012,4,4,6,57,14.3,19,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0717,NYG,2012,4,6,11,114,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0789,WAS,2012,4,1,1,20,20,20,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
BUFWR0774,BUF,2012,4,2,10,23,11.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0784,WAS,2012,4,4,5,62,15.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0648,TEN,2012,4,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0743,SFO,2012,4,3,5,47,15.7,26,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0789,DET,2012,4,5,12,54,10.8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0672,NYJ,2012,4,3,3,45,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0795,MIA,2012,4,7,12,123,17.6,21,0,0,0,N/A,0,0,1,9,9,9,0,0,0
SEAWR0759,MIN,2012,4,3,6,22,7.3,17,0,1,105,105,105,1,0,0,N/A,0,0,0,0
NYGWR0680,NYG,2012,4,2,4,36,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0684,PHI,2012,4,1,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0750,SFO,2012,4,2,7,15,7.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0777,STL,2012,4,6,10,55,9.2,15,1,1,12,12,12,0,1,18,18,18,0,0,0
ATLWR0719,ATL,2012,4,1,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0781,DEN,2012,4,0,1,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR0732,ARI,2012,4,4,7,31,7.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0605,JAC,2012,4,1,1,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0745,SEA,2012,4,4,7,41,10.3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0819,SDG,2012,4,0,2,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0716,SFO,2012,4,0,0,0,N/A,0,0,0,0,N/A,0,0,4,40,10,20,0,1,0
KANWR0764,KAN,2012,4,7,12,108,15.4,29,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0807,GNB,2012,4,5,6,56,11.2,20,2,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0664,BAL,2012,4,2,7,17,8.5,10,0,0,0,N/A,0,0,1,0,0,0,0,0,0
MINWR0821,MIN,2012,4,4,5,50,12.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0674,KAN,2012,4,1,1,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0659,SDG,2012,4,3,5,16,5.3,8,1,0,0,N/A,0,0,1,0,0,0,0,1,0
PHIWR0749,PHI,2012,4,6,9,99,16.5,32,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0808,GNB,2012,4,8,12,93,11.6,18,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0647,MIA,2012,4,1,2,19,19,19,0,0,0,0,0,0,0,0,0,0,0,1,1
WASWR0699,WAS,2012,4,0,0,0,0,0,0,0,0,N/A,0,0,3,17,5.7,19,0,0,0
BALWR0640,BAL,2012,4,0,0,0,0,0,0,3,68,22.7,25,0,0,0,N/A,0,0,0,0
SDGWR0578,SDG,2012,4,0,0,0,0,0,0,2,53,26.5,33,0,0,0,N/A,0,0,0,0
CINWR0879,CIN,2012,4,0,0,0,0,0,0,0,0,N/A,0,0,3,33,11,19,0,0,0
TAMWR0716,TAM,2012,4,0,0,0,0,0,0,0,0,N/A,0,0,4,36,9,13,0,0,0
DENWR0784,HOU,2012,4,0,0,0,0,0,0,2,56,28,30,0,4,34,8.5,11,0,0,0
CINWR0877,CIN,2012,5,5,13,47,9.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0878,CIN,2012,5,9,13,65,7.2,18,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
NYGWR0747,NYG,2012,5,5,8,50,10,28,3,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0702,BUF,2012,5,2,4,13,6.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFDT0584,SFO,2012,5,2,2,50,25,43,1,2,45,22.5,28,0,0,0,N/A,N/A,0,0,0
ATLWR0682,ATL,2012,5,10,15,94,9.4,29,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0732,KAN,2012,5,1,3,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0888,STL,2012,5,1,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0759,WAS,2012,5,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0809,GNB,2012,5,4,4,82,20.5,31,1,3,95,31.7,35,0,4,19,4.8,9,0,0,0
CLEWR0803,CLE,2012,5,0,2,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0665,BAL,2012,5,3,4,38,12.7,26,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0814,MIN,2012,5,0,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0772,PIT,2012,5,7,10,86,12.3,20,0,0,0,N/A,N/A,0,1,7,7,7,0,0,0
MIAWR0711,STL,2012,5,3,4,33,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0685,CLE,2012,5,9,9,81,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0758,CAR,2012,5,1,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0699,SFO,2012,5,1,2,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0722,JAC,2012,5,4,8,15,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0783,DEN,2012,5,9,11,180,20,38,0,0,0,0,0,0,0,0,0,0,0,1,1
SEAWR0777,SEA,2012,5,3,4,31,10.3,13,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0782,DEN,2012,5,4,8,21,5.3,12,1,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR0808,ARI,2012,5,5,10,39,7.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0773,PIT,2012,5,3,7,22,7.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0718,CAR,2012,5,3,3,44,14.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0770,TEN,2012,5,1,3,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0756,NYG,2012,5,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0699,NYJ,2012,5,1,3,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0721,HOU,2012,5,0,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0781,BUF,2012,5,2,3,28,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0754,NYG,2012,5,6,9,82,13.7,36,0,0,0,N/A,N/A,0,1,8,8,8,0,0,0
CHIWR0790,CHI,2012,5,2,4,20,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0886,STL,2012,5,0,1,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0740,IND,2012,5,3,9,37,12.3,26,0,0,0,N/A,N/A,0,2,13,6.5,7,0,0,0
STLWR0885,STL,2012,5,1,5,51,51,51,1,1,36,36,36,0,0,0,N/A,0,0,0,0
BALWR0640,BAL,2012,5,0,N/A,0,N/A,N/A,0,2,52,26,32,0,0,0,N/A,N/A,0,1,1
CLEWR0802,CLE,2012,5,2,8,82,41,62,2,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0656,IND,2012,5,0,1,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0618,JAC,2012,5,2,3,17,8.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0733,HOU,2012,5,0,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0767,TEN,2012,5,9,11,66,7.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR0805,ARI,2012,5,1,3,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0740,NYJ,2012,5,5,9,94,18.8,36,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
WASWR0786,WAS,2012,5,1,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0628,CAR,2012,5,0,0,0,N/A,N/A,0,3,64,21.3,25,0,0,0,N/A,N/A,0,0,0
BALWR0662,BAL,2012,5,0,1,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0687,JAC,2012,5,2,3,43,21.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0671,MIN,2012,5,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0775,SEA,2012,5,3,4,37,12.3,19,0,1,3,3,3,0,0,0,N/A,N/A,0,0,0
JACWR0665,JAC,2012,5,3,8,40,13.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0754,NOR,2012,5,0,1,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0876,CHI,2012,5,1,2,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0684,CIN,2012,5,4,6,41,10.3,16,0,0,0,0,0,0,0,0,0,0,0,1,1
MIAWR0742,PIT,2012,5,2,8,17,8.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0741,MIA,2012,5,4,5,59,14.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0718,ATL,2012,5,4,6,68,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0721,CLE,2012,5,0,N/A,0,N/A,N/A,0,6,221,36.8,74,0,1,12,12,12,0,1,1
NYJWR0676,SEA,2012,5,1,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0612,SDG,2012,5,5,8,108,21.6,39,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0769,NWE,2012,5,13,15,104,8,15,1,0,0,N/A,N/A,0,1,5,5,5,0,0,0
TENWR0769,TEN,2012,5,4,8,46,11.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0714,NOR,2012,5,4,5,44,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0879,CIN,2012,5,0,1,0,N/A,N/A,0,1,34,34,34,0,0,0,N/A,N/A,0,0,0
CARWR0717,NYG,2012,5,5,8,55,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0750,PHI,2012,5,3,3,34,11.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0748,BUF,2012,5,1,1,1,1,1,0,1,28,28,28,0,0,0,N/A,N/A,0,0,0
CHIWR0793,CHI,2012,5,2,4,49,24.5,39,0,1,28,28,28,0,4,8,2,4,0,0,0
PITWR0771,PIT,2012,5,1,1,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0756,NOR,2012,5,8,10,123,15.4,41,1,0,0,0,0,0,0,0,0,0,0,1,0
INDWR0704,IND,2012,5,13,20,212,16.3,30,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0713,CAR,2012,5,4,13,40,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0787,WAS,2012,5,2,5,80,40,77,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0746,GNB,2012,5,1,2,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0652,DEN,2012,5,2,3,10,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0715,NWE,2012,5,1,2,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0735,HOU,2012,5,1,6,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR0807,ARI,2012,5,8,15,92,11.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0752,MIN,2012,5,3,4,35,11.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0671,HOU,2012,5,4,6,46,11.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0716,NWE,2012,5,3,5,34,11.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0749,BAL,2012,5,4,10,82,20.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0748,MIN,2012,5,3,4,34,11.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0
DENLB1008,CHI,2012,5,12,17,144,12,24,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0789,WAS,2012,5,3,7,24,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0774,BUF,2012,5,6,10,39,6.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0784,WAS,2012,5,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0692,SEA,2012,5,0,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0719,ATL,2012,5,2,5,34,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0672,NYJ,2012,5,4,5,29,7.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0795,MIA,2012,5,2,6,49,24.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0759,MIN,2012,5,8,10,108,13.5,45,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0763,TEN,2012,5,2,5,23,11.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0684,PHI,2012,5,5,8,39,7.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0750,SFO,2012,5,6,7,113,18.8,36,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0777,STL,2012,5,1,5,44,44,44,0,0,0,N/A,0,0,1,14,14,14,0,0,0
ARIWR0732,ARI,2012,5,3,7,29,9.7,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0743,SFO,2012,5,4,5,26,6.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0749,PHI,2012,5,4,8,58,14.5,24,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
BALWR0664,BAL,2012,5,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,1,10,10,10,0,0,0
NORWR0819,SDG,2012,5,3,4,67,22.3,44,2,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0764,KAN,2012,5,6,8,60,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0820,NOR,2012,5,9,18,131,14.6,40,3,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0639,NYJ,2012,5,1,2,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0745,SEA,2012,5,5,6,67,13.4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0807,GNB,2012,5,4,7,46,11.5,24,2,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0821,MIN,2012,5,0,3,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0659,SDG,2012,5,2,5,31,15.5,20,0,0,0,N/A,N/A,0,2,16,8,11,0,0,0
GNBWR0808,GNB,2012,5,2,5,29,14.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0765,IND,2012,5,3,8,22,7.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0699,WAS,2012,5,0,0,0,0,0,0,4,113,28.3,35,0,3,22,7.3,13,0,0,0
PHIWR0747,PHI,2012,5,0,0,0,0,0,0,0,0,N/A,N/A,0,1,13,13,13,0,0,0
SDGWR0578,SDG,2012,5,0,0,0,0,0,0,5,127,25.4,38,0,0,0,N/A,N/A,0,0,0
KANWR0687,KAN,2012,5,0,0,0,0,0,0,0,0,N/A,N/A,0,1,25,25,25,0,0,0
CARWR0716,SFO,2012,5,0,0,0,0,0,0,0,0,N/A,N/A,0,3,19,6.3,11,0,0,0
DENWR0784,HOU,2012,5,0,0,0,0,0,0,3,33,11,14,0,1,3,3,3,0,0,0
BUFDT0584,SFO,2012,6,4,4,40,10,15,0,6,116,19.3,26,0,0,0,N/A,N/A,0,0,0
BUFWR0702,BUF,2012,6,1,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0784,DEN,2012,6,0,N/A,0,N/A,N/A,0,0,0,N/A,N/A,0,2,12,6,12,0,1,1
PITWR0772,PIT,2012,6,4,10,20,5,7,0,0,0,N/A,N/A,0,3,10,3.3,4,0,0,0
WASWR0677,WAS,2012,6,0,1,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0740,MIA,2012,6,3,3,46,15.3,29,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0578,SDG,2012,6,0,2,0,N/A,N/A,0,4,115,28.8,39,0,0,0,N/A,N/A,0,0,0
CINWR0878,CIN,2012,6,7,11,135,19.3,57,2,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0682,ATL,2012,6,4,8,63,15.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0877,CIN,2012,6,5,5,35,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0699,WAS,2012,6,2,2,3,1.5,3,0,0,0,N/A,N/A,0,1,1,1,1,0,1,0
NYGWR0747,NYG,2012,6,6,13,58,9.7,16,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0751,PHI,2012,6,2,3,18,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0745,TAM,2012,6,4,6,113,28.3,62,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0783,DEN,2012,6,2,2,37,18.5,29,1,0,0,0,0,0,0,0,0,0,0,0,0
DALWR0758,DAL,2012,6,13,15,95,7.3,18,2,0,0,N/A,N/A,0,1,10,10,10,0,0,0
DETWR0794,DAL,2012,6,0,4,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0699,SFO,2012,6,2,3,75,37.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0711,STL,2012,6,7,9,91,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0769,KAN,2012,6,6,8,39,6.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
