7755,Vernon Davis,TE,SFO
27299,Jack Doyle,TE,IND
7374,Joel Dreessen,TE,DEN
26644,Tyler Eifert,TE,CIN
26658,Zach Ertz,TE,PHI
7802,Anthony Fasano,TE,KAN
8028,Daniel Fells,TE,NYG
25744,Coby Fleener,TE,IND
27261,Matt Furstenburg,TE,BAL
3950,Tony Gonzalez,TE,ATL
26845,Chris Gragg,TE,BUF
24070,Jimmy Graham,TE,NOR
25820,Ladarius Green,TE,SDG
23996,Jermaine Gresham,TE,CIN
24017,Rob Gronkowski,TE,NWE
24100,Clay Harbor,TE,JAC
26347,Cory Harkey,TE,STL
27174,Demetrius Harris,TE,KAN
26518,Cooper Helfet,TE,SEA
24108,Michael Hoomanawanui,TE,NWE
26002,Emil Igwenagu,TE,PHI
9505,David Johnson,TE,SDG
26686,Travis Kelce,TE,KAN
24220,Jameson Konz,TE,DEN
27065,Brian Leonhardt,TE,OAK
24453,Steve Maneri,TE,TAM
27214,Kevin McDermott,TE,SFO
25992,Sean McGrath,TE,KAN
7206,Heath Miller,TE,PIT
8292,Zach Miller,TE,SEA
26955,Keavon Milton,TE,CLE
9512,Cameron Morrah,TE,DEN
25291,Kyle Nelson,TE,WAS
26332,Danny Noble,TE,JAC
8285,Greg Olsen,TE,CAR
26971,Ryan Otten,TE,SDG
24271,Michael Palmer,TE,PIT
24942,Niles Paul,TE,WAS
25950,David Paulson,TE,PIT
9472,John Phillips,TE,SDG
9702,Zach Potter,TE,HOU
26708,Jordan Reed,TE,WAS
25837,Adrien Robinson,TE,NYG
24830,Kyle Rudolph,TE,MIN
25370,Patrick Scales,TE,TAM
24190,Mickey Shuler,TE,ATL
25957,Brad Smelley,TE,HOU
24946,Lee Smith,TE,BUF
8862,Craig Stevens,TE,TEN
27359,Jake Stoneburner,TE,GNB
26497,Phillip Supernaw,TE,HOU
8916,Jacob Tamme,TE,DEN
24916,Julius Thomas,TE,DEN
26756,Levine Toilolo,TE,ATL
7924,Delanie Walker,TE,TEN
25050,Martell Webb,TE,IND
27103,Brandon Williams,TE,CAR
26834,Michael Williams,TE,DET
6405,Jason Witten,TE,DAL
27134,Colin Anderson,TE,NYJ
24550,Jake Ballard,TE,ARI
8907,Gary Barnidge,TE,CLE
8838,Martellus Bennett,TE,CHI
25331,Brett Brackett,TE,ARI
9699,Kevin Brock,TE,CIN
26021,Jake Byrne,TE,SDG
8815,John Carlson,TE,ARI
9416,James Casey,TE,PHI
8416,Brent Celek,TE,PHI
8383,Scott Chandler,TE,BUF
9353,Jared Cook,TE,STL
24303,Jeff Cumberland,TE,NYJ
26239,Bryce Davis,TE,PIT
25703,Larry Donnell,TE,NYG
24208,Jim Dray,TE,CLE
25788,Michael Egnew,TE,MIA
25838,Rhett Ellison,TE,MIN
26670,Gavin Escobar,TE,DAL
27187,Joseph Fauria,TE,DET
26612,Darren Fells,TE,ARI
26000,Chase Ford,TE,MIN
6663,Antonio Gates,TE,SDG
24968,Richard Gordon,TE,KAN
24093,Garrett Graham,TE,HOU
27213,MarQueis Gray,TE,CLE
24991,Virgil Green,TE,DEN
26824,Ryan Griffin,TE,HOU
25896,James Hanna,TE,DAL
25708,Andre Hardy,TE,ARI
8497,Clark Harris,TE,CIN
27491,Brandon Hartson,TE,CHI
26950,Josh Hill,TE,NOR
24856,Rob Housler,TE,ARI
26842,D.C. Jefferson,TE,CAR
26795,Nick Kasa,TE,OAK
24834,Lance Kendricks,TE,STL
5381,Mike Leach,TE,ARI
7777,Marcedes Lewis,TE,JAC
24161,Anthony McCoy,TE,SEA
26678,Vance McDonald,TE,SFO
25566,Mike McNeill,TE,CAR
25125,Kyle Miller,TE,MIA
9444,Zach Miller,TE,CHI
24068,Tony Moeaki,TE,BUF
9466,Brandon Myers,TE,TAM
26174,Adam Nissley,TE,ATL
27207,Emmanuel Ogbuehi,TE,MIA
24146,Fendi Onobun,TE,CHI
24370,Nathan Overbay,TE,BAL
26991,Chris Pantale,TE,NYJ
24608,Logan Paulsen,TE,WAS
9284,Brandon Pettigrew,TE,DET
24089,Dennis Pitta,TE,BAL
24130,Andrew Quarless,TE,GNB
26807,Mychal Rivera,TE,OAK
8409,Dante Rosario,TE,CHI
25056,Weslye Saunders,TE,IND
27455,Adam Schiltz,TE,TEN
26729,Dion Sims,TE,MIA
25084,Andre Smith,TE,CLE
8331,Matt Spaeth,TE,PIT
24891,Luke Stocker,TE,TAM
27234,Zach Sudfeld,TE,NYJ
26076,Andrew Szczerba,TE,ATL
25005,Ryan Taylor,TE,GNB
25855,Taylor Thompson,TE,TEN
26095,Matt Veldman,TE,DET
6791,Benjamin Watson,TE,NOR
25123,Raymond Webber,TE,GNB
24928,D.J. Williams,TE,NWE
26781,Luke Willson,TE,SEA
27050,Tim Wright,TE,TAM
25146,Kris Adams,WR,NYG
24435,Seyi Ajirotutu,WR,SDG
9037,Danny Amendola,WR,NWE
8810,Donnie Avery,WR,KAN
25105,Doug Baldwin,WR,SEA
9349,Ramses Barden,WR,BUF
26060,Cole Beasley,WR,DAL
26061,Tim Benford,WR,DAL
24014,Arrelious Benn,WR,PHI
25107,Armon Binns,WR,MIA
6390,Anquan Boldin,WR,SFO
8277,Dwayne Bowe,WR,KAN
26083,Jarrett Boykin,WR,GNB
24171,Antonio Brown,WR,PIT
26809,Justin Brown,WR,PIT
26335,Mike Brown,WR,JAC
25764,Ryan Broyles,WR,DET
26552,Lamont Bryant,WR,TEN
27241,Chad Bumphis,WR,JAC
26832,Brice Butler,WR,OAK
8874,Andre Caldwell,WR,DEN
26418,Brandon Carswell,WR,SFO
25941,Toney Clemons,WR,CAR
24851,Randall Cobb,WR,GNB
8001,Marques Colston,WR,NOR
24135,Riley Cooper,WR,PHI
9274,Michael Crabtree,WR,SFO
27149,Dominique Croom,WR,ATL
24553,Victor Cruz,WR,NYG
26620,Sederrik Cunningham,WR,GNB
27204,Skye Dawson,WR,TAM
26682,Aaron Dobson,WR,NWE
24910,Tandon Doss,WR,JAC
27513,Weston Dressler,WR,KAN
24894,Kris Durham,WR,DET
25945,Jeremy Ebert,WR,JAC
26385,Patrick Edwards,WR,DET
6762,Larry Fitzgerald,WR,ARI
25723,Michael Floyd,WR,ARI
8982,Pierre Garcon,WR,WAS
24174,David Gettis,WR,WAS
27440,Alex Gillett,WR,GNB
26033,Chris Givens,WR,NOR
25970,Brittan Golden,WR,ARI
26561,Josh Gordon,WR,CLE
24791,A.J. Green,WR,CIN
25464,Tori Gurley,WR,CLE
26820,Cobi Hamilton,WR,CIN
24866,Leonard Hankerson,WR,WAS
24963,Dwayne Harris,WR,DAL
26938,Mark Harrison,WR,NWE
9286,Percy Harvin,WR,SEA
27437,Charles Hawkins,WR,NOR
7806,Devin Hester,WR,ATL
25802,T.Y. Hilton,WR,IND
25178,Chris Hogan,WR,BUF
25234,Andre Holmes,WR,OAK
26657,Justin Hunter,WR,TEN
26292,Jerrell Jackson,WR,KAN
27284,Chuck Jacobs,WR,SFO
25740,A.J. Jenkins,WR,KAN
7801,Greg Jennings,WR,MIN
6339,Andre Johnson,WR,HOU
26839,Charles Johnson,WR,CLE
27024,Darius Johnson,WR,ATL
26293,Dwight Jones,WR,NYJ
8332,James Jones,WR,OAK
25876,Marvin Jones,WR,CIN
27003,Brandon Kaufman,WR,BUF
24940,Jeremy Kerley,WR,NYJ
24053,Brandon LaFell,WR,NWE
27316,Alec Lemon,WR,HOU
26282,Lance Lewis,WR,DAL
25106,Ricardo Lockette,WR,SEA
25526,Jeff Maehl,WR,PHI
24198,Marc Mariani,WR,TEN
25831,Keshawn Martin,WR,HOU
25937,Rishard Matthews,WR,MIA
25904,Marvin McNutt,WR,CAR
26614,Ifeanyi Momah,WR,PHI
26245,Kashif Moore,WR,PIT
25290,Joseph Morgan,WR,NOR
26289,Derek Moye,WR,PIT
9388,Louis Murphy Jr.,WR,TAM
8813,Jordy Nelson,WR,GNB
9293,Hakeem Nicks,WR,IND
27319,EZ Nwachukwu,WR,HOU
25677,Greg Orton,WR,NWE
26261,Chris Owusu,WR,TAM
26262,Nathan Palmer,WR,DEN
24373,Preston Parker,WR,NYG
26751,Quinton Patton,WR,SFO
24919,Kealoha Pilares,WR,CAR
25144,Michael Preston,WR,TEN
25743,Brian Quick,WR,STL
24132,David Reed,WR,SFO
27157,Cordell Roberson,WR,BUF
24965,Aldrick Robinson,WR,WAS
