PLAYERS
PID,Name,Position,TID,Other_Teams
ARIKK001,Jay Feely,K,ARI,<ATL|NYG|MIA|NYJ>
ARIQB001,John Skelton,QB,ARI,<>
ARIQB002,Carson Palmer,QB,ARI,<CIN|OAK>
ARIQB003,Ryan Lindley,QB,ARI,<>
ARIQB004,Richard Bartel,QB,ARI,<>
ARIQB005,Shaun King,QB,ARI,<TAM>
ARIQB006,Kurt Warner,QB,ARI,<STL|NYG>
ARIQB007,Tim Rattay,QB,ARI,<SFO|TAM>
ARIQB008,Kevin Kolb,QB,ARI,<PHI>
ARIQB009,Tim Hasselbeck,QB,ARI,<WAS|NYG>
ARIQB010,Max Hall,QB,ARI,<>
ARIQB011,John Navarre,QB,ARI,<>
ARIRB001,Stepfan Taylor,RB,ARI,<>
ARIRB002,Marcel Shipp,RB,ARI,<>
ARIRB003,James Jackson,RB,ARI,<CLE>
ARIRB004,Troy Hambrick,RB,ARI,<DAL>
ARIRB005,Chester Taylor,RB,ARI,<BAL|MIN|CHI>
ARIRB006,Obafemi Ayanbadejo,RB,ARI,<BAL|MIA>
ARIRB007,Damien Anderson,RB,ARI,<>
ARIRB008,Emmitt Smith,RB,ARI,<DAL>
ARIRB009,Jason Wright,RB,ARI,<ATL|CLE>
ARIRB010,Dennis McKinley,RB,ARI,<>
ARIRB011,Jarrod Baxter,RB,ARI,<HOU>
ARIRB012,Andre Ellington,RB,ARI,<>
ARIRB013,Rashard Mendenhall,RB,ARI,<PIT>
ARIRB014,Larry Croom,RB,ARI,<>
ARIRB015,J.J. Arrington,RB,ARI,<>
ARIRB016,Reagan Maui\'a,RB,ARI,<MIA>
ARIRB017,Joel Makovicka,RB,ARI,<>
ARIRB018,Beanie Wells,RB,ARI,<>
ARIRB019,Alfonso Smith,RB,ARI,<>
ARIRB020,Ryan Williams,RB,ARI,<>
ARIRB021,Dan Kreider,RB,ARI,<PIT|STL>
ARIRB022,William Powell,RB,ARI,<>
ARITE001,Eric Edwards,TE,ARI,<>
ARITE002,Ben Patrick,TE,ARI,<>
ARITE003,Terry Hardy,TE,ARI,<>
ARITE004,Kory Sperry,TE,ARI,<MIA|SDG>
ARITE005,Freddie Jones,TE,ARI,<SDG>
ARITE006,Todd Heap,TE,ARI,<BAL>
ARITE007,Rob Housler,TE,ARI,<>
ARITE008,Troy Bienemann,TE,ARI,<>
ARITE009,Jeff King,TE,ARI,<CAR>
ARITE010,John Bronson,TE,ARI,<>
ARITE011,Teyo Johnson,TE,ARI,<OAK>
ARITE012,Jerame Tuman,TE,ARI,<PIT>
ARITE013,Jake Ballard,TE,ARI,<NYG>
ARITE014,Jim Dray,TE,ARI,<>
ARITE015,Adam Bergen,TE,ARI,<>
ARITE016,Trey Junkin,TE,ARI,<>
ARITE017,Tywan Mitchell,TE,ARI,<>
ARIWR001,Brittan Golden,WR,ARI,<>
ARIWR002,Jake Soliday,WR,ARI,<>
ARIWR003,Larry Foster,WR,ARI,<DET>
ARIWR004,LeRon McCoy,WR,ARI,<>
ARIWR005,Sean Morey,WR,ARI,<PHI|PIT>
ARIWR006,MarTay Jenkins,WR,ARI,<>
ARIWR007,Charles Lee,WR,ARI,<GNB|TAM>
ARIWR008,Reggie Newhouse,WR,ARI,<>
ARIWR009,LaRon Byrd,WR,ARI,<>
ARIWR010,Karl Williams,WR,ARI,<TAM>
ARIWR011,Reggie Swinton,WR,ARI,<DAL|DET>
ARIWR012,Max Komar,WR,ARI,<>
ARIWR013,Arnold Jackson,WR,ARI,<>
ARIWR014,Jaron Brown,WR,ARI,<>
ARIWR015,Early Doucet,WR,ARI,<>
ARIWR016,Teddy Williams,WR,ARI,<>
ARIWR017,Michael Floyd,WR,ARI,<>
ARIWR018,Andre Roberts,WR,ARI,<>
ARIWR019,Larry Fitzgerald,WR,ARI,<>
ARIWR020,Chansi Stuckey,WR,ARI,<NYJ|CLE>
ARIWR021,DeMarco Sampson,WR,ARI,<>
ARIWR022,J.J. Moses,WR,ARI,<GNB|HOU>
ATLKK001,Todd Peterson,K,ATL,<SFO>
ATLKK002,Jason Elam,K,ATL,<DEN>
ATLKK003,Matt Bryant,K,ATL,<IND|MIA|TAM>
ATLKK004,Morten Andersen,K,ATL,<MIN>
ATLQB001,Kurt Kittner,QB,ATL,<>
ATLQB002,Joey Harrington,QB,ATL,<DET|MIA>
ATLQB003,Dominique Davis,QB,ATL,<>
ATLQB004,Matt Ryan,QB,ATL,<>
ATLQB005,Chris Redman,QB,ATL,<BAL>
ATLRB001,Artose Pinner,RB,ATL,<DET|MIN>
ATLRB002,Fred McCrary,RB,ATL,<SDG|NWE>
ATLRB003,Aaron Stecker,RB,ATL,<TAM|NOR>
ATLRB004,Marlion Jackson,RB,ATL,<>
ATLRB005,Jacquizz Rodgers,RB,ATL,<>
ATLRB006,Mike Cox,RB,ATL,<KAN>
ATLRB007,Bob Christian,RB,ATL,<>
ATLRB008,Maurice Smith,RB,ATL,<>
ATLRB009,Rodney Thomas,RB,ATL,<>
ATLRB010,Stanley Pritchett,RB,ATL,<CHI>
ATLRB011,Jason Snelling,RB,ATL,<>
ATLRB012,Jamal Anderson,RB,ATL,<>
ATLRB013,Travis Jervey,RB,ATL,<>
ATLRB014,Patrick DiMarco,RB,ATL,<KAN>
ATLRB015,Warrick Dunn,RB,ATL,<TAM>
ATLRB016,Bradie Ewing,RB,ATL,<>
ATLRB017,Gartrell Johnson,RB,ATL,<NYG>
ATLRB018,Josh Vaughan,RB,ATL,<CAR>
ATLRB019,Michael Turner,RB,ATL,<SDG>
ATLRB020,George Layne,RB,ATL,<>
ATLRB021,Antone Smith,RB,ATL,<>
ATLRB022,Lousaka Polite,RB,ATL,<DAL|MIA>
ATLRB023,Verron Haynes,RB,ATL,<PIT>
ATLRB024,Ovie Mughelli,RB,ATL,<BAL>
ATLRB025,Steven Jackson,RB,ATL,<STL>
ATLTE001,Derek Rackley,TE,ATL,<>
ATLTE002,Tommy Gallarda,TE,ATL,<>
ATLTE003,Tony Gonzalez,TE,ATL,<KAN>
ATLTE004,Martrez Milner,TE,ATL,<>
ATLTE005,Jason Rader,TE,ATL,<>
ATLTE006,Chase Coffman,TE,ATL,<CIN>
ATLTE007,Eric Beverly,TE,ATL,<DET>
ATLTE008,Dwayne Blakley,TE,ATL,<>
ATLTE009,Levine Toilolo,TE,ATL,<>
ATLWR001,Drew Davis,WR,ATL,<>
ATLWR002,Roddy White,WR,ATL,<>
ATLWR003,Trevor Gaylor,WR,ATL,<SDG>
ATLWR004,Romby Bryant,WR,ATL,<>
ATLWR005,Marty Booker,WR,ATL,<CHI|MIA>
ATLWR006,Brian Robiskie,WR,ATL,<CLE|DET>
ATLWR007,Terrence Edwards,WR,ATL,<>
ATLWR008,Harry Douglas,WR,ATL,<>
ATLWR009,Brian Finneran,WR,ATL,<>
ATLWR010,Kevin Cone,WR,ATL,<>
ATLWR011,Julio Jones,WR,ATL,<>
ATLWR012,Dez White,WR,ATL,<CHI>
ATLWR013,Quentin McCord,WR,ATL,<>
ATLWR014,Damon Gibson,WR,ATL,<JAC>
ATLWR015,Kahlil Hill,WR,ATL,<>
ATLWR016,Darius Johnson,WR,ATL,<>
ATLWR017,Jerome Pathon,WR,ATL,<IND|NOR>
ATLWR018,Tony Martin,WR,ATL,<>
ATLWR019,Joe Horn,WR,ATL,<NOR>
BALKK001,Justin Tucker,K,BAL,<>
BALKK002,Wade Richey,K,BAL,<>
BALKK003,Aaron Elling,K,BAL,<TEN|MIN>
BALQB001,Randall Cunningham,QB,BAL,<>
BALQB002,Joe Flacco,QB,BAL,<>
BALQB003,Kordell Stewart,QB,BAL,<PIT|CHI>
BALQB004,Tyrod Taylor,QB,BAL,<>
BALQB005,Elvis Grbac,QB,BAL,<>
BALQB006,Steve McNair,QB,BAL,<TEN>
BALRB001,Alan Ricard,RB,BAL,<>
BALRB002,Matt Lawrence,RB,BAL,<>
BALRB003,Lorenzo Neal,RB,BAL,<CIN|SDG>
BALRB004,Anthony Allen,RB,BAL,<>
BALRB005,Shaun Draughn,RB,BAL,<KAN>
BALRB006,Terry Allen,RB,BAL,<>
BALRB007,Justin Green,RB,BAL,<>
BALRB008,Vonta Leach,RB,BAL,<GNB|HOU>
BALRB009,Kyle Juszczyk,RB,BAL,<>
BALRB010,Mike Anderson,RB,BAL,<DEN>
BALRB011,Ray Rice,RB,BAL,<>
BALRB012,Cory Ross,RB,BAL,<>
BALRB013,Jason Brookins,RB,BAL,<>
BALRB014,Bernard Scott,RB,BAL,<CIN>
BALRB015,Bernard Pierce,RB,BAL,<>
BALRB016,Musa Smith,RB,BAL,<>
BALRB017,Jamel White,RB,BAL,<CLE|TAM>
BALRB018,Ricky Williams,RB,BAL,<NOR|MIA|IND>
BALTE001,Dallas Clark,TE,BAL,<IND|TAM>
BALTE002,Lee Vickers,TE,BAL,<>
BALTE003,Billy Bajema,TE,BAL,<SFO|STL>
BALTE004,Dennis Pitta,TE,BAL,<>
BALTE005,Ed Dickson,TE,BAL,<>
BALTE006,Quinn Sypniewski,TE,BAL,<>
BALTE007,Daniel Wilcox,TE,BAL,<>
BALTE008,L.J. Smith,TE,BAL,<PHI>
BALTE009,John Jones,TE,BAL,<>
BALWR001,Ron Johnson,WR,BAL,<>
BALWR002,David Tyree,WR,BAL,<NYG>
BALWR003,Marlon Brown,WR,BAL,<>
BALWR004,Javin Hunter,WR,BAL,<>
BALWR005,Randy Hymes,WR,BAL,<>
BALWR006,Tandon Doss,WR,BAL,<>
BALWR007,Demetrius Williams,WR,BAL,<>
BALWR008,LaQuan Williams,WR,BAL,<>
BALWR009,Frank Sanders,WR,BAL,<ARI>
BALWR010,Lee Evans,WR,BAL,<BUF>
BALWR011,Clarence Moore,WR,BAL,<>
BALWR012,Jeff Ogden,WR,BAL,<MIA>
BALWR013,Torrey Smith,WR,BAL,<>
BALWR014,Deonte Thompson,WR,BAL,<>
BALWR015,Jacoby Jones,WR,BAL,<HOU>
BUFKK001,Dave Rayner,K,BUF,<IND|GNB|KAN|SDG|CIN|DET|OAK>
BUFKK002,Brandon Coutu,K,BUF,<>
BUFKK003,Dan Carpenter,K,BUF,<MIA>
BUFQB001,Thad Lewis,QB,BUF,<CLE>
BUFQB002,Alex Van Pelt,QB,BUF,<>
BUFQB003,EJ Manuel,QB,BUF,<>
BUFQB004,Levi Brown,QB,BUF,<>
BUFQB005,Brian Brohm,QB,BUF,<>
BUFQB006,Shane Matthews,QB,BUF,<CHI|WAS>
BUFQB007,Tyler Thigpen,QB,BUF,<KAN|MIA>
BUFQB008,Jeff Tuel,QB,BUF,<>
BUFQB009,Travis Brown,QB,BUF,<>
BUFRB001,Daimon Shelton,RB,BUF,<CHI>
BUFRB002,Joe Burns,RB,BUF,<>
BUFRB003,Darian Barnes,RB,BUF,<TAM|DAL|MIA>
BUFRB004,Phillip Crosby,RB,BUF,<>
BUFRB005,Xavier Omon,RB,BUF,<>
BUFRB006,Anthony Thomas,RB,BUF,<CHI|DAL|NOR>
BUFRB007,Jehuu Caulcrick,RB,BUF,<>
BUFRB008,Corey McIntyre,RB,BUF,<NOR>
BUFRB009,Shaud Williams,RB,BUF,<>
BUFRB010,Evan Rodriguez,RB,BUF,<CHI>
BUFRB011,Sam Gash,RB,BUF,<BAL>
BUFRB012,Johnny White,RB,BUF,<>
BUFRB013,Dwayne Wright,RB,BUF,<>
BUFRB014,Quinton Ganther,RB,BUF,<TEN|WAS>
BUFRB015,C.J. Spiller,RB,BUF,<>
BUFRB016,Fred Jackson,RB,BUF,<>
BUFRB017,Ken Simonton,RB,BUF,<>
BUFRB018,Ronnie Wingo,RB,BUF,<>
BUFRB019,Frank Summers,RB,BUF,<>
BUFTE001,Brad Cieslak,TE,BUF,<>
BUFTE002,Shawn Nelson,TE,BUF,<>
BUFTE003,Ryan Neufeld,TE,BUF,<>
BUFTE004,Mike Caussin,TE,BUF,<>
BUFTE005,Rod Trafford,TE,BUF,<>
BUFTE006,Tim Euhus,TE,BUF,<>
BUFTE007,Jonathan Stupar,TE,BUF,<>
BUFTE008,Derek Fine,TE,BUF,<>
BUFTE009,Joe Klopfenstein,TE,BUF,<STL>
BUFTE010,Sheldon Jackson,TE,BUF,<>
BUFTE011,Lee Smith,TE,BUF,<>
BUFTE012,Chris Gragg,TE,BUF,<>
BUFTE013,Kevin Everett,TE,BUF,<>
BUFTE014,Scott Chandler,TE,BUF,<>
BUFTE015,Derek Schouman,TE,BUF,<>
BUFTE016,David Martin,TE,BUF,<GNB|MIA>
BUFTE017,Dave Moore,TE,BUF,<TAM>
BUFWR001,Donald Jones,WR,BUF,<>
BUFWR002,Robert Woods,WR,BUF,<>
BUFWR003,James Hardy,WR,BUF,<>
BUFWR004,Josh Reed,WR,BUF,<>
BUFWR005,Stevie Johnson,WR,BUF,<>
BUFWR006,Chris Hogan,WR,BUF,<>
BUFWR007,T.J. Graham,WR,BUF,<>
BUFWR008,Reggie Germany,WR,BUF,<>
BUFWR009,Justin Jenkins,WR,BUF,<>
BUFWR010,Clarence Coleman,WR,BUF,<>
BUFWR011,Jeremy McDaniel,WR,BUF,<>
BUFWR012,Naaman Roosevelt,WR,BUF,<>
BUFWR013,Jonathan Smith,WR,BUF,<>
BUFWR014,Charles Johnson,WR,BUF,<NWE>
BUFWR015,Ruvell Martin,WR,BUF,<GNB|STL|SEA>
BUFWR016,Derek Hagan,WR,BUF,<MIA|NYG|OAK>
BUFWR017,Paul Hubbard,WR,BUF,<>
BUFWR018,Marquise Goodwin,WR,BUF,<>
BUFWR019,Marcus Easley,WR,BUF,<>
CARKK001,Justin Medlock,K,CAR,<KAN>
CARKK002,Todd Carter,K,CAR,<>
CARKK003,Graham Gano,K,CAR,<WAS>
CARKK004,Rhys Lloyd,K,CAR,<BAL>
CARQB001,Dameyune Craig,QB,CAR,<>
CARQB002,Rodney Peete,QB,CAR,<>
CARQB003,Vinny Testaverde,QB,CAR,<NYJ|DAL|NWE>
CARQB004,Tony Pike,QB,CAR,<>
CARQB005,Matt Lytle,QB,CAR,<>
CARQB006,Randy Fasani,QB,CAR,<>
CARQB007,Jimmy Clausen,QB,CAR,<>
CARQB008,Brian St. Pierre,QB,CAR,<PIT|ARI>
CARQB009,Derek Anderson,QB,CAR,<CLE|ARI>
CARQB010,Cam Newton,QB,CAR,<>
CARQB011,Brett Basanez,QB,CAR,<>
CARRB001,Joey Harris,RB,CAR,<>
CARRB002,Kenjon Barner,RB,CAR,<>
CARRB003,DeAngelo Williams,RB,CAR,<>
CARRB004,Nick Goings,RB,CAR,<>
CARRB005,Joe Montgomery,RB,CAR,<>
CARRB006,Jonathan Stewart,RB,CAR,<>
CARRB007,Mike Tolbert,RB,CAR,<SDG>
CARRB008,Brandon Bennett,RB,CAR,<CIN>
CARRB009,Tyrell Sutton,RB,CAR,<>
CARRB010,Rod Smart,RB,CAR,<PHI>
CARRB011,Tim Biakabutuka,RB,CAR,<>
CARRB012,Brad Hoover,RB,CAR,<>
CARRB013,Armond Smith,RB,CAR,<CLE>
CARRB014,Jamal Robertson,RB,CAR,<SFO>
CARRB015,Eric Shelton,RB,CAR,<>
CARRB016,Alex Haynes,RB,CAR,<>
CARTE001,Jeremy Shockey,TE,CAR,<NYG|NOR>
CARTE002,Mike Seidman,TE,CAR,<>
CARTE003,Luther Broughton,TE,CAR,<>
CARTE004,Ben Hartsock,TE,CAR,<IND|TEN|ATL|NYJ>
CARTE005,Kris Mangum,TE,CAR,<>
CARTE006,Christian Fauria,TE,CAR,<SEA|NWE|WAS>
CARTE007,Casey Crawford,TE,CAR,<>
CARTE008,Richie Brockel,TE,CAR,<>
CARTE009,Greg Olsen,TE,CAR,<CHI>
CARWR001,Ryne Robinson,WR,CAR,<>
CARWR002,Karl Hankton,WR,CAR,<>
CARWR003,David Gettis,WR,CAR,<>
CARWR004,Domenik Hixon,WR,CAR,<DEN|NYG>
CARWR005,Seyi Ajirotutu,WR,CAR,<SDG>
CARWR006,Isaac Byrd,WR,CAR,<>
CARWR007,Dwayne Jarrett,WR,CAR,<>
CARWR008,Marvin McNutt,WR,CAR,<PHI>
CARWR009,Keyshawn Johnson,WR,CAR,<TAM|DAL>
CARWR010,Jamall Broussard,WR,CAR,<>
CARWR011,Joe Adams,WR,CAR,<>
CARWR012,D.J. Hackett,WR,CAR,<SEA>
CARWR013,Taye Biddle,WR,CAR,<>
CARWR014,Kealoha Pilares,WR,CAR,<>
CARWR015,Eugene Baker,WR,CAR,<>
CARWR016,Nathan Black,WR,CAR,<>
CARWR017,Ted Ginn Jr.,WR,CAR,<MIA|SFO>
CARWR018,Brandon LaFell,WR,CAR,<>
CARWR019,David Clowney,WR,CAR,<NYJ>
CARWR020,Kevin Dyson,WR,CAR,<TEN>
CARWR021,Drew Carter,WR,CAR,<>
CARWR022,Patrick Jeffers,WR,CAR,<>
CARWR023,Steve Smith,WR,CAR,<>
CHIKK001,Olindo Mare,K,CHI,<MIA|NOR|SEA|CAR>
CHIKK002,Robbie Gould,K,CHI,<>
CHIKK003,Doug Brien,K,CHI,<NYJ>
CHIQB001,Jeff Blake,QB,CHI,<NOR|BAL|ARI|PHI>
CHIQB002,Jim Miller,QB,CHI,<>
CHIQB003,Cory Sauter,QB,CHI,<>
CHIQB004,Josh McCown,QB,CHI,<ARI|DET|OAK|CAR>
CHIQB005,Jay Cutler,QB,CHI,<DEN>
CHIQB006,Todd Collins,QB,CHI,<KAN|WAS>
CHIQB007,Chad Hutchinson,QB,CHI,<DAL>
CHIQB008,Henry Burris,QB,CHI,<>
CHIQB009,Craig Krenzel,QB,CHI,<>
CHIQB010,Caleb Hanie,QB,CHI,<>
CHIQB011,Jonathan Quinn,QB,CHI,<JAC|KAN>
CHIQB012,Brian Griese,QB,CHI,<DEN|MIA|TAM>
CHIRB001,Tony Fiammetta,RB,CHI,<CAR|DAL>
CHIRB002,Michael Bush,RB,CHI,<OAK>
CHIRB003,Garrett Wolfe,RB,CHI,<>
CHIRB004,Marion Barber,RB,CHI,<DAL>
CHIRB005,Matt Forte,RB,CHI,<>
CHIRB006,Jason Davis,RB,CHI,<>
CHIRB007,Jason McKie,RB,CHI,<DAL>
CHIRB008,Armando Allen,RB,CHI,<>
CHIRB009,Kevin Jones,RB,CHI,<DET>
CHIRB010,Bryan Johnson,RB,CHI,<WAS>
CHIRB011,Marc Edwards,RB,CHI,<NWE|JAC>
CHIRB012,Adrian Peterson,RB,CHI,<>
CHITE001,John Davis,TE,CHI,<>
CHITE002,Dante Rosario,TE,CHI,<CAR|DEN|SDG>
CHITE003,Dustin Lyman,TE,CHI,<>
CHITE004,Fred Baxter,TE,CHI,<>
CHITE005,Martellus Bennett,TE,CHI,<DAL|NYG>
CHITE006,Desmond Clark,TE,CHI,<DEN|MIA>
CHITE007,Gabe Reid,TE,CHI,<>
CHITE008,Brandon Manumaleuna,TE,CHI,<STL|SDG>
CHITE009,Kyle Adams,TE,CHI,<>
CHITE010,Steve Maneri,TE,CHI,<KAN>
CHITE011,Matt Spaeth,TE,CHI,<PIT>
CHIWR001,Alshon Jeffery,WR,CHI,<>
CHIWR002,Brandon Marshall,WR,CHI,<DEN|MIA>
CHIWR003,Roy Williams,WR,CHI,<DET|DAL>
CHIWR004,David Terrell,WR,CHI,<>
CHIWR005,Johnny Knox,WR,CHI,<>
CHIWR006,Devin Hester,WR,CHI,<>
CHIWR007,Vinny Sutherland,WR,CHI,<SFO>
CHIWR008,Eddie Berlin,WR,CHI,<TEN>
CHIWR009,Sam Hurd,WR,CHI,<DAL>
CHIWR010,Daryl Jones,WR,CHI,<NYG>
CHIWR011,Eric Weems,WR,CHI,<ATL>
CHIWR012,Earl Bennett,WR,CHI,<>
CHIWR013,Muhsin Muhammad,WR,CHI,<CAR>
CHIWR014,Ahmad Merritt,WR,CHI,<>
CHIWR015,Joe Anderson,WR,CHI,<>
CHIWR016,Marquess Wilson,WR,CHI,<>
CINKK001,Aaron Pettrey,K,CIN,<>
CINKK002,Clint Stitser,K,CIN,<>
CINKK003,Mike Nugent,K,CIN,<NYJ|TAM|ARI>
CINQB001,Josh Johnson,QB,CIN,<TAM|CLE>
CINQB002,Akili Smith,QB,CIN,<>
CINQB003,Scott Mitchell,QB,CIN,<>
CINQB004,Jordan Palmer,QB,CIN,<>
CINQB005,Bruce Gradkowski,QB,CIN,<TAM|CLE|OAK>
CINQB006,Andy Dalton,QB,CIN,<>
CINQB007,J.T. O\'Sullivan,QB,CIN,<GNB|DET|SFO>
CINRB001,Orson Charles,RB,CIN,<>
CINRB002,BenJarvus Green-Ellis,RB,CIN,<NWE>
CINRB003,Chris Perry,RB,CIN,<>
CINRB004,James Johnson,RB,CIN,<>
CINRB005,DeDe Dorsey,RB,CIN,<>
CINRB006,Giovani Bernard,RB,CIN,<>
CINRB007,Kenny Watson,RB,CIN,<WAS>
CINRB008,Quincy Wilson,RB,CIN,<>
CINRB009,Cedric Peerman,RB,CIN,<>
CINRB010,Jeremi Johnson,RB,CIN,<>
CINRB011,Chris Pressley,RB,CIN,<TAM>
CINTE001,Kirk McMullen,TE,CIN,<>
CINTE002,Ben Utecht,TE,CIN,<IND>
CINTE003,Jermaine Gresham,TE,CIN,<>
CINTE004,Alex Smith,TE,CIN,<TAM|PHI|CLE>
CINTE005,Donald Lee,TE,CIN,<MIA|GNB>
CINTE006,Colin Cochart,TE,CIN,<>
CINTE007,Tyler Eifert,TE,CIN,<>
CINTE008,Reggie Kelly,TE,CIN,<ATL>
CINTE009,Brad St. Louis,TE,CIN,<>
CINTE010,Daniel Coats,TE,CIN,<>
CINTE011,J.P. Foschi,TE,CIN,<OAK>
CINTE012,Nate Lawrie,TE,CIN,<TAM|NOR>
CINWR001,Brandon Tate,WR,CIN,<NWE>
CINWR002,Laveranues Coles,WR,CIN,<NYJ|WAS>
CINWR003,A.J. Green,WR,CIN,<>
CINWR004,Tab Perry,WR,CIN,<>
CINWR005,Ryan Whalen,WR,CIN,<>
CINWR006,Marcus Maxwell,WR,CIN,<>
CINWR007,Terrell Owens,WR,CIN,<SFO|PHI|DAL|BUF>
CINWR008,Michael Westbrook,WR,CIN,<WAS>
CINWR009,Ron Dugans,WR,CIN,<>
CINWR010,Danny Farmer,WR,CIN,<>
CINWR011,Dane Sanzenbacher,WR,CIN,<CHI>
CINWR012,Marvin Jones,WR,CIN,<>
CINWR013,Andrew Hawkins,WR,CIN,<>
CINWR014,Chris Henry,WR,CIN,<>
CINWR015,Antonio Chatman,WR,CIN,<GNB>
CINWR016,Reggie McNeal,WR,CIN,<>
CINWR017,Mohamed Sanu,WR,CIN,<>
CINWR018,Glenn Holt,WR,CIN,<>
CLEQB001,Ken Dorsey,QB,CLE,<SFO>
CLEQB002,Brian Hoyer,QB,CLE,<NWE|ARI>
CLEQB003,Tim Couch,QB,CLE,<>
CLEQB004,Jason Campbell,QB,CLE,<WAS|OAK|CHI>
CLEQB005,Brandon Weeden,QB,CLE,<>
CLERB001,William Green,RB,CLE,<>
CLERB002,Edwin Baker,RB,CLE,<>
CLERB003,Montario Hardesty,RB,CLE,<>
CLERB004,Mike Bell,RB,CLE,<DEN|NOR|PHI>
CLERB005,Willis McGahee,RB,CLE,<BUF|BAL|DEN>
CLERB006,Fozzy Whittaker,RB,CLE,<SDG>
CLERB007,Owen Marecic,RB,CLE,<>
CLERB008,Brandon Jackson,RB,CLE,<GNB>
CLERB009,Jamal Lewis,RB,CLE,<BAL>
CLERB010,R.J. Bowers,RB,CLE,<PIT>
CLERB011,Charles Ali,RB,CLE,<>
CLERB012,Nick Maddox,RB,CLE,<>
CLERB013,Chris Ogbonnaya,RB,CLE,<STL|HOU>
CLERB014,Chris Jennings,RB,CLE,<>
CLERB015,Ben Gay,RB,CLE,<>
CLETE001,Michael Gaines,TE,CLE,<CAR|BUF|DET>
CLETE002,Brad Smelley,TE,CLE,<>
CLETE003,Keith Heinrich,TE,CLE,<>
CLETE004,Jake Moreland,TE,CLE,<>
CLETE005,Martin Rucker,TE,CLE,<>
CLETE006,MarQueis Gray,TE,CLE,<>
CLETE007,Darnell Sanders,TE,CLE,<>
CLETE008,Paul Irons,TE,CLE,<>
CLETE009,Robert Royal,TE,CLE,<WAS|BUF>
CLETE010,Steve Heiden,TE,CLE,<SDG>
CLETE011,Jordan Cameron,TE,CLE,<>
CLETE012,Greg Estandia,TE,CLE,<JAC>
CLETE013,Aaron Shea,TE,CLE,<>
CLETE014,Gary Barnidge,TE,CLE,<CAR>
CLEWR001,Davone Bess,WR,CLE,<MIA>
CLEWR002,Sam Aiken,WR,CLE,<BUF|NWE>
CLEWR003,Jammi German,WR,CLE,<>
CLEWR004,Yamon Figurs,WR,CLE,<BAL|DET|TAM|OAK>
CLEWR005,Andre King,WR,CLE,<>
CLEWR006,Steve Sanders,WR,CLE,<>
CLEWR007,Syndric Steptoe,WR,CLE,<>
CLEWR008,Tori Gurley,WR,CLE,<>
CLEWR009,Travis Benjamin,WR,CLE,<>
CLEWR010,Armanti Edwards,WR,CLE,<CAR>
CLEWR011,Jordan Norwood,WR,CLE,<>
CLEWR012,Carlton Mitchell,WR,CLE,<>
CLEWR013,Mike Furrey,WR,CLE,<STL|DET>
CLEWR014,Brian Tyms,WR,CLE,<>
CLEWR015,Frisman Jackson,WR,CLE,<>
CLEWR016,Richard Alston,WR,CLE,<>
CLEWR017,Josh Gordon,WR,CLE,<>
CLEWR018,Josh Cooper,WR,CLE,<>
CLEWR019,Greg Little,WR,CLE,<>
CLEWR020,Mohamed Massaquoi,WR,CLE,<>
CLEWR021,Travis Wilson,WR,CLE,<>
CLEWR022,Joe Jurevicius,WR,CLE,<NYG|TAM|SEA>
DALKK001,David Buehler,K,DAL,<>
DALKK002,Dan Bailey,K,DAL,<>
DALKK003,Mike Vanderjagt,K,DAL,<IND>
DALQB001,Brad Johnson,QB,DAL,<TAM|MIN>
DALQB002,Kyle Orton,QB,DAL,<CHI|DEN|KAN>
DALQB003,Ryan Leaf,QB,DAL,<>
DALQB004,Jon Kitna,QB,DAL,<CIN|DET>
DALQB005,Clint Stoerner,QB,DAL,<>
DALQB006,Stephen McGee,QB,DAL,<>
DALQB007,Tony Romo,QB,DAL,<>
DALQB008,Brooks Bollinger,QB,DAL,<NYJ|MIN>
DALQB009,Drew Bledsoe,QB,DAL,<NWE|BUF>
DALRB001,Robert Thomas,RB,DAL,<>
DALRB002,Michael Wiley,RB,DAL,<>
DALRB003,Lance Dunbar,RB,DAL,<>
DALRB004,Tony Taylor,RB,DAL,<>
DALRB005,Erik Bickerstaff,RB,DAL,<>
DALRB006,Eddie George,RB,DAL,<TEN>
DALRB007,DeMarco Murray,RB,DAL,<>
DALRB008,Phillip Tanner,RB,DAL,<>
DALRB009,Tyson Thompson,RB,DAL,<>
DALRB010,Adrian Murrell,RB,DAL,<>
DALRB011,Oliver Hoyte,RB,DAL,<>
DALRB012,Tyler Clutts,RB,DAL,<CHI|MIA>
DALRB013,Terry Witherspoon,RB,DAL,<>
DALRB014,Joseph Randle,RB,DAL,<>
DALRB015,Richie Anderson,RB,DAL,<NYJ>
DALRB016,Keylon Kincade,RB,DAL,<>
DALRB017,Lawrence Vickers,RB,DAL,<CLE|HOU>
DALRB018,Chauncey Washington,RB,DAL,<JAC>
DALRB019,Aveion Cason,RB,DAL,<STL|DET>
DALRB020,Deon Anderson,RB,DAL,<>
DALRB021,Sammy Morris,RB,DAL,<BUF|MIA|NWE>
DALTE001,Mike Lucky,TE,DAL,<>
DALTE002,Jason Witten,TE,DAL,<>
DALTE003,Tony McGee,TE,DAL,<CIN>
DALTE004,James Whalen,TE,DAL,<>
DALTE005,Tony Curtis,TE,DAL,<>
DALTE006,Brett Pierce,TE,DAL,<>
DALTE007,Johnny Huggins,TE,DAL,<>
DALTE008,James Hanna,TE,DAL,<>
